country,round,Column1,survey_date,Column2,enum_sex,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,site_id,site_name,Column27,Column28,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column29,site_latitude,site_longitude,Column30,Column31,site_class,site_type,Column32,Column33,site_date_close_exp,Column34,Column35,site_access,Column36,site_owner,site_shelter,Column37,smc_exist,smc_per_female,site_community,Column38,Column39,sma_exist,sma_type,Column40,sma_name,Column41,Column42,regist_activity,origin_zone,origin_district,origin_municipality,Column43,Column44,Column45,Column46,Column47,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column48,return_prevent,Column49,per_sleep_site,Column50,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column51,per_hh_makeshift,Column52,Column53,per_hh_electricity,per_hh_safecook,nfi_a,Column54,nfi_b,Column55,nfi_c,Column56,water_location,Column57,water_source_np,Column58,water_source_p,Column59,Column60,water_treated,Column61,water_cons,water_remark,Column62,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column63,n_latrine_disable,Column64,latrine_install,Column65,latrine_site,latrine_time,Column66,bathing_gender,latrine_light,latrine_lock,hyg_station,Column67,hyg_evidence,Column68,hyg_waste,Column69,hyg_open_def,food_access,food_market,Column70,food_source,Column71,Column72,food_fuel,Column73,Column74,Column75,food_sup_lac,food_sup_child,health_issue,Column76,health_issue_b,Column77,health_issue_c,Column78,Column79,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,Column90,Column91,health_psych,health_psych_rem,health_antenat,Column92,Column93,health_center_dist,Column94,health_provider,Column95,Column96,edu_access,edu_access_f,edu_access_i,edu_distance,Column97,Column98,Column99,per_sch_female,per_sch_male,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,Column114,Column115,job_main,job_main_other,n_hh_income,job_access,Column116,job_cattle_site,job_offer,job_offer_how,Column117,job_offer_to,job_abr,Column118,job_abr_in,job_abr_family,job_recruit,Column119,food_land,Column120,Column121,Column122,Column123,sec_provided,sec_reported,sec_provider,Column124,sec_issue,Column125,Column126,Column127,Column128,Column129,Column130,n_space_child,n_space_female,Column131,gbv_report,sec_mens_seg,Column132,sec_min_discriminate,safe_male,site_unsafe_male,Column133,safe_child,site_unsafe_child,Column134,safe_female,site_unsafe_female,Column135,site_lighting,hyg_f_product,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159,info_src_female,Column160,info_src_male,Column161,info_complaint,Column162,Column163,Column164,info_main,Column165,info_free,Column166,Column167,Column168,Column169,Column170,Column171,Column172,Column173,Column174,Column175
Nepal,7,,20/05/16,,Male,,Male,,,,,,,,,,,,,,,,,,,,,,,660,Danjal,Newly Emerged,Danjal,Open,29/04/2015,,Urban,Bagmati,Lalitpur,Karyabinayak Municipality,10,27.63166,85.30405,1335,,Spontaneous,"Open ground (park, playground, sports ground, other)",,Yes,Don't know,Not closing,,Yes,Yes,Private,Temporary shelter (CGIs),,No,,,,,No,,,,,,No,Bagmati,Lalitpur,Danjal(Nyovu),10,,,,,30,200,0,3,12,94,4,113,0,0,2,5,8,20,74,168,3,7,87,0,0,0,2,0,0,3,0,1,200,0,10 minutes or less,13/05/15,No,Place of habitual residence,,House damaged/destroyed,,More than 75%,No,More than 75%,None,None,None,More than 75%,None,None,,More than 75%,More than 75%,Mosquito nets,,Electric fans,,Mosquito repellents,,Off-site (Less than 20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,11-15 liters,None,,Good (Hygienic),8,"Yes, next to each other/same HWS",4,4,0,0,0,Built by displaced communities,,On-site,Both times,Yes,No,No,Yes,0,,,,Garbage pit,,No,"Yes, On-Site",Yes,1 hour or less,Own cash,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,Mosquito coil,,1,0,0,0,1,0,1,0,0,No,No,No,,No,No pregnent woman,,Off-site (1-2 hours),,Government,,No,Yes,Yes,No,Off-site (Less than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Craftsmen,,Craftsmen,,90,Yes,Lower,No,No,,,,No,,,No,No,,No,Art/Craft,,Art/Craft,,No,No,,,None,,None,,Yes,Yes,Everyone would be careful,0,1,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,,,None,25% or less,25% or less,25% or less,None,26% to 50%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,SMC/Self-assistance,,Radio/Newspaper,,Radio/Newspaper,,No,,Yes,Don't know,Access to services,,Yes,"Lack of water, needed toilets , thermocol cover for roof",<1500,0%,0%,100%,0%,0,0,30,0
Nepal,7,,20/05/16,,Female,,Male,Smc,,,,,,,,,,,,,,,,,,,,,,34,Suryamadi,Existed in R6,,Open,25/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,3,27.6734,85.4375,1335,,Spontaneous,Other,Roadside,Yes,Don't know,Not closing,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,Yes,None,Yes,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Bhaktapur,Dhowcha,1,Bagmati,Bhaktapur,Dhowcha,3,24,102,0,2,5,38,3,48,0,0,1,3,5,10,38,76,10,13,54,0,0,0,1,1,0,4,0,1,102,0,10 minutes or less,28/05/15,No,Place of origin,,House damaged/destroyed,,51% to 75%,No,51% to 75%,None,None,None,More than 75%,None,None,,51% to 75%,51% to 75%,Cooking gas,,None,,None,,Off-site (More than 20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,11-15 liters,None,,Good (Hygienic),4,No,0,0,0,0,0,Provided,NGO/iNGO,On-site,Both times,Yes,Yes,No,Yes,0,,,,Municipal collection,,No,"Yes, Off-site",Yes,1 hour or less,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito nets,,0,1,0,1,0,0,0,0,0,No,No,No,,Unknown,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,51% to 75%,51% to 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,50,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Making beauty products,,Daily wage labour,,Yes,No,Self organized,,None,,None,,Yes,Yes,,1,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,Yes,,,None,26% to 50%,26% to 50%,26% to 50%,26% to 50%,26% to 50%,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,SMC/Self-assistance,,Local leader,,Radio/Newspaper,,No,,No,,Access to services,,Yes,,<1500,0%,0%,100%,0%,0,0,24,0
Nepal,7,,12/05/16,,Female,,Male,SCM,,,K1,,Female,SCM,,,FGD,,Male,SCM,,,K2,,Female,IDP,,,FGD,652,Jumbu,Existed in R6,,Open,20/01/2016,,Peri-Urban,Bagmati,Sindhupalchok,Gati,3,27.820871,85.878403,950,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Unknown,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,Yes,25% or less,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Sindhupalchok,Gati,8,,,,,40,155,2,9,18,34,8,71,1,3,9,18,21,39,44,78,9,17,84,1,1,0,7,1,0,2,0,3,155,1,1-3 hours,15/05/16,No,Place of origin,,Lack of access from landslide,,More than 75%,No,More than 75%,None,None,None,More than 75%,25% or less,None,,More than 75%,25% or less,CGIs,,Kitchen sets,,Mosquito nets,,Off-site (Less than 20 minutes),Yes,Spring/river,,Spring/river,,,Filtered,,More than 15 liters,None,,Not so good (not hygienic),3,No,0,0,0,0,0,Provided,Mission east,On-site,Both times,No,No,No,No,0,,,,No waste disposal system,,Yes,"Yes, Off-site",Yes,1 hour or less,Own cash,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,None,,1,0,0,0,0,0,0,0,0,Yes,No,No,,No,Too far,,Off-site (More than 2 hours),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,30,Yes,Lower,Yes,No,,,,No,,,No,No,,No,Weaving/knitting,,Store/small business,,Yes,No,Police,,None,,None,,No,No,,0,0,Yes,No,No,,No,No,Toilet,,No,Toilet,,No,Toilet,,No lighting,Yes,Yes,,,More than 75%,25% or less,25% or less,25% or less,26% to 50%,26% to 50%,No,Overflow of drainage,No,Rains make water in open water storage/well polluted and muddy,No,Overflow of drainage,Yes,,Yes,,Yes,,No,,,Radio/Newspaper,,Radio/Newspaper,,Unknown,,Yes,Don't know,Recovery plans,,Unknown,"Site is not safe foe mansoon.Rain water can swip the IDP shelter
Toilet is not enough.",<1500,0%,0%,80%,20%,0,0,32,8
Nepal,7,,19/05/16,,Female,,Female,,,,,,,,,,,,,,,,,,,,,,,655,Gacha,Newly Emerged,Gawre,Open,25/04/2015,,Peri-Urban,Bagmati,Lalitpur,Karyabinayak Municipality,8,27.63437,85.29757,1323,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,No,,,,,No,,,,,,No,Bagmati,Lalitpur,Gawcha,6,Bagmati,Lalitpur,Gawcha,4,100,488,3,4,62,120,45,234,6,9,12,16,75,137,129,249,32,77,254,2,2,0,15,3,1,12,0,3,488,2,10 minutes or less,12/01/16,No,Place of origin,,House damaged/destroyed,,51% to 75%,No,51% to 75%,None,None,None,51% to 75%,25% or less,None,,More than 75%,More than 75%,Electric fans,,Water filters,,None,,On-site (Less than 20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,11-15 liters,None,,Good (Hygienic),12,No,0,0,0,0,0,Provided,Norvic hospital,On-site,Night time,Yes,No,No,No,0,,,,Garbage pit,,No,"Yes, Off-site",Yes,1 hour or less,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,Mosquito nets,,0,3,0,3,0,0,0,0,0,No,No,No,,Unknown,,,Off-site (Less than 30 minutes),,Government,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,75,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Weaving/knitting,,Art/Craft,,No,No,,,None,,None,,Yes,Yes,,0,1,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",Yes,"No,  no vehicular access",Muddy path to the site,,None,25% or less,25% or less,25% or less,25% or less,25% or less,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,SMC/Self-assistance,,Radio/Newspaper,,Radio/Newspaper,,No,,Yes,Don't know,Access to services,,Yes,"A child is staying with a family but is not his nearest relative so he is an unaccompanied child.
Fear of snake,
Deu to wind and strom lots of CGIs are damaged.",<1500,0%,0%,75%,25%,0,0,75,25
Nepal,7,,09/05/16,,Female,,Male,IDPS,,,K1,,Female,IDPS,,,FGD,,Male,SCM,,,K2,,Female,IDPS,,,FGD,575,Khadegaun ( Selang-1),Existed in R6,,Open,27/04/2015,,Rural,Bagmati,Sindhupalchok,Selang,1,27.8397,85.71983,2009.87564,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Unknown,,Yes,Yes,Public/Government,Makeshift/tarpaulin shelter,,Yes,26% to 50%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Sindhupalchok,Golche,1,Bagmati,Sindhupalchok,Gumba,5,49,257,2,17,41,69,4,133,3,5,11,28,37,78,71,140,2,6,124,3,3,0,12,4,0,3,0,4,257,5,Longer,02/05/15,No,None (Stay here),,Lack of access from landslide,,More than 75%,No,More than 75%,None,None,25% or less,25% or less,51% to 75%,None,,None,51% to 75%,CGIs,,Mosquito nets,,Cooking gas,,On-site (Less than 20 minutes),Yes,Spring/river,,Spring/river,,,No treatment,,More than 15 liters,Suspended solids,,Good (Hygienic),9,No,0,0,0,0,0,Provided,ACTED,On-site,Both times,Yes,No,No,No,0,,,,Garbage pit,,No,"Yes, Off-site",No,1-2 hours,Own cash,,,Yes,Collect personally,,No,No,No,Diarrhea,,Cold,,Cough,,Other,Locally available herbs,1,0,3,3,0,0,0,0,0,Yes,Yes,Yes,IOM,No,Too far,,Off-site (1-2 hours),,Government,,No,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,30,No,Lower,Yes,No,,,,No,,,No,No,,Yes,Art/Craft,,Store/small business,,Yes,No,Self organized,,None,,None,,Yes,Yes,"IDps dont have enough latrine
Hand washing point n̬ed to constructed.",0,0,Yes,No,No,,No,No,Toilet,,No,Toilet,,No,Toilet,,No lighting,Yes,"No,  no vehicular access",Muddy path to the site,,None,51% to 75%,51% to 75%,26% to 50%,51% to 75%,25% or less,Unknown,,No,Rains make water in open water storage/well polluted and muddy,No,Overflow of drainage,Yes,,Unknown,,Yes,,Yes,NGO/iNGO,,Authorities,,Authorities,,Unknown,,Yes,Don't know,Recovery plans,,Yes,,1500 - 2500,0%,15%,15%,70%,0,7,7,35
Nepal,7,,18/05/16,,Male,,Female,,,,,,,,,,,,,,,,,,,,,,,619,Wasikacha,Existed in R6,Wasikacha,Open,26/04/2015,,Urban,Bagmati,Bhaktapur,Bhaktapur Municipality,9,27.66724,85.43408,1312.9,,Spontaneous,"Collective centre  (schools, offices, religious, hospital, other)",,No,Don't know,Not closing,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,25% or less,Yes,,,Yes,International NGO,,IOM,,,No,Bagmati,Bhaktapur,Golmadi,7,,,,,50,250,1,3,15,110,3,132,1,2,0,3,10,25,100,210,7,10,118,0,0,0,3,0,0,0,3,2,50,1,10 minutes or less,04/05/15,No,Place of habitual residence,,House damaged/destroyed,,More than 75%,No,More than 75%,None,None,None,More than 75%,None,None,,More than 75%,More than 75%,Mosquito nets,,None,,None,,Off-site (Less than 20 minutes),Yes,Water truck,,Water truck,,,Filtered,,More than 15 liters,Odor/smell,,Not so good (not hygienic),10,"Yes, next to each other/same HWS",5,5,0,0,0,Provided,Unicef,On-site,Both times,Yes,Yes,No,Yes,3,Yes,No,No,Municipal collection,,No,No,Yes,1 hour or less,Own cash,,,Yes,Available for purchase from market,,No,No,No,None,,None,,None,,Mosquito coil,,0,0,0,0,0,0,0,0,0,No,No,No,,No,No pregnent woman,,Off-site (Less than 30 minutes),,Local Clinic/med practitioners,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Employed,,100,Yes,Lower,Yes,No,,,,No,,,No,Unknown,,Yes,Weaving/knitting,,Selling food items,,Yes,No,Self organized,,None,,None,,Yes,Yes,Protection issues problem would be less,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Unknown,Yes,,,None,26% to 50%,26% to 50%,26% to 50%,None,26% to 50%,Yes,,Yes,,No,No proper or sufficient drainage system at place,Yes,,Yes,,Yes,,Yes,SMC/Self-assistance,,Site management,,Mobile phone,,Yes,Site management,Yes,Don't know,Access to services,,Yes,"Mosquito nets , water filter and solar lamps needed",<1500,0%,0%,100%,0%,0,0,50,0
Nepal,7,,12/05/16,,Male,,Male,,,,,,Male,SMC prez,,,,,Female,,,,,,Female,,,,,498,Syaubari,Existed in R6,Syaubari,Open,17/05/2015,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,8,28.00437,85.21006,1670.324311,,Spontaneous,Other,Private land,No,Don't know,Not closing,,Yes,No,Private,Temporary shelter (CGIs),,Yes,26% to 50%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,8,Bagmati,Rasuwa,Haku,9,72,306,4,25,44,65,4,142,14,18,26,51,40,84,73,138,11,15,164,0,0,0,32,4,1,50,0,10,306,2,Longer,25/05/15,Yes,None (Stay here),,Lack of access from landslide,,More than 75%,No,More than 75%,None,None,25% or less,More than 75%,None,None,,More than 75%,None,Fire wood,,Cooking gas,,Mosquito nets,,Off-site (More than 20 minutes),No,Unprotected Well,,Hand pumps,,,Chlorinated,,5 liters and less,None,,Good (Hygienic),12,No,0,0,0,0,0,Provided,Lumanti,On-site,Both times,No,No,No,Yes,0,,,,Burning,,No,"Yes, On-Site",No,1-2 hours,Own cash,,,No,,,No,No,No,Cough,,Skin infections,,Diarrhea,,Mosquito nets,,1,2,3,5,0,0,0,0,0,No,Yes,Yes,ACF,No,Too far,,Off-site (1-2 hours),,Local Clinic/med practitioners,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,26% to 50%,More than 75%,Early marriage,,,Distance to school,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,40,No,Lower,No,No,,,,No,,,No,Yes,Kirung,No,Weaving/knitting,,Daily wage labour,,Yes,No,Self organized,,Alcohol/drug-related disturbance,,"Denial of resources, opportunities, services",,Yes,Yes,,1,0,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,Yes,,,None,None,None,None,None,25% or less,Yes,,No,Lack of water supply,No,No proper or sufficient drainage system at place,Yes,,No,No food support,Yes,,No,,,Local leader,,Local leader,,No,,Yes,Don't know,Relocation plan,,Yes,Severe WASH crisis.,1500 - 2500,0%,20%,80%,0%,0,14,58,0
Nepal,7,,11/05/16,,Male,,Male,,,,,,Male,SMC Prez,,,,,Female,Housewife,,,,,Female,Housewife,,,,568,Dursa Gaang,Existed in R6,Pradhikaran Tole,Open,12/05/2015,,Peri-Urban,Bagmati,Rasuwa,Dhunche,5,28.11263,85.29504,2041.270422,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Don't know,Not closing,,"No,  no vehicular access",No,Public/Government,Temporary shelter (CGIs),,Yes,26% to 50%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,2,50,243,3,17,37,40,22,119,3,6,17,34,45,82,52,92,7,29,124,0,0,0,12,1,0,1,0,1,243,0,Longer,11/05/16,No,None (Stay here),,Lack of access from landslide,,More than 75%,No,More than 75%,None,None,25% or less,51% to 75%,None,None,,More than 75%,25% or less,Fire wood,,Cooking gas,,Other,Toilets,Off-site (More than 20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,11-15 liters,Suspended solids,,Not so good (not hygienic),4,No,0,0,0,0,0,Already on site,,On-site,Both times,No,No,No,No,0,,,,Burning,,Yes,No,Yes,1 hour or less,Own cash,,,Yes,Collect personally,,No,No,No,Diarrhea,,Cough,,Conjunctivitis,,None,,0,0,0,0,0,0,0,0,0,No,No,No,,No,No doctors,,Off-site (Less than 30 minutes),,Government,,No,Yes,Yes,No,Off-site (Less than 20 minutes),,,,25% or less,25% or less,Fees or costs,,,Lack of gendered facilities,,,Fees or costs,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,40,No,Lower,No,No,,,,No,,,No,No,,No,Store/small business,,Art/Craft,,Yes,No,Police,,None,,None,,Yes,No,None,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,Yes,,,None,More than 75%,None,Unknown,None,Unknown,Yes,,No,Rains make water in open water storage/well polluted and muddy,No,No proper or sufficient drainage system at place,Yes,,No,No food support,Yes,,Yes,Government,,Families & friends,,Local leader,,Unknown,,Yes,Don't know,Relocation plan,,Yes,Site has been improved with CGI shelters for most IDPs but WASH need is severe as there is no proper drinking water facilities and not enough latrines.,1500 - 2500,0%,25%,75%,0%,0,12,38,0
Nepal,7,,10/05/16,,Male,,Male,,,SMC prez,,,Female,House wife,,,,,Female,House wife,,,,,Female,,,,,571,Kebu,Existed in R6,,Open,15/05/2015,,Rural,Bagmati,Rasuwa,Dhunche,8,28.11648,85.29909,1832.784687,,Spontaneous,Other,Private land,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,Yes,51% to 75%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,7,35,158,3,5,32,25,12,77,2,5,5,10,32,64,26,51,16,28,81,2,2,0,8,1,0,2,0,4,156,0,Longer,03/05/16,No,None (Stay here),,Lack of access from landslide,,More than 75%,No,More than 75%,None,None,None,More than 75%,25% or less,None,,More than 75%,More than 75%,Cooking gas,,Fire wood,,Mosquito nets,,Off-site (More than 20 minutes),No,Unprotected Well,,Unprotected Well,,,No treatment,,6-10 liters,Suspended solids,,Not so good (not hygienic),1,No,0,0,0,0,0,Provided,Save the children,Off-site,Day time,No,No,No,Yes,0,,,,Burning,,Yes,No,No,1-2 hours,Borrowed cash,,,No,,,No,No,No,Measles,,Cough,,Diarrhea,,None,,0,0,0,0,0,0,0,0,0,No,No,No,,No,Too far,,Off-site (1-2 hours),,International organization,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,25% or less,25% or less,Fees or costs,,,Distance to school,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,20,No,Lower,Yes,No,,,,No,,,No,No,,No,Store/small business,,Construction,,No,No,,,None,,None,,No,No,None,0,0,Yes,No,No,,No,Yes,,,Yes,,,No,Washing areas,,"Yes, there is lighting but it is NOT adequate",No,"No,  no vehicular access",No vehicular access at all,,None,None,None,51% to 75%,None,25% or less,Yes,,No,Rains make water in open water storage/well polluted and muddy,No,No proper or sufficient drainage system at place,Yes,,No,No food support,Yes,,No,,,Families & friends,,Families & friends,,No,,No,,Other,How to get fuelwood in monsoon,Yes,"Fuelwood, cooking gas scarcity, monsoon will be hard. IDPs wish they were provided with land to resettle at a safer location. POO not suitable for rehabitation.",1500 - 2500,0%,0%,80%,20%,0,0,28,7
Nepal,7,,11/05/16,,Male,,Male,,,,,,Male,,,SMC prez,,,Female,Housewife,,,,,Female,Housewife,,,,572,Karagar Toal,Existed in R6,,Open,13/05/2015,,Peri-Urban,Bagmati,Rasuwa,Dhunche,5,28.11018,85.29837,2052.548159,,Spontaneous,Other,Private land,No,Don't know,Not closing,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,26% to 50%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,5,Bagmati,Rasuwa,Haku,6,35,182,2,7,25,46,5,85,3,5,8,15,26,51,55,101,5,10,97,0,0,0,8,1,0,1,0,0,178,0,Longer,13/03/16,No,None (Stay here),,Fear of landslide/aftershock,,More than 75%,No,More than 75%,None,None,None,More than 75%,25% or less,None,,More than 75%,51% to 75%,Sleeping beds,,Cooking gas,,Fire wood,,Off-site (More than 20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,11-15 liters,None,,Not so good (not hygienic),2,No,0,0,0,0,0,Provided,Save the children,On-site,Both times,Yes,No,No,No,0,,,,No waste disposal system,,Yes,No,Yes,1 hour or less,Borrowed cash,,,Yes,Collect personally,,Yes,Yes,Yes,Cough,,Diarrhea,,Conjunctivitis,,None,,0,0,0,0,0,0,0,0,0,No,No,No,,No,No doctors,,Off-site (Less than 30 minutes),,Government,,No,Yes,Yes,No,Off-site (Less than 20 minutes),,,,26% to 50%,25% or less,Fees or costs,,,Lack of gendered facilities,,,Fees or costs,,,None,,,Yes,Yes,Agriculture/Livestock,,Employed,,20,Yes,Lower,Yes,Yes,Family member/relative,,Adult male,No,,,Yes,No,,No,Weaving/knitting,,Art/Craft,,Yes,No,Military,,None,,None,,Yes,No,None,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,Yes,,,None,None,None,25% or less,None,25% or less,No,WASH facilities are not sustainable during rains,No,Rains make water in open water storage/well polluted and muddy,No,No proper or sufficient drainage system at place,Yes,,No,No food support,Yes,,Yes,NGO/iNGO,,Families & friends,,Authorities,,Unknown,,Yes,Don't know,Recovery plans,,No,Severe WASH needs on site. Site not protected from monsoon.,1500 - 2500,0%,0%,80%,20%,0,0,28,7
Nepal,7,,13/05/16,,Male,,Male,SMC prez,,,,,Male,,,,,,Female,,,,,,Female,,,,,594,Bogetaar 2,Existed in R6,,Open,15/06/2015,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,1,27.98089,85.18499,734.5769325,,Spontaneous,Other,Private land,No,Less than 2 months,Private lease is ending,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,51% to 75%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,8,Bagmati,Rasuwa,Haku,9,92,357,9,9,51,96,14,179,0,9,23,32,50,101,87,183,18,32,178,0,0,0,20,2,1,4,0,4,257,6,Longer,07/05/16,Yes,Don't know,,Other,Landslide destroyed everything.,More than 75%,No,More than 75%,None,None,None,More than 75%,None,None,,More than 75%,More than 75%,Other,Land for relocation,Other,Water supply,Other,Education facility,On-site (Less than 20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,5 liters and less,None,,Good (Hygienic),11,"Yes, separate entrance/Hand Washing Station",4,7,0,0,0,Provided,Lumanti,On-site,Both times,Yes,No,No,Yes,0,,,,Garbage pit,,No,"Yes, On-Site",No,1-2 hours,Own cash,,,No,,,Yes,No,No,Conjunctivitis,,Cough,,Diarrhea,,Mosquito nets,,0,0,3,3,0,0,0,0,0,Yes,Yes,Yes,"Sakti Samuha,Oric nepal",No,Too far,,Off-site (1-2 hours),,Local Clinic/med practitioners,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,More than 75%,More than 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,50,No,Lower,No,Yes,Friends,,Adult male,No,,,No,No,,No,Weaving/knitting,,Store/small business,,Yes,Yes,Self organized,,None,,None,,Yes,Yes,,1,1,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,Yes,,,None,None,None,Unknown,None,25% or less,Yes,,Yes,,No,No proper or sufficient drainage system at place,Yes,,No,No food support,Yes,,Yes,Government,,Families & friends,,Authorities,,Yes,Authorities,Yes,Don't know,Relocation plan,,Yes,"Severe relocatkon issues. Can not return back to POO, IDPs are being asked to move out of the site by the end of the next month. Have nowhere to go, are planning to fight to stay here instead.",<1500,0%,0%,100%,0%,0,0,92,0
