country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,Column35,Column36,site_access,Column37,site_owner,site_shelter,Column38,smc_exist,smc_per_female,site_community,Column39,Column40,sma_exist,sma_type,Column41,sma_name,Column42,Column43,regist_activity,origin_zone,origin_district,origin_municipality,Column44,Column45,Column46,Column47,Column48,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column49,return_prevent,Column50,per_sleep_site,Column51,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column52,per_hh_makeshift,Column53,Column54,per_hh_electricity,per_hh_safecook,nfi_a,Column55,nfi_b,Column56,nfi_c,Column57,water_location,Column58,water_source_np,Column59,water_source_p,Column60,Column61,water_treated,Column62,water_cons,water_remark,Column63,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column64,n_latrine_disable,Column65,latrine_install,Column66,latrine_site,latrine_time,Column67,bathing_gender,latrine_light,latrine_lock,Column68,Column69,hyg_evidence,Column70,hyg_waste,Column71,hyg_open_def,food_access,food_market,Column72,food_source,Column73,Column74,food_fuel,Column75,Column76,Column77,food_sup_lac,food_sup_child,health_issue,Column78,health_issue_b,Column79,health_issue_c,Column80,Column81,Column82,Column83,Column84,Column85,Column86,Column87,Column88,Column89,health_psych,health_psych_rem,health_antenat,Column90,Column91,health_center_dist,Column92,health_provider,Column93,Column94,edu_access,edu_access_f,edu_access_i,edu_distance,Column95,Column96,Column97,per_sch_female,per_sch_male,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,Column110,Column111,Column112,Column113,job_main,job_main_other,n_hh_income,job_access,Column114,job_cattle_site,job_offer,job_offer_how,Column115,job_offer_to,job_abr,Column116,job_abr_in,job_abr_family,job_recruit,Column117,food_land,Column118,Column119,Column120,Column121,sec_provided,sec_reported,sec_provider,Column122,sec_issue,Column123,Column124,Column125,Column126,Column127,Column128,n_space_child,n_space_female,Column129,gbv_report,sec_mens_seg,Column130,sec_min_discriminate,safe_male,site_unsafe_male,Column131,safe_child,site_unsafe_child,Column132,safe_female,site_unsafe_female,Column133,site_lighting,hyg_f_product,Column134,Column135,Column136,Column137,Column138,Column139,Column140,Column141,Column142,Column143,Column144,Column145,Column146,Column147,Column148,Column149,Column150,Column151,Column152,Column153,Column154,Column155,Column156,Column157,Column158,Column159,Column160,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,support_problem,Column170,info_src_female,Column171,info_src_male,Column172,info_complaint,Column173,info_main,Column174,info_free,Column175,<1500
Nepal,6,,03/03/16,,,female,,female,Resident,,,,,male,Resident,,,,,,,,,,,,,,,,546,Chandeni,Existing site,,Yes,11/05/15,,Rural,Bagmati,Kavrepalanchok,Chandeni Mandan,5,27.69377383,85.6400465,1295.110949,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,Yes,Private,Temporary shelter (CGIs),,No,,,,,No,,,,,,No,Bagmati,Kavrepalanchok,Chandeni Mandan,5,Bagmati,Kavrepalanchok,,4,22,155,0,5,15,50,5,75,0,0,10,15,30,45,30,80,10,15,80,0,0,0,3,0,0,5,0,1,0,5,30 mins - 1 hour,13/05/15,No,Place of origin,,House damaged/destroyed,,>75%,No,>75%,None,None,None,>75%,None,None,,>75%,>75%,CGIs,,Tools,,Mosquito net,,Off-site (Less than 20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,None,,Good (Hygienic),5,No,0,0,0,0,0,Built by displaced communities,,On-site,Both times,Yes,Yes,Yes,Yes,0,,,,Burning,,No,No,Yes,2-6 hours,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,0,0,0,0,0,0,0,Yes,Yes,No,,Yes,,,Off-site (1-2 hours),,Government,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,25% to 50%,25% to 50%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,50,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Store/small business,,Driving,,No,No,,,None,,None,,No,No,No gbv referral mechanisms or ffs,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,75,51%-75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999",Repair damaged houses,,0,No winterization assistance,,,,,,,,,,,,,,,None,None,No,Yes,No,No,,,Not enough assistance for all entitled,,Radio/Newspaper,,Social Media,,No,,Other relief assistance,,Yes,,<1500
Nepal,6,,03/03/16,,,female,,female,,,,,,female,,,,,,,,,,,,,,,,,280,Majhigau,Existing site,,Yes,25/04/15,,Rural,Bagmati,Kavrepalanchok,Chandeni Mandan,2,27.71564888,85.65485124,711.1070471,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Private,Temporary shelter (CGIs),,No,,,,,No,,,,,,No,Bagmati,Kavrepalanchok,Chandeni Mandan,2,,,,,105,566,4,16,58,142,21,241,4,8,21,37,89,147,179,321,32,53,325,0,0,0,18,5,0,16,0,4,566,5,10-30 minutes,12/05/15,No,Place of origin,,House damaged/destroyed,,>75%,No,>75%,None,None,None,>75%,None,None,,<25%,None,CGIs,,Kitchen sets,,Tools,,Off-site (Less than 20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,None,,Good (Hygienic),7,No,0,0,0,0,0,Built by displaced communities,,On-site,Both times,Yes,No,No,Yes,0,,,,Burning,,No,No,No,2-6 hours,Own cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,0,3,2,5,0,0,0,Yes,Yes,No,,No,Too far,,Off-site (More than 2 hours),,Government,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,25% to 50%,25% to 50%,None,,,None,,,None,,,None,,,Yes,Yes,Other,Fishing,Other,Fishing,50,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Livestock,,Livestock,,No,No,,,None,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,75,51%-75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,0,No winterization assistance,,,,,,,,,,,,,,,None,None,No,No,No,No,,,Not enough assistance for all entitled,,Authorities,,Mobile phone,,No,,Other relief assistance,,Yes,,<1500
Nepal,6,,23/02/16,,,male,,male,,,,,,male,,,,,,female,,,,,,female,,,,,510,Bogetaar,Existing site,,Yes,15/06/15,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,1,27.991,85.191,1011.643502,,Spontaneous,Private land,,No,Unknown,Not closing,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,Yes,25% to 50%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Dadagaun,9,Bagmati,Rasuwa,Dadagaun,8,146,693,18,34,52,174,43,321,34,52,43,77,52,104,191,365,52,95,372,4,3,1,30,40,4,1,0,2,800,3,Longer than 3 hours,07/07/15,No,None (Stay here),,Lack of access from landslide,,>75%,No,>75%,None,None,None,>75%,None,None,,>75%,>75%,Cooking gas,,Electric supply,,Fire wood,,On-site,Yes,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,None,,Good (Hygienic),39,"Yes, next to each other/same HWS",13,26,0,0,0,Provided,Lumanti,On-site,Both times,Yes,No,No,Yes,0,,,,Burning,,No,No,Yes,Less than 1 hour,Own cash,,,No,,,Yes,Yes,Yes,Skin infections,,Other,Hearing imparity in teenagers,Skin infections,,0,20,20,40,0,0,0,Yes,No,No,,No,Too far,,Off-site (1-2 hours),,Local clinic/medical practitioners,,No,Yes,Yes,No,Off-site (Less than 20 minutes),,,,25% to 50%,25% to 50%,Distance to school,,,Disabilities,,,Distance to school,,,Disabilities,,,Yes,Yes,Agriculture/Livestock,,None,,50,No,Lower,Yes,No,,,,Yes,,Gulf countries,No,No,,Yes,Weaving/knitting,,Art/Craft,,No,No,,,None,,"Denial of resources, opportunities, services",,No,No,females are very eager to take basic education classes as they feel they would be well off if they knew how to read and write.,0,0,Yes,Unknown,No,,No,No,Distribution areas,,Yes,,,Yes,,,No lighting,Yes,100,>75%,No,Yes,,,13000,"10,000-24,999",13000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,"IOM, Samaritan Purse",,Yes,Yes,,Yes,Yes,Yes,,,,,,Off-site (More than 4 hours),On-foot,,Yes,No,Yes,Yes,,,Complications by the government authorities in receiving support,,Local leader,,Site management,,Yes,Local authorities,For how long the site will remain active,,Yes,None,<1500
Nepal,6,,06/03/16,,,male,,male,president,,,,,female,,,,,,female,,,,,,,,,,,618,Santibazar,Existing site,,Yes,03/09/15,,Rural,Bagmati,Nuwakot,Manakamana,9,28.01908,85.18295,765.9,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Unknown,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,25% to 50%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Dadagaun,8,Bagmati,Rasuwa,Thulagaun,8,33,172,4,13,15,50,4,86,4,8,11,24,12,27,52,102,7,11,86,0,0,0,8,3,0,2,0,1,150,3,Longer than 3 hours,12/08/15,Yes,Nearest village,,House damaged/destroyed,,>75%,No,>75%,None,None,None,>75%,None,None,,>75%,<25%,Bedding/Floor mat,,CGIs,,None,,On-site,Yes,Spring/river,,Spring/river,,,Chlorinated,,5-10 liters,Suspended solids,,Not so good (not hygienic),4,No,0,0,0,0,0,Built by displaced communities,,On-site,Day time,Yes,No,No,Yes,0,,,,Burning,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Available for purchase from market,,Yes,No,No,Diarrhea,,Malnutrition,,Cold,,0,1,1,2,1,1,2,No,Yes,No,,No,Too far,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,90,Yes,Lower,Yes,No,,,,No,,,No,No,,No,Construction/daily labour,,Daily wage labor,,No,No,,,None,,None,,Yes,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,90,>75%,Yes,Yes,10000,"10,000-24,999",8000,"Less than 10,000",18000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,"IOM, ACF",,Yes,Yes,,Yes,,Yes,,,Yes,,,On-site,,,,,,Yes,,,None,,Families & friends,,Local leader,,No,,Recovery plans,,Yes,,<1500
Nepal,6,,23/02/16,,,female,,male,SMC member,,,,,female,SMC member,,,,,,,,,,,,,,,,491,Boudha,Existing site,,Yes,18/05/15,,Urban,Bagmati,Kathmandu,Kathmandu municipality,6,27.726,85.367,1347.537186,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,Yes,Private,Makeshift/tarpaulin shelter,,Yes,<25%,Yes,,,Yes,International NGO,,IOM,,,Yes,Bagmati,Sindhupalchok,Fulpingkati,1,,,,,100,364,3,6,54,96,11,170,6,9,10,16,53,107,112,208,13,24,194,7,7,0,13,2,3,5,0,3,0,2,Longer than 3 hours,23/02/16,No,Don't know,,House damaged/destroyed,,51% to 75%,No,>75%,None,None,None,None,>75%,None,,None,<25%,CGIs,,Tarpaulin,,None,,On-site,No,Hand pumps,,Water truck,,"NCV, UNICEF",No treatment,,11-15 liters,None,,Good (Hygienic),8,"Yes, separate entrance/Hand Washing Station",4,4,0,0,0,Provided,NCV,On-site,Both times,Yes,Yes,No,Yes,2,Yes,Yes,Yes,Municipal collection,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Available for purchase from market,,Yes,No,No,Cough,,Cold,,None,,2,1,1,2,0,0,0,No,Yes,Yes,IOM,No,Too expensive,,Off-site (1-2 hours),,None,,Yes,Yes,Yes,Yes,Off-site (More than 20 minutes),,On-site (More than 20 minutes),Government,51% to 75%,51% to 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,0,No,Lower,No,No,,,,No,,,No,No,,No,Construction/daily labour,,Store/small business,,No,No,,,None,,None,,Yes,Unknown,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,100,>75%,No,Yes,,,15000,"10,000-24,999",15000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,IOM,,,Yes,,,,,,,,,,On-site,,,,,,Yes,,,None,,Social Media,,Social Media,,No,,Distribution,,Yes,"Rice and other food materials need, tents and blankets, land lease",<1500
Nepal,6,,26/02/16,,,male,,male,Member,,,Ki,,female,,,,Ki,,male,,,,Fgd,,female,,,,Fgd,652,Jumbu,New Site,Madhya votekoshi,Yes,20/01/16,,Peri-Urban,Bagmati,Sindhupalchok,Gathi,3,27.820871,85.878403,950,,Spontaneous,"Collective centre  (schools, offices, religious, hospital, other)",,No,Unknown,Not closing,,Yes,No,Public/Government,Makeshift/tarpaulin shelter,,Yes,25% to 50%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Sindhupalchok,Gathi,3,,,,,40,152,2,6,20,30,16,74,2,4,12,18,14,34,34,64,16,32,78,2,2,0,3,2,0,3,0,15,75,8,1-3 hours,12/12/15,No,None (Stay here),,Lack of access from landslide,,>75%,No,>75%,None,None,None,<25%,51% to 75%,None,,>75%,51% to 75%,CGIs,,Kitchen sets,,Tools,,On-site,No,Surface water,,Piped water supply,,,Filtered,,>15 liters,None,,Non usable,5,No,0,0,0,0,0,Provided,Misson east,On-site,Both times,Yes,No,No,Yes,0,,,,No waste disposal system,,Yes,"Yes, Off-site",Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,No,No,Diarrhea,,Cough,,Cold,,0,0,0,0,2,0,2,Yes,No,No,,Yes,,,Off-site (More than 2 hours),,Local clinic/medical practitioners,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Daily wage laborer,,Daily wage laborer,,0,Yes,Lower,Yes,No,,,,No,,,No,No,,No,Art/Craft,,Store/small business,,No,No,,,None,,None,,No,Unknown,,0,0,Yes,Unknown,No,,No,Yes,,,No,Toilet,,No,Toilet,,"Yes, there is lighting but it is NOT adequate",No,0,No cash assistance,No,No,,,,,0,No cash assistance,"Buy clothes, blankets, etc.",,100,>75%,ACTED,Yes,Yes,Yes,,,,Yes,,,,,,On-site,,,,,,Yes,,,None,,Mobile phone,,Mobile phone,,No,,Recovery plans,,Yes,Problem of toilet,<1500
Nepal,6,,22/02/16,,,male,,male,,,,Ki,,female,,,,Ki,,male,,,,Fgd,,,,,,Fgd,575,Khadegaun ( Selang-1),Existing site,,Yes,27/04/15,,Rural,Bagmati,Sindhupalchok,Selang,1,27.837949,85.717159,2009.87564,,Spontaneous,Community forest,,No,Unknown,Not closing,,Yes,No,Public/Government,Makeshift/tarpaulin shelter,,Yes,<25%,Yes,,,Yes,International NGO,,ACTED,,,Yes,Bagmati,Sindhupalchok,Golche,1,Bagmati,Sindhupalchok,Gumba,5,62,234,0,6,34,71,3,114,0,0,12,18,34,68,62,133,12,15,120,3,3,0,15,4,1,3,0,4,234,2,Longer than 3 hours,15/02/16,No,None (Stay here),,House damaged/destroyed,,>75%,No,>75%,None,<25%,51% to 75%,None,<25%,None,,None,None,CGIs,,Cooking gas,,Kitchen sets,,On-site,No,Spring/river,,Piped water supply,,,No treatment,,11-15 liters,Suspended solids,,Not so good (not hygienic),8,No,0,0,0,0,0,Provided,Red Cross,On-site,Both times,Yes,No,No,No,0,,,,Garbage pit,,No,"Yes, On-Site",No,1-2 hours,Food distribution/donation,,Private Donors,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,0,3,1,4,0,0,0,No,No,No,,No,Too far,,Off-site (More than 2 hours),,iNGO,,No,Yes,Yes,No,On-site (Less than 20 minutes),Government,,,51% to 75%,>75%,Fees or costs,,,Distance to school,,,Distance to school,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,20,No,Lower,Yes,No,,,,No,,,No,No,,No,Weaving/knitting,,construction,,No,No,,,None,,None,,Yes,Unknown,,1,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,ACTED,Yes,Yes,Yes,,,,Yes,,,,,,On-site,,,,,,Yes,,,None,,Radio/Newspaper,,Radio/Newspaper,,Unknown,,For how long the site will remain active,,No,They dont want to leave the site,1500 - 2500
Nepal,6,,26/02/16,,,male,,female,Housewife,,,,,female,,,,,,male,,,,,,male,,,,,568,Dursa Gaang,Existing site,Pradhikaran tole,Yes,25/02/16,,Peri-Urban,Bagmati,Rasuwa,Dhunche,5,28.11263,85.29504,2041.270422,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,No,Public/Government,Makeshift/tarpaulin shelter,,No,,,,,No,,,,,,No,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,2,40,216,0,22,20,56,18,116,0,0,14,36,26,46,56,112,4,22,100,2,1,1,8,6,0,2,0,1,216,1,Longer than 3 hours,29/08/15,No,Place of origin,,Lack of access from landslide,,>75%,No,>75%,None,None,<25%,<25%,25% to 50%,None,,<25%,<25%,Cooking gas,,CGIs,,Blankets,,Off-site (More than 20 minutes),No,Protected Well,,Protected Well,,,No treatment,,>15 liters,Suspended solids,,Good (Hygienic),4,No,0,0,0,0,0,Provided,"Save the children, UNICEF",On-site,Both times,Yes,No,No,Yes,3,Yes,Yes,Yes,Burning,,No,No,Yes,Less than 1 hour,Own cash,,,No,,,No,No,No,Skin infections,,Cough,,Diarrhea,,0,1,2,3,0,0,0,Yes,Yes,No,,No,No doctors,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,25,Yes,Lower,No,No,,,,No,,,Yes,No,,No,Store/small business,,Daily wage labor,,No,No,,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,No,Washing areas,,"Yes, there is lighting and it is adequate",Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999",Buy food,,100,>75%,"IOM, Manekor",,,,,,,,,,,Yes,,Off-site (Less than 1 hour),On-foot,,Yes,Yes,Yes,Yes,,,Fighting between recipients at distribution points,,Local leader,,Families & friends,,No,,Recovery plans,,Yes,,1500 - 2500
Nepal,6,,26/02/16,,,male,,female,,,,,,female,,,,,,male,,,,,,male,,,,,571,Kebu,Existing site,,Yes,15/05/15,,Rural,Bagmati,Rasuwa,Dhunche,8,28.11648,85.29909,1832.784687,,Spontaneous,Private land,,No,Unknown,Not closing,,"No,  no vehicular access",No,Private,Temporary shelter (CGIs),,Yes,None,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,8,20,98,2,6,9,18,8,43,1,3,6,12,18,27,19,37,11,19,55,2,0,2,8,1,0,2,0,3,97,0,Longer than 3 hours,15/05/15,No,Place of origin,,Basic infrastructures damaged,,>75%,No,>75%,None,None,<25%,>75%,None,None,,51% to 75%,None,CGIs,,Cooking gas,,Kitchen sets,,On-site,Yes,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,Suspended solids,,Not so good (not hygienic),7,No,0,0,0,0,0,Built by displaced communities,,On-site,Both times,No,No,No,No,0,,,,Burning,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,No,No,Skin infections,,Cough,,Cold,,0,0,0,0,0,0,0,No,No,No,,No,Too far,,Off-site (1-2 hours),,Government,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,75,No,Lower,Yes,No,,,,No,,,No,No,,No,Weaving/knitting,,Store/small business,,No,No,,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,No,Washing areas,,"Yes, there is lighting but it is NOT adequate",No,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,IOM,Yes,,Yes,,,,Yes,,,Yes,,,Off-site (1–2 hours),On-foot,,Yes,No,Yes,Yes,,,Other,Difficult to carry the items back to the camp.,Families & friends,,Families & friends,,No,,Situation in areas of origin,,Yes,,1500 - 2500
Nepal,6,,27/02/16,,,male,,female,,,,,,female,,,,,,female,,,,,,male,,,,,572,Karagar Toal,Existing site,,Yes,13/05/15,,Peri-Urban,Bagmati,Rasuwa,Dhunche,5,28.11018,85.29837,2052.548159,,Spontaneous,Private land,,No,Unknown,Not closing,,Yes,Yes,Private,Temporary shelter (CGIs),,No,,,,,No,,,,,,No,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,5,25,139,0,11,17,35,5,68,5,5,10,21,15,32,35,70,6,11,71,2,0,2,8,1,0,1,0,1,140,0,Longer than 3 hours,15/05/15,No,Don't know,,Lack of access from landslide,,>75%,No,>75%,None,None,None,>75%,<25%,None,,51% to 75%,None,Cooking gas,,Blankets,,Fire wood,,Off-site (More than 20 minutes),No,Unprotected Well,,Piped water supply,,,No treatment,,5-10 liters,Suspended solids,,Not so good (not hygienic),7,No,0,0,0,0,2,Provided,District Water Supply Corporation,On-site,Both times,No,No,No,No,0,,,,Burning,,No,No,Yes,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,No,No,Cough,,Skin infections,,Headache,,0,0,0,0,0,0,0,Yes,Yes,No,,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (Less than 20 minutes),,,,>75%,>75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,25,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Store/small business,,Daily wage labor,,Yes,No,Police,,None,,None,,Yes,Yes,,1,1,Yes,Yes,No,,No,Yes,,,Yes,,,No,Toilet,,"Yes, there is lighting and it is adequate",Yes,100,>75%,Yes,No,10000,"10,000-24,999",,,10000,"10,000-24,999",Buy food,,100,>75%,"IOM, Manekor",,,Yes,Yes,,,Yes,,,Yes,,,Off-site (Less than 1 hour),On-foot,,Yes,Yes,No,Yes,,,Fighting between recipients at distribution points,,Families & friends,,Families & friends,,No,,Recovery plans,,Yes,,1500 - 2500
Nepal,6,,26/02/16,,,male,,female,,,,,,female,,,,,,male,,,,,,male,,,,,612,Wimlung,Existing site,,Yes,30/07/15,,Peri-Urban,Bagmati,Rasuwa,Dhunche,8,28.10796,85.31051,1869.970739,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Not closing,,Yes,Yes,Public/Government,Temporary shelter (CGIs),,Yes,51% to 75%,Yes,,,No,,,,,,No,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,2,29,129,2,8,19,29,0,58,6,8,7,15,27,46,30,59,1,1,71,3,3,0,4,2,1,0,0,1,129,0,Longer than 3 hours,29/08/15,No,Place of origin,,Fear of landslide/aftershock,,>75%,No,>75%,None,None,None,>75%,None,None,,51% to 75%,51% to 75%,Cooking gas,,Fire wood,,Food,,Off-site (Less than 20 minutes),No,Protected Well,,Piped water supply,,,No treatment,,5-10 liters,None,,Not so good (not hygienic),5,No,0,0,0,0,2,Provided,Red Cross,On-site,Both times,No,No,No,No,0,,,,Burning,,Yes,"Yes, Off-site",No,Less than 1 hour,Own cash,,,Yes,Collect personally,,No,No,No,Skin infections,,Diarrhea,,Headache,,0,0,0,0,0,0,0,No,No,No,,Yes,,,Off-site (Less than 30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (More than 20 minutes),,,,25% to 50%,25% to 50%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily wage laborer,,25,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Store/small business,,Daily wage labor,,Yes,No,Police,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,No,Toilet,,"Yes, there is lighting and it is adequate",Yes,100,>75%,Yes,No,9000,"Less than 10,000",,,9000,"Less than 10,000","Buy clothes, blankets, etc.",,100,>75%,GOAL and Manekor,,,,Yes,,,,,,,,,Off-site (Less than 1 hour),On-foot,,Yes,Yes,Yes,Yes,,,Fighting between recipients at distribution points,,Families & friends,,Mobile phone,,No,,Situation in areas of origin,,No,,1500 - 2500
Nepal,6,,24/02/16,,,male,,male,,,,,,male,,,,,,female,,,,,,,,,,,498,Syaubari,Existing site,Syankhuley,Yes,17/05/15,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,8,28.00437,85.21006,1670.324311,,Spontaneous,Private land,,No,Unknown,Not closing,,Yes,Yes,Private,Temporary shelter (CGIs),,Yes,25% to 50%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,8,Bagmati,Rasuwa,Haku,9,72,407,7,22,71,91,6,197,16,23,26,48,65,136,97,188,6,12,210,9,9,0,40,5,1,10,1,9,407,6,Longer than 3 hours,25/05/15,No,Place of habitual residence,,Lack of access from landslide,,>75%,No,>75%,None,None,<25%,>75%,None,None,,>75%,None,Cooking gas,,Fire wood,,Support in reconstruction,,Off-site (More than 20 minutes),No,Unprotected Well,,Unprotected Well,,,No treatment,,5-10 liters,Other,Water point is too far,Not so good (not hygienic),8,No,0,0,0,0,0,Provided,"Red Cross, UNICEF",On-site,Both times,No,No,No,No,0,,,,Burning,,No,No,Yes,Less than 1 hour,Own cash,,,No,,,No,No,No,Cough,,Diarrhea,,Skin infections,,1,2,3,5,0,4,4,No,Yes,No,,No,Too far,,Off-site (1-2 hours),,Government,,No,Yes,Yes,No,Off-site (More than 20 minutes),,,,25% to 50%,25% to 50%,Distance to school,,,None,,,Distance to school,,,None,,,No,No,Agriculture/Livestock,,Daily wage laborer,,0,No,Lower,No,No,,,,No,,,No,No,,No,Agriculture,,Art/Craft,,No,No,,,None,,None,,No,No,,0,0,Yes,No,No,,No,No,Other,Inside the tent where they sleep,No,Other,At playground,No,Washing areas,,"Yes, there is lighting and it is adequate",No,90,>75%,Yes,Yes,10000,"10,000-24,999",13000,"10,000-24,999",23000,"10,000-24,999","Buy clothes, blankets, etc.",,100,>75%,"IOM, ASIA",,Yes,Yes,,,,,,,,,,On-site,,,,,,Yes,,,None,,Families & friends,,Radio/Newspaper,,No,,Distribution,,Yes,,1500 - 2500
