country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,site_access,site_owner,site_shelter,Column35,smc_exist,smc_per_female,smc_community,Column36,Column37,sma_exist,sma_type,Column38,sma_name,Column39,Column40,regist_activity,origin_zone,origin_district,origin_municipality,Column41,Column42,Column43,Column44,Column45,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,return_prevent,Column46,per_sleep_site,Column47,prev_own,per_hh_outside,per_hh_indoors,per_hh_tents,Column48,per_hh_makeshift,Column49,Column50,per_hh_electricity,per_hh_safecook,nfi_a,nfi_b,nfi_c,water_location,water_source_np,water_source_p,Column51,water_treated,water_cons,water_remark,latrine_cond,n_latrine,latrine_gender,latrine_install,Column52,latrine_light,latrine_site,latrine_lock,bathing_gender,hyg_waste,hyg_open_def,hyg_station,hyg_evidence,food_access,food_market,food_source,Column53,Column54,Column55,food_sup_lac,food_sup_child,health_issue,health_issue_b,health_issue_c,Column56,Column57,Column58,Column59,Column60,Column61,health_psych,health_antenat,Column62,health_center_dist,Column63,health_provider,edu_access,edu_access_f,edu_access_i,edu_distance,Column64,Column65,Column66,per_sch_female,per_sch_male,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,job_main,job_main_other,per_hh_income,job_access,job_cattle_site,job_offer,job_offer_how,job_offer_to,job_abr,Column75,job_abr_in,job_abr_family,Column76,job_recruit,Column77,Column78,Column79,Column80,Column81,sec_provided,sec_reported,sec_provider,sec_issue,Column82,Column83,Column84,support_problem,Column85,n_space_child,n_space_female,Column86,gbv_report,sec_mens_seg,Column87,sec_min_discriminate,safe_male,site_unsafe_male,Column88,safe_child,site_unsafe_child,Column89,safe_female,site_unsafe_female,Column90,site_lighting,hyg_f_product,winter_move,Column91,Column92,Column93,winter_shelter,Column94,Column95,winter_a,Column96,winter_b,Column97,winter_c,Column98,Column99,Column100,Column101,Column102,info_src_female,nfo_src_male,info_complaint,Column103,info_main,info_free,Column104,<1500
Nepal,4,,25/11/15,,,,,male,,,,KI,,female,,,,Kl,,male,,,FGD,,,female,,,,FGD,577,Banskharka ( Selang-1),Newly emerged,,Yes,26/07/15,,Rural,Bagmati,Sindhupalchok,Selang,1,27.8362,85.71486,2109.851256,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,"No, no vehicular access",Public/Government,Makeshift,,No,,,,,No,,,,,,No,Bagmati,Sindhupalchok,Selang,1,Bagmati,Sindhupalchok,"Golcha,Gumba","1,3,4,5",30,142,0,6,21,38,12,77,1,1,8,14,18,39,27,11,23,65,0,0,0,4,4,1,5,0,9,142,30,Longer,31/08/15,No,Nearest Village,Fear of landslide/aftershock,,>75%,No,Own,None,None,<25%,None,>75%,None,,None,None,CGIs,Tools,Kitchen sets,Off-site (>20 minutes),Piped water (taps),Piped water (taps),,No treatment,10-15 liters,Suspended solids,No latrines,,,,,,Off-site,,No,No System,Yes,None,No,No,No,Food distribution,,,No,No,No,Diarrhea,Skin infections,Common cold,Some,4,0,4,No,No,No,No,Too far,None,,None,Yes,Yes,No,Off site <20,,,,>75%,>75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,None,,0,No,No,No,,,No,,,No,No,No,,Art / Craft,,Livestock,,No,No,,None,None,Yes,CDO,Some specific groups are excluded,"Recently people from Sanja GAun are displaced and more to come because of landslide. These new comers are totally deprived of food, clothing and other basic needs.",0,0,Yes,Yes,No,,No,Unknown,,,Unknown,,,No,Latrine,,No lighting,No,No,,School,,No,Does not protect from cold,,CGIs,,Winter clothes,,Blanket,,In shelter where people sleep,No,,,Families & friends,Families & friends,Unknown,,Situation in areas of origin,No,"Snow fall area, no electricity, no toilets.",1500 - 2500
Nepal,4,,24/11/15,,,,,male,,,,KI,,female,,,,KI,,male,,,,FGO,,female,,,,FGO,576,Kafledanda ( Selang-1),Newly emerged,,Yes,25/07/15,,Rural,Bagmati,Sindhupalchok,Selang,8,27.84605,85.71926,1858.693002,,Spontaneous,Other,Agricultural land,No,Unknown,"No, no vehicular access",Private,Makeshift,,No,,,,,No,,,,,,No,Bagmati,Sindhupalchok,Selang,8,Bagmati,Sindhupalchok,Golcha,9,46,276,3,19,48,77,5,152,4,7,16,35,41,89,54,9,14,124,2,2,0,7,7,0,2,0,2,276,2,30 mins - 1 hour,26/04/15,No,Place of origin,House damaged/destroyed,,>75%,No,Own,None,None,<25%,None,<75%,Unknown,,None,<50%,CGIs,Tools,Blankets,On-site (<20 minutes),Surface water,Surface water,,No treatment,10-15 liters,Odor/smell,No latrines,,,,,,Off-site,,No,No System,Yes,None,No,No,No,Borrowed cash,,,No,No,No,Skin infections,Malnutrition,Common cold,Some,3,12,15,No,No,No,No,Too far,None,,None,Yes,Yes,No,On site <20,Government,,,>75%,>75%,Lack of space in local schools,None,,Lack of space in local schools,None,,Agriculture/Livestock,,None,,0,No,No,No,,,No,,,No,No,No,,Art / Craft,,Livestock,,No,No,,None,None,Yes,Police,None,No access of basic needs.,0,0,Yes,Unknown,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,No,,School,,No,Does not protect from cold,,Foam mat (floor),,CGIs,,Winter clothes,,In shelter where people sleep,No,,,Families & friends,Families & friends,No,,Situation in areas of origin,No,"Some tents from faze nepal, one tent from DEO , no road access, landslide.",1500 - 2500
Nepal,4,,19/11/15,,,,,female,,,Key informant,,,female,,,Key informant,,,male,,,Key informant,,,male,,,Key informant,,568,Dursa Gaang,Newly emerged,Pradhikaran Tole,Yes,20/07/15,,Peri-Urban,Bagmati,Rasuwa,Dhunche,5,28.11263,85.29504,2041.270422,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Public/Government,Makeshift,,No,,,,,No,,,,,,No,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,2,40,220,8,20,28,54,16,126,6,14,16,36,20,48,42,10,26,94,1,1,0,15,2,0,0,0,1,218,0,Longer,29/08/15,Yes,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,<25%,<25%,<50%,None,,<50%,>75%,Safer housing / Shelter material,Electricity / Solar system,Safer housing / Shelter material,On-site (<20 minutes),Piped water (taps),Piped water (taps),,Chlorinated,10-15 liters,Suspended solids,Not so good (not hygienic),12,No,Provided,"Government, Red Cross",No,On-site,No,No,Garbage pit,Yes,None,No,No,Yes,Borrowed cash,,,Yes,No,Yes,Skin infections,Conjunctivitis,None,None,1,1,2,Yes,Yes,Yes,Yes,,On-site,Government,Government,Yes,Yes,Yes,Off site <20,,Off site <20,,>75%,>75%,Lack of gendered facilities,None,,Lack of gendered facilities,None,,Agriculture/Livestock,,None,,0,No,No,No,,,No,,,No,No,No,,Livestock,,Other,Don’t know,Yes,No,Police,Unknown,None,Yes,Police,Lack of Documentation,"It is a peri-urban area with Police, Army and other government bodies in proximity.",1,1,Yes,Unknown,No,,No,Yes,,,Yes,,,No,Washing areas,,No lighting,Yes,No,,No limitation,,No,Does not protect from cold,,Other,Shelter support,CGIs,,Mattress / Bed,,In shelter where people sleep,No,,,Families & friends,Radio / News,No,,Relocation plan,Yes,For winter the site needs to be relocated as wind and snow will make IDPs life near impossible.,1500 - 2500
Nepal,4,,20/11/15,,,,,male,,,Key informant,,,male,,,Key knformant,,,female,,,Key informant,,,female,,,Key informant,,570,Ji.Pra.Ka Toal,Newly emerged,Punu,Yes,21/07/15,,Peri-Urban,Bagmati,Rasuwa,Dhunche,5,28.11115,85.29707,2052.243355,,Spontaneous,Other,Private land,No,Unknown,Yes,Private,Makeshift,,No,,,,,No,,,,,,No,Bagmati,Rasuwa,Haku,2,Bagmati,Rasuwa,Haku,6,70,388,2,28,67,81,21,199,2,4,21,49,63,130,75,28,49,189,1,1,0,4,0,4,1,0,2,388,0,Longer,09/05/15,No,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,None,<50%,<50%,None,,<25%,<50%,Kitchen sets,Clothes,CGIs,On-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,10-15 liters,Suspended solids,Not so good (not hygienic),7,No,Provided,Red Cross,No,On-site,No,No,Burning,Yes,None,No,No,Yes,Food distribution,,,Yes,No,Yes,Diarrhea,Conjunctivitis,Skin infections,None,0,0,0,Yes,Yes,Yes,Yes,,off-site (< 30 mins),,Government,Yes,Yes,Yes,Off site <20,,Off site <20,,>75%,>75%,Fees or costs,None,,Fees or costs,None,,Agriculture/Livestock,,None,,0,No,No,No,,,No,,,No,No,No,,Store / small business,,Art / Craft,,Yes,No,Police,Unknown,None,Yes,Police,Assistance did not respond to the actual need,Washing areas for women isn't secured properly.,1,1,Yes,No,No,,No,Yes,,,Yes,,,No,Washing areas,,"Yes, there is lighting but it is NOT adequate",Yes,Yes,No,No limitation,,No,Does not protect from cold,,Foam mat (floor),,CGIs,,Heater,,In shelter where people sleep,No,,,Families & friends,Local leader,Yes,Local leaders,Recovery plans,Yes,Enfire Dhunche area will get harsh winter and it will worsen IDPs living condition.,1500 - 2500
Nepal,4,,21/11/15,,,,,male,,,Key informant,,,male,,,Key informant,,,female,,,Key informant,,,female,,,Key informant,,571,Kebu,Newly emerged,,Yes,22/07/15,,Rural,Bagmati,Rasuwa,Dhunche,8,28.11648,85.29909,1832.784687,,Spontaneous,Other,Private land,No,Unknown,"No, no vehicular access",Private,Temporary shelter,,Yes,None,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,8,23,152,2,9,16,37,5,69,2,4,9,18,32,48,33,7,12,83,0,0,0,4,2,2,1,0,3,149,0,Longer,15/05/15,No,None (Stay here),Accessibility,,>75%,No,Own,None,None,None,>75%,None,None,,None,>75%,Electricity / Solar system,Safer housing / Shelter material,Building materials for toilet,On-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,10-15 liters,None,Not so good (not hygienic),14,No,Provided,Self made,No,On-site,No,No,Burning,No,None,No,No,Yes,Food distribution,,,No,No,No,Skin infections,None,None,None,0,0,0,Yes,No,No,Yes,,off-site (< 30 mins),,Government,Yes,Yes,No,Off site >20,,,,>75%,>75%,Fees or costs,None,,Fees or costs,None,,Agriculture/Livestock,,None,,0,No,Yes,No,,,Yes,,"Gulf countries, Malaysia",No,No,No,,Store / small business,,Agriculture,,No,No,,None,Rape,Yes,"Police, Mother's Group, Maiti Nepal",Fighting between recipients at distribution points,"A rape case was reported, protection is an issue here.",0,0,Yes,Yes,No,,No,Yes,,,Yes,,,No,Other,They don't feel safe anywhere when they are alone.,No lighting,Yes,No,,Access to supplies/water,,No,Does not protect from cold,,Winter clothes,,Blanket,,Mattress / Bed,,In shelter where people sleep,Yes,Improve animal shelter,,Families & friends,Local leader,No,,Recovery plans,Yes,"Altogether 23 HHs, 6 HHs are camped a bit above. They are now landless, they desperately need zNFIs for near approaching winter. Women are highly concerned about their safety and security.",1500 - 2500
Nepal,4,,22/11/15,,,,,male,,,Key informant,,,male,,,Key infoemant,,,female,,,Key informant,,,female,,,Key informant,,572,Karagar Toal,Newly emerged,,Yes,23/07/15,,Peri-Urban,Bagmati,Rasuwa,Dhunche,5,28.11018,85.29837,2052.548159,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Private,Makeshift,,No,,,,,No,,,,,,No,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,5,50,234,7,8,45,47,10,117,5,12,10,18,42,87,50,10,20,117,1,1,0,10,0,3,1,0,0,234,0,Longer,15/05/15,No,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,None,<25%,>75%,None,,<25%,>75%,Land for permanent relocation,CGIs,Plastic bed / Floor Mat / Matress,On-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,10-15 liters,Suspended solids,Not so good (not hygienic),10,No,Provided,"District Committee, Authority, Municipality",No,On-site,No,Yes,Garbage pit,Yes,None,No,No,Yes,Food distribution,,,Yes,No,No,Diarrhea,Skin infections,None,Some,0,0,0,Yes,No,No,Yes,,off-site (< 30 mins),,Government,Yes,Yes,Yes,Off site <20,,Off site <20,,>75%,>75%,Lack of gendered facilities,None,,Lack of gendered facilities,None,,Agriculture/Livestock,,Daily Wage laborer,,0,No,No,No,,,Unknown,,,No,No,No,,Store / small business,,Store / small business,,Yes,Yes,Police,None,Rape,Yes,Police,Fighting between recipients at distribution points,This site is by the main road. Minor disturbances have occured in the past. There was one case of attempted rape which was resolved by the police by making the guilty party paying certain monetary amount.,1,1,Yes,No,No,,No,Yes,,,Yes,,,No,Washing areas,,No lighting,Yes,Yes,No,No limitation,,No,Does not protect from cold,,Winter clothes,,Mattress / Bed,,Blanket,,In shelter where people sleep,Yes,Move animal to valley,,Families & friends,Local leader,Unknown,,Recovery plans,Yes,IDPs thing local leaders are not distributing relife materials properly.,1500 - 2500
Nepal,4,,18/12/15,,,,,male,,,Key informant,,,male,,,Key informant,,,female,President of SMC,,Key informant,,,female,Secretary of SMC,,Key informant,,612,Wimlung,Newly emerged,,Yes,18/08/15,,Peri-Urban,Bagmati,Rasuwa,Dhunche,8,28.10796,85.31051,1869.970739,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Public/Government,Temporary shelter,,Yes,<75%,Yes,,,No,,,,,,No,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,2,32,152,7,8,18,42,3,78,6,13,1,9,25,43,34,8,11,74,2,2,0,13,0,0,0,0,3,152,0,Longer,29/08/15,Yes,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,None,>75%,None,None,,>75%,>75%,CGIs,Plastic bed / Floor Mat / Matress,None,On-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,>15 liters,None,Not so good (not hygienic),6,No,Provided,Red Cross,No,On-site,No,No,Garbage pit,Yes,None,No,No,Yes,Food distribution,,,Yes,No,No,Skin infections,Conjunctivitis,Diarrhea,Some,0,1,1,Yes,Yes,No,Yes,,Off-site (1 - 2 hours),,Government,Yes,Yes,No,Off site >20,,,,>75%,>75%,Lack of gendered facilities,None,,Lack of gendered facilities,None,,Agriculture/Livestock,,None,,0,No,No,No,,,No,,,No,No,No,,Store / small business,,Art / Craft,,No,No,,None,None,Yes,"Police, Maiti Nepal",Some specific groups are excluded,People from Haku -5 also live in the site but assistances are reportedly prioritized only to IDPs from Haku -2 and Haku -3.,1,0,Yes,Yes,No,,No,Yes,,,Yes,,,No,Washing areas,,"Yes, there is lighting and it is adequate",Yes,No,,Access to supplies/water,,No,Does not protect from cold,,Mattress / Bed,,Blanket,,Winter clothes,,In shelter where people sleep,No,,,Radio / News,Social Media,Yes,"Site management, Police",Shelter,Yes,,1500 - 2500
Nepal,4,,02/10/15,,,,,male,SMC president,,Key informant,,,male,,,Key informant,,,female,,,Key informant,,,female,,,Key informant,,498,Syaubari,Existed in previous rounds,,Yes,02/06/15,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,8,28.00437,85.21006,1670.324311,,Spontaneous,Other,Private land,No,Unknown,Yes,Private,Makeshift,,Yes,<50%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,8,Bagmati,Rasuwa,Haku,9,65,348,3,30,58,68,10,169,1,4,33,63,61,119,65,19,29,179,6,6,0,22,3,0,3,0,0,348,0,Longer,17/05/15,Yes,None (Stay here),Accessibility,,>75%,No,Own,None,None,None,<25%,>75%,None,,>75%,<75%,Land for permanent relocation,Support for livelihood,None,On-site (<20 minutes),Piped water (taps),Piped water (taps),,Chlorinated,10-15 liters,None,Not so good (not hygienic),20,"Yes, next to each other/same HWS",Provided,"Government, Red Cross",No,On-site,No,Yes,Garbage pit,No,None,No,No,Yes,Own cash,,,Yes,No,Yes,Conjunctivitis,Skin infections,Diarrhea,None,0,1,1,Yes,No,No,No,Insufficient information,Off-site (< 30 mins),,"Local clinic, medical practitioners",Yes,Yes,No,Off site <20,,,,>75%,>75%,Fees or costs,None,,Fees or costs,None,,Agriculture/Livestock,,None,,0,No,No,No,,,No,,,No,No,No,,Store / small business,,Store / small business,,Yes,No,Police,None,None,Yes,Police,Assistance did not respond to the actual need,IDPs were distributed accessories such as toilet papers and water purifiers which were deemed unnessary bu them. Instead they wanted livelihood means to support them.,1,0,Yes,No,No,,No,Yes,,,Yes,,,No,Washing areas,,No lighting,Yes,Don't know,,No limitation,,No,Does not protect from cold,,CGIs,,Winter clothes,,Other,Shelter support,In shelter where people sleep,No,,,Families & friends,Mobile Phone,No,,Relocation plan,Yes,IDPs have now become landless with no support for their licelihood mechanism. Coming winter they will struggle unless supported with proper items.,1500 - 2500
Nepal,4,,10/10/15,,,,,male,,,,,,female,,,,,,,,,,,,,,,,,510,Bogetaar,Existed in previous rounds,,Yes,10/06/15,,Rural,Bagmati,Rasuwa,Lahrepauwa,1,27.991,85.191,1011.643502,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,>2 months,Yes,Private,Makeshift,,Yes,<50%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,8,Bagmati,Rasuwa,Haku,9,75,375,2,9,45,103,5,164,3,5,18,27,61,106,120,9,14,211,5,5,0,5,3,0,16,0,16,0,0,Longer,31/07/15,Yes,Nearest Village,House damaged/destroyed,,>75%,No,Own,None,None,None,>75%,None,None,,>75%,<50%,Blankets,Fire wood,Cooking gas,On-site (<20 minutes),Spring,Spring,,Filtered,5-10 liters,Odor/smell,Not so good (not hygienic),7,No,Provided,ACF,No,On-site,No,No,Garbage pit,Yes,Yes but no soap/water inside ,No,"Yes, On-Site",Yes,Food distribution,,,No,No,No,Conjunctivitis,Skin infections,None,Some,3,6,9,Yes,No,No,Yes,,off-site (< 30 mins),,"Local clinic, medical practitioners",Yes,Yes,Yes,On site <20,Unknown,On site <20,Unknown,>75%,>75%,Lack of space in local schools,Lack of gendered facilities,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,Agriculture/Livestock,,10,No,No,Yes,,Husband,No,,,No,No,No,,Agriculture,,Agriculture,,Yes,No,Police,None,None,Yes,Police,Not enough assistance for all entitled,,1,2,Yes,Unknown,No,,Yes,Yes,,,Yes,,,Yes,,,No lighting,Yes,No,,No limitation,,No,Does not protect from cold,,Mattress / Bed,,Blanket,,Foam mat (floor),,In shelter where people sleep,No,,,Local leader,Local leader,No,,Recovery plans,Yes,"Bathroom problem, drainage problem",<1500
Nepal,4,,18/09/15,,,,,male,,,,,,female,,,,,,,,,,,,,,,,,235,Gahakiva,Existed in previous rounds,Santibazaar Colony,Yes,19/05/15,,Rural,Bagmati,Nuwakot,Manakamana,2,28.01507,85.18318,727.2616435,,Spontaneous,"Collective Centre  (schools, offices, religious, hospital, other)",,No,>2 months,Yes,Public/Government,Inside building,,No,,,,,No,,,,,,No,Bagmati,Rasuwa,Thulogaun,,Bagmati,Rasuwa,Haku,,200,1000,14,45,59,325,21,464,16,30,51,96,68,127,365,36,57,536,17,0,17,30,10,0,15,0,7,1000,0,Longer,29/04/15,No,Nearest Village,Accessibility,,>75%,No,Own,None,>75%,None,None,None,None,,>75%,<75%,Cooking gas,CGIs,Kitchen sets,On-site (<20 minutes),Piped water (taps),Piped water (taps),,Filtered,>15 liters,None,Not so good (not hygienic),22,No,Provided,Red Cross,No,On-site,Yes,No,Garbage pit,No,None,No,"Yes, On-Site",Yes,Food distribution,,,No,Yes,Yes,Skin infections,None,None,None,5,5,10,Yes,No,No,No,Lack of access,Off-site (1 - 2 hours),,Government,Yes,Yes,Yes,On site <20,Government,On site <20,Unknown,>75%,>75%,Distance to school,Lack of space in local schools,,Distance to school,Lack of space in local schools,,Agriculture/Livestock,,None,,15,No,No,No,,,No,,,No,No,No,,Construction / daily labour,,Construction,,Yes,No,Police,None,None,No,,Misuse of aid,,1,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,No,,No limitation,,Yes,,,Mattress / Bed,,Winter clothes,,Blanket,,In shelter where people sleep,No,,,Families & friends,Authorities,No,,Recovery plans,Yes,Livelihood problem. Relief is required,<1500
Nepal,4,,27/11/15,,,,,female,Relief distribution facilitator,,Key Informant,"B, C, D, E, F, G, H, I, J, L",,male,Relief distribution facilitator,,Key Informant,"K, M, N",,,,,,,,,,,,,579,Harkapur,Newly emerged,,Yes,28/07/15,,Rural,Sagarmatha,Okhaldhunga,Harkapur,5,27.34665,86.42648,1142.709095,,Spontaneous,Other,Agricultural land,No,Unknown,"No, no vehicular access",Private,Temporary shelter,,No,,,,,No,,,,,,No,Sagarmatha,Okhaldhunga,Harkapur,9,Sagarmatha,Okhaldhunga,Harkapur,5,116,667,0,12,58,174,46,290,0,0,23,35,104,162,180,70,116,377,0,0,0,2,0,0,4,0,10,102,2,30 mins - 1 hour,31/07/15,No,Other in the Country,Fear of landslide/aftershock,,>75%,No,Own,None,None,None,>75%,None,None,,<25%,None,Safer housing / Shelter material,Mosquito net,Improved stoves,On-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,>15 liters,None,Good (Hygienic),4,No,Provided,Red Cross,No,On-site,No,No,No System,No,None,No,No,No,Food distribution,,,No,No,No,Skin infections,Diarrhea,RTI,None,0,0,0,Yes,Don't know,No,Yes,,off-site (> 2 hours),,Local NGO,Yes,Yes,No,On site >20,,,,>75%,>75%,Fees or costs,None,,Fees or costs,None,,Agriculture/Livestock,,Agriculture/Livestock,,75,No,No,Unknown,,,Yes,,Gulf countries,No,Yes,No,,Weaving / knitting,,Other,Don’t know,Yes,No,Religious leaders,None,None,Yes,Police,Lack of Documentation,,0,0,No,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,Yes,No,No limitation,,No,Does not protect from cold,,Winter clothes,,Other,Shelter support,Nothing,,In shelter where people sleep,No,,,Families & friends,Families & friends,Yes,Police,Relocation plan,No,"IDPs can't stay there for long and can't go back to the place of their origin either. At present, their wash facilities are not satisfactory as they have interrupted supply of water, and only 4 latrines for 116 people. They have no means to light their co",<1500
Nepal,4,,14/09/15,,,,,male,,,,,,male,,,,,,,,,,,,,,,,,215,"Hatechaur, Manthali (Site-1)",Existed in previous rounds,,Yes,15/05/15,,Peri-Urban,Janakpur,Ramechhap,Manthalk Nagarpalika,2,27.2325,86.345,571.2021458,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,>2 months,Yes,Public/Government,Other,Bamboo hut,No,,,,,No,,,,,,No,Janakpur,Ramechhap,Hatechaur,2,Janakpur,Ramechhap,Hatechaur,5,70,326,2,0,35,82,27,146,4,6,9,9,62,97,74,31,58,180,2,2,0,5,1,0,12,0,0,2,2,< 10 mins,26/04/15,No,Place of origin,House damaged/destroyed,,>75%,No,Own,None,None,None,None,>75%,None,,>75%,<50%,CGIs,Tarpaulin,Support for livelihood,On-site (<20 minutes),Protected Well,Protected Well,,No treatment,10-15 liters,Suspended solids,Not so good (not hygienic),9,No,Provided,"Municipality, Jaldevi Zlocal Group",No,On-site,No,No,Burning,Yes,None,Yes,"Yes, On-Site",Yes,Own cash,,,No,Yes,Yes,None,None,None,None,0,1,1,Yes,No,Yes,Yes,,Off-site (1 - 2 hours),,"Local clinic, medical practitioners",Yes,Yes,Yes,Off site >20,,On site <20,UNICEF,<75%,<50%,Working,None,Housework,Working,None,Housework,Agriculture/Livestock,,Agriculture/Livestock,,5,No,Yes,No,,,No,,,Yes,Yes,No,,Weaving / knitting,,Other,Electric wiring,Yes,No,Police,Alcohol/drug-related disturbance,None,Yes,Police,None,,0,0,Yes,Unknown,No,,No,Yes,,,No,Latrine,,No,Latrine,,No lighting,Yes,No,,No limitation,,No,The shelter has holes and cracks,,CGIs,,Foam mat (floor),,Winter clothes,,In shelter where people sleep,Yes,Improve animal shelter,,Authorities,Authorities,Yes,Police,Shelter,Yes,Around 70 hhs living in bamboo hut unsuitable for winter. People are asking for low interest loan to rebuild their previous houses.,<1500
Nepal,4,,14/12/15,,,,,male,Advisor,,,,,female,,,,,,,,,,,,,,,,,605,Kusume Chautaro,Newly emerged,Pale Baan,Yes,14/08/15,,Peri-Urban,Bagmati,Dhading,Nilkantha,4,27.90051,84.89377,667.8249208,,Spontaneous,"Open ground (park, playground, sports ground, other)",,No,Unknown,Yes,Public/Government,Temporary shelter,,Unknown,,,,,Unknown,,,,,,Yes,Bagmati,Dhading,Shertung,9,Bagmati,Dhading,Hindung,9,40,190,3,9,23,46,3,84,3,6,20,29,30,53,50,3,6,106,0,0,0,5,2,0,1,2,7,151,3,Longer,22/08/15,Yes,None (Stay here),Fear of landslide/aftershock,,>75%,No,Own,None,None,None,<75%,None,None,,None,None,Kitchen sets,Cooking gas,Blankets,On-site (<20 minutes),Piped water (taps),Piped water (taps),,No treatment,>15 liters,None,No latrines,,,,,,Unknown,,No,Burning,Yes,None,No,No,Yes,Food distribution,,,No,No,No,Diarrhea,Skin infections,Common cold,None,0,0,0,No,No,No,Unknown,,None,,None,Yes,Yes,No,Off site <20,,,,<75%,<75%,Fees or costs,Lack of space in local schools,,Fees or costs,Lack of space in local schools,,Agriculture/Livestock,,None,,0,No,Yes,No,,,Yes,,"Saudi, Malaysia",Yes,No,No,,Weaving / knitting,,Construction,,No,No,,None,None,Unknown,,None,They have insufficient information about GBV. Requested know more about safe migration,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,No,Don't know,,No limitation,,No,Does not protect from cold,,Mattress / Bed,,Winter clothes,,Foam mat (floor),,In shelter separate for cooking,No,,,Families & friends,Families & friends,Unknown,,Work opportunities,Yes,They have not thought about winterization but informed they require  things to heat their shelter.,<1500
