country,round,Column1,survey_date,Column2,Column3,enum_sex,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,site_id,site_name,Column28,Column29,site_open,site_date_open,site_date_close,site_location,site_zone,site_district,site_municipality,Column30,site_latitude,site_longitude,Column31,Column32,site_class,site_type,Column33,Column34,site_date_close_exp,Column35,Column36,site_access,Column37,site_owner,site_shelter,Column38,smc_exist,smc_per_female,site_community,Column39,Column40,sma_exist,sma_type,Column41,sma_name,Column42,Column43,regist_activity,origin_zone,origin_district,origin_municipality,Column44,Column45,Column46,Column47,Column48,n_family,n_total,n_infants_male,n_child_male,n_youth_male,n_adult_male,n_elder_male,n_male,n_infants_female,n_infants,n_child_female,n_child,n_youth_female,n_youth,n_adult_female,n_adult,n_elder_female,n_elder,n_female,n_pregnant,n_pregnant_adult,n_pregnant_youth,n_lactating,n_pwd,n_child_sep,n_hoh_female,n_hoh_child,n_hoh_elder,n_min_ethnic,n_chronic_ill,site_dist_origin,site_idp_last,prev_displaced,return_area,Column49,return_prevent,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,per_sleep_site,Column65,Column66,Column67,Column68,prev_own,per_hh_outside,per_hh_indoors,pe_hh_tents,Column69,per_hh_makeshift,Column70,Column71,per_hh_electricity,per_hh_safecook,nfi_a,Column72,nfi_b,Column73,nfi_c,Column74,water_location,Column75,water_source_np,Column76,water_source_p,Column77,Column78,water_treated,Column79,water_cons,water_remark,Column80,latrine_cond,n_latrine,latrine_gender,n_latrine_male,n_latrine_female,Column81,n_latrine_disable,Column82,latrine_install,Column83,latrine_site,latrine_time,Column84,bathing_gender,latrine_light,latrine_lock,hyg_station,Column85,hyg_evidence,Column86,hyg_waste,Column87,hyg_open_def,food_access,food_market,Column88,food_source,Column89,Column90,food_fuel,Column91,Column92,Column93,food_sup_lac,food_sup_child,health_issue,Column94,health_issue_b,Column95,health_issue_c,Column96,Column97,Column98,Column99,Column100,Column101,Column102,Column103,Column104,Column105,Column106,Column107,Column108,Column109,health_psych,health_psych_rem,health_antenat,Column110,Column111,health_center_dist,Column112,health_provider,Column113,Column114,edu_access,edu_access_f,edu_access_i,edu_distance,Column115,Column116,Column117,per_sch_female,per_sch_male,Column118,Column119,Column120,Column121,Column122,Column123,Column124,Column125,Column126,Column127,Column128,Column129,Column130,Column131,Column132,Column133,job_main,job_main_other,n_hh_income,job_access,Column134,job_cattle_site,job_offer,job_offer_how,Column135,job_offer_to,job_abr,Column136,job_abr_in,job_abr_family,job_recruit,Column137,food_land,Column138,Column139,Column140,Column141,sec_provided,sec_reported,sec_provider,Column142,sec_issue,Column143,Column144,Column145,Column146,Column147,Column148,n_space_child,n_space_female,Column149,gbv_report,sec_mens_seg,Column150,sec_min_discriminate,safe_male,site_unsafe_male,Column151,safe_child,site_unsafe_child,Column152,safe_female,site_unsafe_female,Column153,sight_lighting,hyg_f_product,winter_move,Column154,Column155,Column156,winter_shelter,Column157,Column158,winter_a,Column159,winter_b,Column160,winter_c,Column161,Column162,Column163,Column164,Column165,Column166,Column167,Column168,Column169,Column170,Column171,Column172,info_src_female,Column173,info_src_male,Column174,info_complaint,Column175,Column176,Column177,info_main,Column178,info_free,Column179,Column180,Column181,Column182,Column183,Column184,Column185,Column186,Column187,Column188,Column189,Column190,Column191,Column192,Column193,Column194,Column195,Column196,Column197,Column198,Column199,Column200,Column201,Column202,Column203,Column204,Column205
Nepal,9,,03/12/16,,,Male,,Male,Member of Kerauja Agriculture Cooperatives and displaced person,,,All,,Female,,,,All,,Male,Social worker and displaced person,,,All,,,,,,,540,Kiuten,Existed in R7,,Open,28/04/2015,,Rural,Gandaki,Gorkha,Kerauja,2,28.23348,84.90236,2019.019751,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary Shelter (CGIs),,No,,,,,No,,,,,,No,Gandaki,Gorkha,Kerauja,4,Gandaki,Gorkha,Kerauja,2,197,718,49,29,59,138,39,314,20,69,49,78,108,167,158,296,69,108,404,1,1,0,20,1,0,16,0,8,718,0,<30 mins,02/05/15,Yes,None (Stay here),,Fear of landslide/aftershock,,Unknown,,,No,No,No,No,No,No,No,No,,,,> 75%,Unknown,Other,Unknown,Unknown,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,None,,None,,None,,On-site (<20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,>15 liters,None,,Not so good (not hygienic),17,No,0,0,0,0,1,Provided,Oxfam,On-site,Day time,Unknown,No,No,Yes,8,Yes,No,No,Burning,,No,No,No,2-6 hours,Own Cash,,,Yes,Collect personally,,No,No,No,None,,None,,None,,None,,0,1,0,1,0,0,0,,,Yes,Yes,Yes,ISRAAID (Manko chautari) drama show,Yes,,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,0,No,Lower,Yes,No,,,,Unknown,,,Yes,No,,Yes,Agriculture,,Agriculture,,Yes,No,Self organized,,None,,None,,Yes,Unknown,"There are many shelters that are poorly built, not suitable for women and infants, one case of woman who is denied from citizenship certificate by male spouse. Bath station needs repair, women say they feel hesitant to use it. Mother group has banned play",0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",Yes,No,,Other,No,No,Does not protect from cold,,Other,Items to keep shelter warm,Winter footwear,,Nothing,,In shelter where people sleep,No,,,Yes,,Yes,,No,,,Families & friends,,Families & friends,,Yes,Local authorities,Yes,Already done,Recovery plans,,Yes,"Support requested in reconstruction  traning, agriculture and income generation activities. Due to health problem some 19 single female headed households are unable to travel to Arughat to collect 50 thousand grant money, logistics support requested with ",1500 - 2500,,0%,0%,80%,20%,0,0,158,39,197,197,5,1,5,0,0,0,0,0,0,11,540,Kiuten,197,718
Nepal,9,,04/12/16,,,Male,,Male,Displaced person,,,All,,Male,Displaced person,,,All,,Female,Displaced person,,,All,,,,,,,541,Panglacho,Existed in R7,Bamlagchok,Open,26/04/2015,,Rural,Gandaki,Gorkha,Kerauja,2,28.23273,84.89742,1994.940258,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary Shelter (CGIs),,No,,,,,No,,,,,,Yes,Gandaki,Gorkha,Kerauja,2,,,,,45,179,2,13,29,40,4,88,0,2,4,17,31,60,49,89,7,11,91,0,0,0,8,0,0,5,0,1,179,0,30 mins - 1 hour,30/04/15,Yes,None (Stay here),,Fear of landslide/aftershock,,Yes,3,Yes,No,No,Yes,No,No,No,No,No,,Poor shelter conditions at the site,,> 75%,No,Other,No,Unknown,> 75%,None,None,None,> 75%,None,None,,None,> 75%,Other,Gabin wire as site is at the edge of cliff,None,,None,,On-site (<20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,10-15 liters,None,,Not so good (not hygienic),6,No,0,0,0,0,0,Provided,Oxfam,On-site,Day time,Unknown,No,No,Yes,1,No,No,No,Burning,,No,No,No,2-6 hours,Own Cash,,,Yes,Collect personally,,Yes,No,No,None,,None,,None,,None,,0,0,0,0,0,0,0,,,Yes,Yes,Yes,ISRAAID ( Manko chautari) drama show,No,Other,Recently no pregnant cases recorded in the campsite,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (>20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,0,No,Lower,Yes,No,,,,Unknown,,,Yes,No,,Yes,Agriculture,,Agriculture,,Yes,No,Self organized,,None,,None,,Yes,Unknown,"The campsite located place is at edge of hill/cliff, protective wire fencing required, although no any felt mishaps have happened. There are also whispers that early marriage is quite common among secondary school level students.",0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Unknown,No,,Other,No,No,Does not protect from cold,,Other,Items that keep shelter warm,Mattress/Bed,,Winter footwear,,In shelter where people sleep,No,,,No,Site remains unaccessible,Yes,,No,,,Families & friends,,Families & friends,,Yes,Local authorities,Yes,Already done,Recovery plans,,Yes,"They need training and material support in livlihood, agriculture/livestock. People are interested to have better understanding and start activities for rural tourism as well",1500 - 2500,,100%,0%,0%,0%,45,0,0,0,0,45,1,1,3,3,0,0,0,0,0,8,541,Panglacho,45,179
Nepal,9,,03/12/16,,,Male,,Female,,,,,,Female,,,,,,Male,,,,,,Male,,,,,568,Dursa Gaang,Existed in R7,Pradhikaran Tole,Open,12/05/2015,,Peri-Urban,Bagmati,Rasuwa,Dhunche,5,28.11263,85.29504,2041.270422,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,"No,  no vehicular access",No,Public/Government,Temporary Shelter (CGIs),,No,,,,,No,,,,,,No,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,2,30,152,0,12,18,35,5,70,2,2,9,21,30,48,39,74,2,7,82,0,0,0,7,1,0,5,1,2,150,0,Longer,15/06/16,Yes,Place of origin,,Other,Land safety issue,Yes,75,Yes,Yes,No,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,< 75%,No,Other,No plan,No,> 75%,None,None,None,> 75%,None,None,,< 50%,< 50%,Fire wood,,Blankets,,Other,Clothings for children,On-site (<20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,5-10 liters,Suspended solids,,Good (Hygienic),3,No,0,0,0,0,1,Provided,"Unicef,save the children",On-site,Night time,No,No,No,Yes,3,No,Yes,Yes,Burning,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,None,,0,0,1,1,0,0,0,,,Yes,No,No,,Yes,,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,50,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Store/small business,,Agriculture,,Yes,No,Military,,None,,None,,Yes,Yes,Only 3 latrines available on site. Hence can't be termed as habitable with dignity. Most of the adult males have gone to either POO or somewhere else for livelihood purpose. No strong family member is available to vulnerable family members in case of emer,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,No,Washing areas,,"Yes, there is lighting but it is NOT adequate",Yes,No,,Other,None,No,Does not protect from cold,,Blanket,,Winter Clothes,,Food Stock,,In shelter where people sleep,No,,,Yes,,Yes,,No,,,Families & friends,,Authorities,,No,,Yes,More than 2 months,Other,Whether the land at POO is habitable or not.,Yes,IDPs want to go back to their POO but want to make sure if the land is safe to live after the earthquake. They know they are getting land ownership certificate and cash assistance from the government soon.,1500 - 2500,,0%,0%,100%,0%,0,0,30,0,15,15,1,1,5,0,0,0,0,0,0,7,568,Dursa Gaang,30,152
Nepal,9,,03/12/16,,,Male,,Female,,,,,,Female,,,,,,Male,,,,,,Male,,,,,571,Kebu,Existed in R7,,Open,15/05/2015,,Rural,Bagmati,Rasuwa,Dhunche,8,28.11648,85.29909,1832.784687,,Spontaneous,Other,Private land,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary Shelter (CGIs),,Yes,None,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,3,Bagmati,Rasuwa,Haku,8,39,181,6,18,20,37,10,91,2,8,10,28,33,53,41,78,4,14,90,1,1,0,5,2,1,2,0,3,184,0,Longer,03/12/16,No,Place of origin,,Fear of landslide/aftershock,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,No plan,No,> 75%,None,None,None,< 75%,< 25%,None,,> 75%,> 75%,Other,Clothings for children,Cooking Gas,,Fire wood,,On-site (<20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,Taste,,Not so good (not hygienic),20,No,0,0,0,0,15,Provided,Save the children,On-site,Both times,No,No,No,No,0,,,,Burning,,No,"Yes, offsite",No,< 1 hour,Own Cash,,,No,,,Yes,No,No,None,,None,,None,,None,,0,0,1,1,1,0,1,,,Yes,Yes,No,,Yes,,,Off-site (<30 minutes),,Government,,Yes,Yes,Yes,Yes,Off-site (>20 minutes),,On-site (<20 minutes),Quick Volunteer,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,20,Yes,Lower,Yes,No,,,,Yes,,China,No,No,,Yes,Livestock,,Agriculture,,Yes,Yes,Self organized,,None,,None,,Yes,Yes,Plenty of latrines are there but most need dislodging. Latrines are in worse condition and don't protect the users' dignity. Especially women using latrines at night are in vulnerable condition.,1,0,Yes,Yes,No,,Yes,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,No,,Other,None,No,Does not protect from cold,,Other,Drip insulator,Winter Clothes,,CGIs,,In shelter separate for cooking,No,,,Yes,,Yes,,Yes,SMA,,Families & friends,,Authorities,,No,,Yes,Don't know,Other,Land ownership certificate.,Yes,"About 4 HH need CGIs for wall, not for roof.",1500 - 2500,,0%,0%,100%,0%,0,0,39,0,39,39,1,1,1,0,0,0,0,0,0,3,571,Kebu,39,181
Nepal,9,,03/12/16,,,Male,,Male,,,,,,Male,,,,,,Female,,,,,,Female,,,,,572,Karagar Toal,Existed in R7,,Open,13/05/2015,,Peri-Urban,Bagmati,Rasuwa,Dhunche,5,28.11018,85.29837,2052.548159,,Spontaneous,Other,Private land,No,Don't know,Not closing,,Yes,Yes,Private,Temporary Shelter (CGIs),,No,,,,,No,,,,,,No,Bagmati,Rasuwa,Haku,5,Bagmati,Rasuwa,Haku,2,30,148,0,7,28,30,7,72,2,2,10,17,26,54,28,58,10,17,76,1,1,0,5,1,0,1,0,1,148,0,Longer,15/05/15,No,None (Stay here),,Fear of landslide/aftershock,,Yes,20,Yes,Yes,No,No,No,No,No,No,No,,Resume livelihood at the place of origin/habitual residence,,> 75%,No,Other,No plan,No,> 75%,None,None,None,> 75%,None,None,,> 75%,< 75%,Fire wood,,Blankets,,Cooking Gas,,On-site (<20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,Suspended solids,,Not so good (not hygienic),5,No,0,0,0,0,1,Built by displaced communities,,On-site,Both times,No,No,No,No,0,,,,Municipal collection,,No,No,Yes,< 1 hour,Own Cash,,,Yes,Collect personally,,No,No,No,Cough,,Cold,,None,,None,,0,0,0,0,0,0,0,,,No,No,No,,Yes,,,Off-site (<30 minutes),,Government,,No,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,25,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Store/small business,,Store/small business,,Yes,No,Police,,None,,None,,Yes,Yes,,0,0,Yes,Yes,No,,No,Yes,,,Yes,,,No,Washing areas,,"Yes, there is lighting but it is NOT adequate",Yes,No,,Other,None,No,Other,Water drips from CGI roofs. Hence it gets too cold at night.,Other,Drip insulator,Blanket,,Other,Winter cloths for children and elderlies.,In shelter separate for cooking,No,,,No,No food support,Yes,,Yes,Government,,Families & friends,,Families & friends,,No,,Yes,Don't know,Other,Land for permanent relocation,Yes,"IDPs here haven't received initial installment of cash for reconstruction due to lack of land ownership certificate. If they could have that, they want to go back to their POO and start reconstruction.",1500 - 2500,,0%,0%,20%,80%,0,0,6,24,30,23,1,5,3,0,0,0,0,0,0,9,572,Karagar Toal,30,148
Nepal,9,,29/11/16,,,Male,,Male,,,,ki,,,,,,fgd,,Female,,,,ki,,Female,,,,fgd,575,Khadegaun ( Selang-1),Existed in R7,,Open,27/04/2015,,Rural,Bagmati,Sindhupalchok,Selang,1,27.8397,85.71983,2009.87564,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,No,Public/Government,Temporary Shelter (CGIs),,Yes,< 25%,Yes,,,No,,,,,,Yes,Bagmati,Sindhupalchok,golche,1,Bagmati,Sindhupalchok,gumba,56,64,275,10,19,32,67,10,138,3,13,13,32,35,67,73,140,13,23,137,5,4,1,12,6,4,6,1,2,278,20,Longer,11/06/15,No,None (Stay here),,Lack of access,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Host community,,No,> 75%,None,None,< 25%,> 75%,None,None,,< 25%,< 25%,Cooking Gas,,Kitchen sets,,CGIs,,On-site (<20 minutes),No,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,None,,Not so good (not hygienic),8,No,0,0,0,0,0,Provided,NRCS,On-site,Both times,Yes,No,No,Yes,0,,,,Garbage pit,,Yes,No,No,1-2 hours,Own Cash,,,Yes,Collect personally,,Yes,Yes,Yes,Diarrhea,,Cough,,Cold,,Mosquito net,,4,3,3,6,0,0,0,,,Yes,No,No,,Yes,,,Off-site (1-2 hours),,Government,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Craftsmen,,Daily Wage laborer,,0,No,Similar,Yes,No,,,,No,,,No,No,,No,Art/Craft,,Art/Craft,,No,No,,,Alcohol/drug-related disturbance,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,No,Toilet,,No,Toilet,,No lighting,No,No,,School,,No,Does not protect from cold,,Foam mat (floor),,Heater,,Blanket,,In shelter where people sleep,Yes,Improve animal shelter,,Yes,,Yes,,Yes,SMA,,Radio / News,,Local leader,,No,,Yes,Already done,Shelter,,No,hygine awerness is needed,1500 - 2500,,0%,0%,100%,0%,0,0,64,0,16,16,3,1,3,3,0,0,0,0,0,10,575,Khadegaun ( Selang-1),64,275
Nepal,9,,29/11/16,,,Male,,Male,Member,,,ki,,Female,,,,ki,,Male,,,,fgd,,Female,,,,fgd,576,Kafledanda ( Selang-1),Existed in R7,,Open,28/04/2015,,Rural,Bagmati,Sindhupalchok,Selang,1,27.84605,85.71926,1858.693002,,Spontaneous,Other,langtang National Park,No,Don't know,Not closing,,Yes,No,Public/Government,Temporary Shelter (CGIs),,Yes,< 25%,Yes,,,No,,,,,,No,Bagmati,Sindhupalchok,selang,8,,,,,42,203,4,21,34,46,6,111,2,6,2,23,23,57,57,103,8,14,92,1,1,0,5,1,0,2,0,1,208,10,2-3 hours,15/05/15,No,None (Stay here),,Lack of access,,Yes,6,Yes,No,No,No,No,No,No,Yes,No,,Unknown,,> 75%,No,Government ownership,,No,> 75%,None,None,< 25%,> 75%,None,None,,< 25%,< 50%,Cooking Gas,,CGIs,,Tools,,Off-site (>20 minutes),Yes,Piped water supply,,Piped water supply,,,No treatment,,>15 liters,None,,Non usable,1,No,0,0,0,0,2,Provided,acted nepal,Off-site,Both times,No,No,No,No,0,,,,No System,,Yes,No,No,1-2 hours,Own Cash,,,No,,,Yes,Yes,Yes,Diarrhea,,Skin Infections,,Cold,,Mosquito net,,1,0,0,0,1,0,1,,,Yes,Yes,No,,Yes,,,Off-site (1-2 hours),,Government,,No,Yes,Yes,No,On-site (>20 minutes),Government,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Daily Wage laborer,,None,,1,No,Lower,Yes,No,,,,No,,,No,No,,Yes,Art/Craft,,Construction,,No,No,,,None,,None,,No,No,,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,No lighting,Yes,No,,School,,No,Does not protect from cold,,Foam mat (floor),,Winter footwear,,Blanket,,In shelter where people sleep,Yes,Improve animal shelter,,Yes,,Yes,,No,,,Radio / News,,Radio / News,,No,,Yes,Already done,Shelter,,Yes,only 2 toilet not enough for them,1500 - 2500,,0%,0%,100%,0%,0,0,42,0,11,21,1,1,5,3,0,0,0,0,0,10,576,Kafledanda ( Selang-1),42,203
Nepal,9,,29/11/16,,,Male,,Male,,,,ki,,Female,,,,ki,,Male,,,,fgd,,Female,,,,fgd,577,Banskharka ( Selang-1),Existed in R7,,Open,27/04/2015,,Rural,Bagmati,Sindhupalchok,Selang,1,27.8362,85.71486,2109.851256,,Spontaneous,Other,langtang NP,No,Don't know,Not closing,,Yes,No,Public/Government,Makeshift/tarpaulin shelter,,Yes,< 25%,Yes,,,No,,,,,,Yes,Bagmati,Sindhupalchok,golche,1,Bagmati,Sindhupalchok,seyla,3,195,896,0,39,88,312,58,497,29,29,49,88,49,137,214,526,58,116,399,9,8,1,10,5,2,4,0,50,500,20,2-3 hours,10/06/15,No,None (Stay here),,Fear of landslide/aftershock,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Host community,,No,> 75%,None,None,< 25%,< 50%,< 25%,None,,None,< 25%,CGIs,,Blankets,,Kitchen sets,,Off-site (>20 minutes),Yes,Surface Water,,Piped water supply,,,No treatment,,>15 liters,None,,Not so good (not hygienic),20,No,0,0,0,0,5,Provided,NRCS,On-site,Both times,No,No,No,Yes,1,No,No,No,No System,,Yes,No,No,2-6 hours,Own Cash,,,No,,,Yes,Yes,Yes,Diarrhea,,Cough,,Cold,,Mosquito net,,5,3,0,3,1,0,1,,,Yes,No,No,,Yes,,,Off-site (1-2 hours),,Government,,No,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,None,,0,Yes,Lower,Yes,No,,,,No,,,No,No,,No,Art/Craft,,Livestock,,No,No,,,None,,Forced Marriage,,Yes,No,,0,0,Yes,No,No,,No,Yes,,,No,Toilet,,No,Toilet,,No lighting,Yes,No,,School,,No,Does not protect from cold,,Foam mat (floor),,Blanket,,Winter footwear,,In shelter where people sleep,Yes,Improve animal shelter,,Yes,,Yes,,No,,,Local leader,,Families & friends,,No,,Yes,Already done,Shelter,,Yes,,1500 - 2500,,0%,0%,0%,100%,0,0,0,195,0,49,5,5,5,3,0,0,0,0,0,18,577,Banskharka ( Selang-1),195,896
Nepal,9,,30/11/16,,,Male,,Male,,,,,,Male,,,,,,Female,,,,,,,,,,,589,Pani Pokhari,,,Open,26/05/2015,,Rural,Janakpur,Dolakha,Suspa Kshemawati,,27.72403,86.0639,2270.787613,,Spontaneous,"Open ground (park, playground, sports ground, other) ",,No,Don't know,Not closing,,Yes,No,Public/Government,Temporary Shelter (CGIs),,No,,,,,No,,,,,,No,Janakpur,Dolakha,Suspakshemawati,1,,,,,82,284,5,12,37,82,12,148,3,8,7,19,59,96,50,132,17,29,136,2,1,1,14,12,0,13,1,20,284,6,30 mins - 1 hour,18/05/15,No,None (Stay here),,Fear of landslide/aftershock,,,,,No,No,No,No,No,No,No,No,,,,> 75%,No,,,,> 75%,None,None,None,> 75%,None,None,,> 75%,None,Blankets,,Tarpaulin,,CGIs,,On-site (<20 minutes),Yes,Piped water supply,,Piped water supply,,,Filtered,,10-15 liters,None,,Not so good (not hygienic),28,No,0,0,0,0,0,Provided,Red Cross,On-site,Both times,Yes,No,No,Yes,12,Yes,Yes,Yes,No System,,No,No,Yes,1-2 hours,Own/Cultivated,,,Yes,Collect personally,,Yes,No,No,Cough,,Cold,,None,,Mosquito net,,0,0,0,0,0,0,0,,,Yes,No,No,,Yes,,,Off-site (<30 minutes),,Government,,No,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Agriculture/Livestock,,100,Yes,Lower,Yes,No,,,,No,,,No,No,,Yes,Store/small business,,Store/small business,,No,No,,,None,,None,,Yes,Yes,No remarkable issues.People are living at site in peace,0,0,Yes,No,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting but it is NOT adequate",No,No,,Other,None,No,The shelter has holes and cracks,,Blanket,,Mattress/Bed,,Winter Clothes,,In shelter where people sleep,No,,,Yes,,Yes,,Yes,SMA,,Families & friends,,Radio / News,,No,,Yes,Already done,Work opportunities,,Yes,,1500 - 2500,,0%,0%,100%,0%,0,0,82,0,82,0,3,1,1,0,0,0,0,0,0,5,589,Pani Pokhari,82,284
Nepal,9,,01/12/16,,,Female,,Male,SMC president,,KI,,,Male,Vice President,,KI,,,Female,SMC Secretary,,,,,Female,SMC Member,,,,594,Bogetaar 2,Existed in R7,,Open,15/06/2015,,Peri-Urban,Bagmati,Rasuwa,Laharepauwa,1,27.98089,85.18499,734.5769325,,Spontaneous,Other,Private land,No,Don't know,Not closing,,"No,  no vehicular access",No,Private,Temporary Shelter (CGIs),,Yes,< 25%,Yes,,,No,,,,,,Yes,Bagmati,Rasuwa,Haku,8,Bagmati,Rasuwa,Haku,9,94,383,10,33,38,99,5,185,14,24,28,61,66,104,80,179,10,15,198,4,4,0,9,5,1,5,0,2,376,2,Longer,29/07/16,Yes,None (Stay here),,Lack of access,,No,,,No,No,No,No,No,No,No,No,,,,> 75%,No,Other,No plan,No,> 75%,None,None,None,> 75%,None,None,,> 75%,> 75%,Other,Drip insulator,None,,None,,On-site (<20 minutes),No,Piped water supply,,Piped water supply,,,Filtered,,5-10 liters,None,,Good (Hygienic),11,No,0,0,0,0,0,Provided,"Lumanti,paribartan Nepal",On-site,Both times,Yes,No,No,Yes,0,,,,Burning,,No,No,Yes,< 1 hour,Own Cash,,,No,,,Yes,No,No,Cough,,Cold,,None,,None,,0,0,0,0,0,0,0,,,Yes,Yes,Yes,TPO Nepal,Yes,,,Off-site (<30 minutes),,Local Clinic/med practitioners,,Yes,Yes,Yes,No,Off-site (<20 minutes),,,,> 75%,> 75%,None,,,None,,,None,,,None,,,Yes,Yes,Agriculture/Livestock,,Daily Wage laborer,,15,Yes,Lower,No,No,,,,No,,,No,No,,Yes,Store/small business,,Construction,,Yes,Yes,Self organized,,None,,None,,Yes,Yes,,1,1,Yes,Yes,No,,No,Yes,,,Yes,,,Yes,,,"Yes, there is lighting and it is adequate",No,No,,Other,None,No,Other,Water drips in winter,Other,Insulator,Nothing,,Nothing,,In shelter where people sleep,No,,,Yes,,Yes,,Yes,Armed Forces,,Families & friends,,Authorities,,No,,Yes,Already done,Other,Permanent relocation plan.,Yes,POO not suitable for rehabilitation. Relocation is necessary.,<1500,,0%,0%,100%,0%,0,0,94,0,94,94,3,1,3,0,0,0,0,0,0,7,594,Bogetaar 2,94,383
