country,survey_date,round,site_region,site_province,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,site_date_open,,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,sma_name,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_child_male,n_child_female,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,n_pregnant,n_lactating,n_pwd,,n_elder,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,pre_displaced,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,sec_phys_violence,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,1/23/2016,8,BORNO,JERE,MASHAMARI,BO_S020,GONI KACHALLARI PW,INFORMAL,11.85759,13.20934,Spontaneous,Camp,7/8/2015,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,NEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,BORNO,NULL,NULL,BORNO,NULL,NULL,475,2330,143,116,284,297,276,295,285,370,109,155,185,397,4,2,264,23,36,72,170,12,0,5/8/2015,01/14/2016,Yes,BORNO,MAFA,MAFA,Place of origin,Lack of safety,None,<25%,None,>75%,None,<25%,None,>75%,Plastic sheeting,Blankets/Mats,Soap,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),37,Yes,Yes,Yes,Garbage pit,1,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,Fever,Fever,Skin disease,Yes,Yes,On-site (<3 km),Government,No,None,Unknown,None,Petty trade,150,Yes,No,No,Yes,Yes,Military,Alcohol/drug-related disturbance,Domestic violence,None,Intentional physical violence,Fighting between recipients at distribution points,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,No,1579
Nigeria,1/23/2016,8,BORNO,KONDUGA,DALORI / WANORI,BO_S021,250 HOUSING ESTATE,FORMAL,11.76879,13.23819,Spontaneous,Collective Settlement/Centre,1/2/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Yes,Government,SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,BORNO,KONDUGA,DAWA EAST / MALARI / KANGAMARI,BORNO,BAMA,KASUGULA,840,6307,105,190,621,673,1054,1079,1259,1271,20,35,172,495,46,12,55,79,100,155,35,57,60,12/14/2014,NULL,No,BORNO,KONDUGA,KONDUGA,Place of origin,House damaged/destroyed,None,<25%,<25%,>75%,None,>75%,None,>75%,Kitchen sets,Blankets/Mats,Hygiene kits,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),87,No,No,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,Yes,No,No,"Yes, off site",No,Irregular,Distribution,Yes,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),NGO,No,None,>10 km,None,Farming,0,No,Yes,Yes,Yes,Yes,Military,Alcohol/drug-related disturbance,None,None,None,Assistance was physically inadequate for most vulnerable,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1573
Nigeria,1/26/2016,8,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S024,GARBA BUZU QRT,INFORMAL,11.85027,13.11113,Spontaneous,Collective Settlement/Centre,11/12/2014,Open,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,Yes,Yes,No,Yes,No,BORNO,MAFA,LOSKURI,BORNO,BAMA,KASUGULA,417,3127,100,126,256,371,327,501,589,771,30,56,98,226,36,8,86,3,67,82,83,68,7,7/12/2014,NULL,No,BORNO,MAFA,LOSKURI,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,None,<50%,None,>75%,Kitchen sets,Blankets/Mats,Hygiene kits,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),25,No,No,No,Garbage pit,0,Yes,Yes,Yes,Yes,Yes,No,"Yes, off site",Yes,Irregular,Distribution,Yes,No,No,Malaria,Cough,Fever,No,Yes,Off-site (>3 km),Government,Yes,Off-site,<1 km,<75%,Farming,0,No,Yes,No,No,No,None,None,None,None,None,Assistance was physically inadequate for most vulnerable,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1569
Nigeria,1/25/2016,8,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S025,SABONGARI BUZU CAMP,INFORMAL,13.10888,11.84758,Spontaneous,Collective Settlement/Centre,6/10/2014,Open,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,Yes,No,Yes,Yes,No,BORNO,MAFA,LOSKURI,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,24,183,15,17,30,32,20,24,19,15,5,6,19,38,5,2,11,6,4,13,8,5,1,11/5/2014,NULL,No,BORNO,MAFA,LOSKURI,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,None,<25%,None,<75%,Kitchen sets,Soap,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),12,No,No,Yes,Garbage pit,0,No,None,Yes,Yes,No,No,"Yes, off site",Yes,Irregular,Distribution,Yes,No,No,Malaria,Cough,Fever,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<2 km,<50%,Farming,0,No,Yes,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Distribution,No,1566
Nigeria,1/23/2016,8,BORNO,ASKIRA / UBA,UBA,BO_S026,GOVERNMENT LODGE UBA,INFORMAL,13.21514,10.40012,Pre Identified/For Relocation,Collective Settlement/Centre,6/3/2015,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Unknown,NULL,NULL,,No,Unknown,Yes,Unknown,Yes,Yes,Yes,No,No,BORNO,ASKIRA / UBA,MUSSA,BORNO,ASKIRA / UBA,DILLE / HUYUM,520,1588,38,45,112,145,260,302,213,307,68,98,76,135,4,1,166,1,3,0,0,0,0,3/6/2015,11/18/2015,Yes,BORNO,ASKIRA / UBA,MUSSA,Place of origin,Lack of safety,<50%,None,None,<75%,None,>75%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,No,Water truck,Water truck,Unknown,Yes,None,No,Not so good (Not hygienic),6,Yes,Yes,Yes,Garbage pit,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,Yes,Unknown,Unknown,Malaria,Fever,Cough,Unknown,Unknown,Unknown,None,No,Unknown,Unknown,None,Agro-pastoralism,0,Unknown,No,No,Yes,No,Police,None,None,None,Child separated from their care givers (or just child separation),Assistance did not respond to the actual need,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Situation in areas of origin,No,1571
Nigeria,1/20/2016,8,BORNO,ASKIRA / UBA,LASSA,BO_S027,CENTRAL PRI SCH,INFORMAL,13.15363,10.50933,Pre Identified/For Relocation,Collective Settlement/Centre,9/10/2013,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,Yes,Yes,No,No,No,BORNO,ASKIRA / UBA,KOPA / MULTHAFU,BORNO,ASKIRA / UBA,NGOHI,285,1033,31,37,120,162,106,122,172,232,28,23,92,58,0,0,51,0,1,0,21,16,7,1/14/2016,NULL,Yes,BORNO,ASKIRA / UBA,KOPA / MULTHAFU,Place of origin,Lack of safety,None,None,None,<75%,None,<50%,None,<50%,Mosquito nets,Blankets/Mats,Bucket/Jerry Can,Off-site (<10 mn),<50 %,Unknown,Water truck,Water truck,Unknown,No,Taste,Yes,Not so good (Not hygienic),0,Unknown,Unknown,Unknown,Garbage pit,0,Yes,Yes but no soap/water inside,No,Unknown,Yes,No,"Yes, off site",Yes,Irregular,Cultivated,Unknown,Unknown,Unknown,Malaria,Skin disease,Malnutrition,Unknown,Unknown,None,None,No,Unknown,Unknown,None,Farming,0,Yes,No,No,Yes,No,Self organized,None,None,None,None,Assistance did not respond to the actual need,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Situation in areas of origin,No,1567
Nigeria,1/26/2016,8,BORNO,KAGA,BENISHEIKH,BO_S029,LOW COST / SDP,INFORMAL,12.49568,11.8032,Spontaneous,Collective Settlement/Centre,02/23/2015,Open,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,Unknown,No,Yes,Yes,Yes,No,Yes,No,Yes,BORNO,KAGA,DOGOMA / JALORI,BORNO,KAGA,AFA/DIG/MAUDORI,705,4000,49,62,283,390,891,794,557,919,17,38,119,195,17,0,55,0,21,16,2,0,0,NULL,NULL,Yes,BORNO,KAGA,NULL,Place of origin,Lack of safety,<25%,None,<25%,>75%,<50%,>75%,<50%,<25%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),200,No,No,Unknown,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Other,No,No,No,Cough,Malnutrition,Fever,No,Yes,Off-site (>3 km),Government,No,Off-site,<1 km,<25%,Collecting firewood,500,Yes,Yes,Yes,Yes,Yes,Self organized,Friction anmong site residents,None,None,None,None,0,0,No,No,No,No,No,Good,Excellent,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Employment,Families/Friends,Safety and Security,Yes,1553
Nigeria,1/30/2016,8,BORNO,KONDUGA,AUNO / CHABBOL,BO_S030,HAJJ CAMP,FORMAL,13.05915,11.84675,Pre Identified/For Relocation,Transitional Centre,01/17/2016,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MARTE,MUSUNE,BORNO,NGALA,LOGUMANE,515,1603,26,34,141,197,118,361,462,234,22,8,40,120,1,0,30,1,1,0,100,268,0,01/16/2016,01/17/2016,Yes,BORNO,MARTE,MUSUNE,Place of origin,Lack of safety,<25%,None,None,>75%,None,None,<25%,<25%,Blankets/Mats,Mosquito nets,Plastic sheeting,On-site (<10 mn),>50 %,Unknown,Lake/dam,Lake/dam,10 - 15 ltr,No,Taste,Yes,Non usable,6,Yes,Yes,No,Garbage pit,3,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Everyday,Distribution,No,No,No,Cough,Fever,Malaria,No,No,Off-site (>3 km),Government,No,Off-site,>10 km,None,None,0,No,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,1556
Nigeria,1/19/2016,8,BORNO,CHIBOK,CHIBOK LIKAMA,BO_S031,CHIBOK CENTRAL SCHOOL,INFORMAL,12.84453,10.86439,Spontaneous,Camp,NULL,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,No,No,Yes,No,Yes,No,No,BORNO,DAMBOA,DAMBOA,BORNO,ASKIRA / UBA,NGOHI,16,82,6,12,3,4,8,12,10,22,1,4,2,19,2,0,5,0,0,0,0,0,0,NULL,NULL,Yes,BORNO,DAMBOA,DAMBOA,Place of origin,Lack of safety,None,None,None,>75%,None,Unknown,<25%,None,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),>50 %,No,Unprotected well,Hand pumps,Unknown,No,Taste,Yes,Not so good (Not hygienic),4,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Unknown,No,No,No,Malaria,Fever,Cough,No,No,None,None,No,Unknown,Unknown,None,Daily labourer,0,No,No,Yes,Yes,Yes,Military,Alcohol/drug-related disturbance,None,None,Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,1,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Safety and Security,Yes,1559
Nigeria,1/27/2016,8,BORNO,BIU,KENKEN,BO_S032,VTC CAMP ''B'',FORMAL,12.17262,10.61633,Spontaneous,Camp,06/14/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,Tents,Yes,Yes,NULL,NULL,Yes,Local NGO,NRC,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,YOBE,GUJBA,BUNIGARI/LAWANTI,BORNO,DAMBOA,DAMBOA,813,7406,131,261,542,781,1023,1362,1576,1551,78,101,262,541,2,0,179,367,128,6,187,389,501,06/14/2014,01/23/2016,Yes,YOBE,GUJBA,BUNIGARI/LAWANTI,Place of origin,Lack of food,None,<25%,<25%,<75%,None,<25%,None,<25%,Blankets/Mats,Mosquito nets,Hygiene kits,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),10,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Malaria,Malnutrition,Cough,Yes,Yes,On-site (<3 km),Local clinic,Yes,Off-site,<1 km,<25%,Daily labourer,316,Yes,No,No,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,1557
Nigeria,1/21/2016,8,FCT,GWAGWALADA, DOBI,FC_S001,CAC DOBI,INFORMAL,7.00136,9.06381,Spontaneous,Camp,11/19/2014,Open,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,No,Yes,No,Yes,No,No,No,BORNO,JERE,NULL,BORNO,GWOZA,NGOSHE,9,41,2,3,3,4,2,3,7,8,3,6,0,5,0,0,9,0,0,0,0,0,0,NULL,NULL,No,BORNO,JERE,NULL,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,>75%,Mosquito nets,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),<50 %,No,Unprotected well,Unprotected well,Unknown,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Cash,No,No,No,Malaria,Malnutrition,Skin disease,No,Yes,Off-site (>3 km),Government,No,Off-site,<10 km,<50%,Daily labourer,0,Yes,No,No,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1542
Nigeria,1/20/2016,8,FCT,MUNICIPAL, GARKI,FC_S002,KUCHINGORO IDP SITE,INFORMAL,7.43771,9.0081,Spontaneous,Camp,6/2/2015,Open,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,No,Yes,Yes,Yes,No,BORNO,GWOZA,NGOSHE,ADAMAWA,NULL,NULL,210,1026,12,19,53,89,202,196,212,214,12,17,19,45,0,0,29,0,0,0,6,90,0,2/10/2014,10/6/2014,No,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,None,>75%,None,None,None,<25%,None,>75%,Blankets/Mats,Kitchen sets,Hygiene kits,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",No,Irregular,Cash,No,No,No,Fever,Malaria,Skin disease,No,No,Off-site (>3 km),Government,Yes,On-site,<1 km,>75%,Daily labourer,0,No,No,Yes,Yes,No,Police,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1535
Nigeria,1/26/2016,8,FCT,MUNICIPAL, GARKI,FC_S005,WASA (HOUSING EST),INFORMAL,7.482,8.87622,Spontaneous,Collective Settlement/Centre,2/6/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,No,NULL,NULL,,No,Yes,Yes,No,No,Yes,Yes,Yes,No,BORNO,GWOZA,NGOSHE,NULL,NULL,NULL,758,4702,215,255,661,325,526,675,700,618,296,431,102,520,0,0,727,0,0,0,0,0,0,10/24/2014,NULL,No,ADAMAWA,NULL,NULL,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,None,>75%,Blankets/Mats,Hygiene kits,Kitchen sets,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,Unknown,Yes,None,No,Non usable,0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Malnutrition,Skin disease,No,No,Off-site (>3 km),None,Yes,On-site,<1 km,>75%,Daily labourer,0,Yes,Yes,No,Yes,Yes,Self organized,Theft,None,None,None,Fighting between recipients at distribution points,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1547
Nigeria,1/26/2016,8,FCT,MUNICIPAL, GARKI,FC_S006,WARU CAMP,INFORMAL,7.48581,8.92938,Spontaneous,Collective Settlement/Centre,NULL,Open,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,No,No,Yes,No,No,BORNO,GWOZA,NULL,NULL,NULL,NULL,105,524,34,52,36,67,48,68,92,112,6,9,20,90,0,0,15,0,0,6,0,0,10,NULL,NULL,No,BORNO,GWOZA,NULL,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,None,None,None,Mosquito nets,Kitchen sets,Blankets/Mats,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,Yes,"Yes, off site",No,Irregular,Cash,No,No,No,Malnutrition,Malaria,Diarrhea,No,No,Off-site (>3 km),None,No,None,Unknown,None,Daily labourer,30,Yes,No,No,Yes,Yes,Community Leaders,Theft,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1541
Nigeria,1/26/2016,8,FCT,MUNICIPAL, GARKI,FC_S007,DURUMI IDP SITE,INFORMAL,9.01752,7.46188,Spontaneous,Camp,NULL,Open,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,BORNO,GWOZA,NGOSHE,ADAMAWA,NULL,NULL,290,2226,29,58,119,287,243,482,508,398,20,82,21,100,5,0,102,0,0,0,32,6,0,NULL,NULL,No,BORNO,GWOZA,NULL,Place of origin,Lack of safety,<50%,>75%,None,None,None,None,None,>75%,Blankets/Mats,Soap,Hygiene kits,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Unknown,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Diarrhea,Fever,Skin disease,No,Yes,Off-site (>3 km),Government,No,Off-site,<2 km,<50%,Daily labourer,10,Yes,No,No,Yes,No,Police,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1533
Nigeria,1/21/2016,8,KADUNA,KAGARKO,IDDAH,KD_S001,TAFA CAMP(IDDAH),INFORMAL,7.26824,9.33587,Spontaneous,Collective Settlement/Centre,4/4/2013,Open,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,PLATEAU,BOKKOS,BOKKOS,BORNO,DIKWA,DIKWA,101,585,14,12,51,14,65,94,139,150,25,21,18,36,2,0,46,0,1,2,3,1,2,4/4/2013,02/26/2014,Yes,KADUNA,KAGARKO,IDDAH,Place of origin,Lack of safety,None,<25%,<25%,<75%,<50%,<50%,<25%,<25%,Blankets/Mats,Hygiene kits,Bucket/Jerry Can,Off-site (>10 mn),<50 %,Unknown,Spring,Protected well,Unknown,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Malnutrition,Skin disease,No,No,Off-site (<3 km),None,No,Off-site,<2 km,<25%,Petty trade,12,No,No,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Other relief assistance,No,1523
Nigeria,1/21/2016,8,KADUNA,KAGARKO,JERE NORTH,KD_S002,UNGWAN RIMI CAMP,INFORMAL,7.42753,9.57792,Spontaneous,Collective Settlement/Centre,1/4/2014,Open,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,No,N/A,NULL,NULL,Yes,Individual/Private,NA,,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,KADUNA,ZANGON KATAF,ZONKWA,BORNO,BAMA,BUDUWA / BULA CHIRABE,33,261,9,10,21,11,34,40,40,79,8,9,17,29,1,2,17,0,0,2,1,1,0,04/20/2011,NULL,No,KADUNA,ZANGON KATAF,ZONKWA,Place of origin,House damaged/destroyed,None,<25%,<75%,<25%,<25%,<25%,<25%,<25%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (>10 mn),<50 %,No,Spring,Spring,5 - 10 ltr,No,Suspended solids,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,Malaria,Fever,Diarrhea,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<5 km,<25%,Petty trade,0,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,Yes,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,1522
Nigeria,1/21/2016,8,KADUNA,KAGARKO,JERE SOUTH,KD_S003,"SECONDARY SCHOOL, JERE CCAMP",INFORMAL,7.429917,9.563317,Spontaneous,Collective Settlement/Centre,10/14/2010,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,No,No,Yes,Yes,Yes,Yes,Yes,YOBE,GUJBA,BUNIGARI/LAWANTI,KADUNA,JABA,FADA,47,403,7,13,29,32,29,27,103,160,1,2,16,28,0,0,3,4,1,1,3,1,1,NULL,NULL,No,KADUNA,JABA,NULL,Place of origin,House damaged/destroyed,<25%,None,None,>75%,None,None,<25%,None,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (>10 mn),Not operational,Unknown,Spring,Hand pumps,5 - 10 ltr,No,Taste,Yes,No answer,0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Diarrhea,Malaria,Skin disease,No,No,Off-site (>3 km),Unknown,Yes,On-site,<1 km,<50%,Pastoralism,4,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Other relief assistance,No,1521
Nigeria,1/26/2016,8,KADUNA,KAGARKO,KAGARKO NORTH,KD_S004, DAN MORI CAMP,INFORMAL,7.69472,9.51398,Spontaneous,Collective Settlement/Centre,4/4/2011,Open,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,Yes,Yes,No,Yes,Yes,KADUNA,JABA,SABCHEM,KADUNA,ZANGON KATAF,ZONKWA,64,575,7,14,41,43,71,80,102,211,2,4,16,31,0,0,6,2,0,0,2,1,0,04/20/2011,05/22/2011,No,KADUNA,JABA,NULL,Place of origin,House damaged/destroyed,None,<50%,None,<75%,None,<25%,<25%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Unknown,Unkown,No,Spring,Spring,5 - 10 ltr,No,Taste,Yes,No answer,0,No answer,Yes,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Host community donation,No,No,No,Cough,Fever,Malaria,No,No,Off-site (>3 km),None,Yes,Off-site,<5 km,None,Collecting firewood,0,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Radio/news,Other relief assistance,No,1519
Nigeria,1/22/2016,8,KADUNA,KAGARKO,KAGARKO SOUTH,KD_S005,KAGARKO SOUTH CAMP,INFORMAL,7.69365,9.48338,Spontaneous,Collective Settlement/Centre,4/2/2011,Open,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,Yes,No,Yes,Yes,Yes,KADUNA,JABA,SABCHEM,KADUNA,ZANGON KATAF,ZONKWA,105,819,29,14,155,94,68,87,171,184,13,4,24,93,1,0,17,0,0,0,9,0,0,04/18/2011,04/25/2011,No,KADUNA,JABA,SABCHEM,Place of origin,House damaged/destroyed,None,<25%,<50%,<75%,None,<25%,None,<25%,Blankets/Mats,Kitchen sets,Mosquito nets,Off-site (>10 mn),<50 %,No,Spring,Unprotected well,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),0,No,Yes,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,Malaria,Malnutrition,Cough,No,No,Off-site (<3 km),None,Yes,Off-site,<5 km,<25%,Daily labourer,9,Yes,No,Yes,Yes,Yes,Community Leaders,Crime,Domestic violence,None,Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Local Leader,Other relief assistance,No,1518
