country,survey_date,round,site_region,site_province,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,site_date_open,,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,sma_name,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_child_male,n_child_female,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,n_pregnant,n_lactating,n_pwd,,n_elder,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,pre_displaced,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,sec_phys_violence,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,9/7/15,6,BORNO,JERE,MASHAMARI,BO_S020,GONI KACHALLARI  PRIMARY SCHOOL,INFORMAL,11.85794,13.2094,Spontaneous,Camp,NULL,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Government,,,No,No,Yes,Yes,Yes,Yes,Yes,No,No,BORNO,MAFA,MAFA,BORNO,MAFA,MA'AFA,773,6517,97,158,296,363,1368,1641,997,1261,159,177,119,362,0,0,336,0,10,8,7,5,0,8/3/15,9/1/15,No,BORNO,MAFA,MAFA,Place of origin,No livelihood,<25%,None,None,<75%,<25%,<25%,None,None,Mosquito nets,Kitchen sets,Bucket/Jerry Can,On-site (>10 mn),Not operational,No,Spring,Piped water supply,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),36,Yes,Yes,No,Burning,0,Yes,Yes,Yes,No,No,No,"Yes, on site",Yes,Everyday,Host community donation,Yes,No,No,Fever,Wound infection,Malaria,Yes,Yes,On-site (<3 km),NGO,No,None,Unknown,None,Petty trade,74,No,No,No,Yes,Yes,Self organized,Friction with host community,Domestic violence,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Families/Friends,Other relief assistance,No,1363
Nigeria,9/8/15,6,BORNO,KONDUGA,DALORI / WANORI,BO_S021,250 HOUSING ESTATE (DALORI II).,FORMAL,11.76886,13.23828,Spontaneous,Collective Settlement/Centre,2/8/15,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,Yes,Government,,,Yes,No,No,Yes,Yes,No,Yes,No,No,BORNO,KONDUGA,KAWURI,BORNO,BAMA,BUDUWA / BULA CHIRABE,752,5633,35,78,435,692,1011,1242,747,942,405,46,16,113,11,1,451,6,28,972,26,14,0,2/8/15,7/6/15,No,BORNO,KONDUGA,KAWURI,Place of origin,Accessibility,None,None,None,>75%,None,None,None,<25%,Mosquito nets,Kitchen sets,Soap,Off-site (>10 mn),<50 %,No,Lake/dam,Lake/dam,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),20,No,No,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Cough,Skin disease,No,Yes,On-site (<3 km),NGO,No,None,Unknown,None,Daily labourer,0,Yes,No,No,Yes,No,Self organized,Friction anmong site residents,None,None,Child physical & emotional abuse,Not enough assistance for all entitled,0,0,Yes,Yes,Yes,Yes,Yes,Good,Unknown,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,1426
Nigeria,10/9/15,6,BORNO,KONDUGA,AUNO / CHABBOL,BO_S022,GDSS JAKANA,INFORMAL,12.74233,11.84137,Spontaneous,Collective Settlement/Centre,6/8/15,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,No,NULL,,,Yes,No,No,No,No,No,Yes,No,No,BORNO,KONDUGA,KAWURI,BORNO,KONDUGA,DAWA EAST / MALARI / KANGAMARI,182,1386,18,13,106,83,217,138,306,482,15,8,15,39,3,0,23,0,6,0,0,0,0,6/8/13,2/8/15,Yes,BORNO,KONDUGA,MASBA / DALWA WEST,Place of origin,Lack of safety,<25%,None,<75%,<25%,None,<25%,<75%,None,Plastic sheeting,Kitchen sets,Blankets/Mats,On-site (>10 mn),<50 %,No,Ponds/canals,Hand pumps,>15 ltr,No,None,Yes,Non usable,2,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,None,No,No,No,Malaria,Fever,Diarrhea,No,No,Off-site (>3 km),None,Yes,On-site,<1 km,<25%,Agro-pastoralism,0,Yes,Yes,No,Yes,No,Military,None,None,None,None,Unknown,0,0,Yes,Unknown,No,No,No,Excellent,Excellent,No lighting,No,N/A,NULL,Families/Friends,Safety and Security,Yes,1427
Nigeria,9/11/15,6,BORNO,ASKIRA / UBA,UBA,BO_S023,GOVT SCIENCE SCHOOL,INFORMAL,10.48416,13.23685,Spontaneous,Collective Settlement/Centre,3/6/15,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Armed Forces,,,No,Unknown,Yes,Yes,Yes,Yes,Yes,No,Unknown,BORNO,ASKIRA / UBA,MUSSA,BORNO,ASKIRA / UBA,DILLE / HUYUM,335,2284,23,43,203,206,338,450,174,537,103,207,72,70,22,1,310,15,0,39,70,0,0,3/6/14,7/25/15,Yes,BORNO,ASKIRA / UBA,UBA,Place of origin,Lack of safety,None,None,None,>75%,None,>75%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Water truck,Water truck,Unknown,Yes,None,No,Not so good (Not hygienic),6,No,No,No,Garbage pit,11,Yes,Yes but no soap/water inside,Yes,Yes,Unknown,No,"Yes, on site",Yes,Irregular,Host community donation,Yes,Unknown,Unknown,Malaria,Skin disease,Cough,Unknown,Yes,On-site (<3 km),NGO,No,Unknown,>10 km,None,Agro-pastoralism,0,No,Yes,Unknown,Yes,No,Military,None,Unknown,Unknown,Child separated from their care givers (or just child separation),Assistance was physically inadequate for most vulnerable,0,0,No,Yes,No,Yes,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Situation in areas of origin,No,1398
Nigeria,9/7/15,6,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S024,GARBA BUZU QAURTERS,INFORMAL,11.85083,13.11156,Spontaneous,Collective Settlement/Centre,11/12/14,Open,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,No,NULL,,,No,No,No,No,No,No,No,No,No,BORNO,MAFA,LOSKURI,BORNO,MAFA,LOSKURI,376,3196,52,80,387,400,544,569,534,567,42,21,132,245,0,0,63,0,0,0,87,0,0,11/14/14,12/23/14,Yes,BORNO,MAFA,LOSKURI,Place of origin,Accessibility,None,None,None,>75%,None,>75%,>75%,<25%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),>50 %,Yes,Spring,Hand pumps,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),24,No,No,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Host community donation,No,No,No,Fever,Cough,Malaria,No,Yes,Off-site (>3 km),Government,Yes,On-site,<1 km,>75%,Petty trade,290,Yes,No,No,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,1366
Nigeria,9/21/15,6,FCT,GWAGWALADA, DOBI,FC_S001,CAC DOBI,INFORMAL,9.06381,7.00136,Spontaneous,Collective Settlement/Centre,11/19/14,Open,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,No,N/A,NULL,NULL,No,NULL,,,No,No,No,Yes,No,Yes,No,Yes,No,BORNO,GWOZA,ASHIGASHIYA,NULL,NULL,NULL,7,42,3,2,3,3,6,4,12,9,0,0,0,5,1,0,0,0,0,0,2,0,0,11/19/14,1/10/15,No,BORNO,GWOZA,ASHIGASHIYA,Place of origin,Lack of safety,None,None,None,>75%,>75%,<50%,None,None,Hygiene kits,Mosquito nets,Kitchen sets,Off-site (<10 mn),>50 %,No,Unprotected well,Unprotected well,Unknown,No,Odor/smell,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Cough,Fever,No,Yes,On-site (>3 km),NGO,Yes,On-site,<2 km,<25%,Daily labourer,1,No,No,No,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Safety and Security,No,1397
Nigeria,9/16/15,6,FCT,MUNICIPAL, GARKI,FC_S002,NEW KUCHINGORO CAMP,INFORMAL,9.0081,7.43771,Spontaneous,Camp,NULL,Open,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,Yes,No,NULL,NULL,No,NULL,,,No,No,No,No,No,No,No,No,No,BORNO,GWOZA,NGOSHE,ADAMAWA,MICHIKA,BAZZA MARGI,176,1539,16,8,32,41,128,426,362,521,2,3,18,24,0,0,5,0,0,38,5,87,0,2/20/15,9/9/15,No,BORNO,GWOZA,KURANA BASSA/NGOSHE - SAMA'A,Place of origin,Lack of safety,None,<25%,<75%,None,None,<25%,None,<75%,Hygiene kits,Kitchen sets,Blankets/Mats,On-site (<10 mn),<50 %,Yes,Unprotected well,Unprotected well,<5 ltr,Yes,Odor/smell,Yes,Not so good (Not hygienic),0,No,Yes,Yes,No waste disposal system,8,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",No,Irregular,Cash,No,No,No,Malaria,Cough,Diarrhea,Yes,No,On-site (>3 km),Government,No,Off-site,<1 km,<25%,Daily labourer,15,No,No,No,Yes,No,Military,Alcohol/drug-related disturbance,None,None,Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,Yes,Yes,Yes,Poor,Poor,"Yes, there is lighting and it is adequate",No,N/A,NULL,Site Management,Distribution,No,1402
Nigeria,9/21/15,6,FCT,MUNICIPAL, KARSHI,FC_S005,WASSA,INFORMAL,8.87622,7.482,Spontaneous,Collective Settlement/Centre,NULL,Open,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,No,NULL,,,No,No,Yes,Yes,No,Yes,No,No,No,BORNO,GWOZA,NGOSHE,NULL,NULL,NULL,532,4602,19,8,221,319,312,420,1029,2242,13,19,4,27,0,0,32,0,0,0,0,0,0,2/12/14,6/9/15,No,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,>75%,Blankets/Mats,Soap,Hygiene kits,On-site (<10 mn),>50 %,No,Unprotected well,Unprotected well,Unknown,No,Odor/smell,Yes,Not so good (Not hygienic),2,Yes,Yes,No,No waste disposal system,0,Yes,Unknown,Yes,No,Yes,No,"Yes, on site",No,Irregular,Host community donation,Yes,No,No,Malaria,Diarrhea,Cough,No,Yes,Off-site (>3 km),Government,No,Off-site,<2 km,<25%,Daily labourer,0,No,No,Unknown,No,No,Community Leaders,Theft,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Safety and Security,No,1400
Nigeria,9/18/15,6,FCT,MUNICIPAL, KARU,FC_S006,WARU PRI SCHL,INFORMAL,8.92938,7.48581,Spontaneous,Collective Settlement/Centre,1/12/14,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,,,Unknown,Unknown,Yes,Yes,Yes,Yes,No,No,No,BORNO,GWOZA,PULKA/BOKKO,ADAMAWA,MICHIKA,NULL,278,1390,20,5,19,16,16,14,650,633,10,7,15,25,3,1,17,10,10,10,6,2,0,NULL,NULL,No,BORNO,GWOZA,PULKA/BOKKO,Place of origin,Lack of safety,>75%,<25%,<25%,<25%,None,None,None,None,Soap,Blankets/Mats,Mosquito nets,On-site (<10 mn),<50 %,No,Unprotected well,Piped water supply,Unknown,Unknown,None,Unknown,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Cash,Yes,Yes,No,Fever,Cough,Skin disease,No,Yes,On-site (<3 km),Government,No,Off-site,<2 km,<25%,Daily labourer,10,Yes,No,No,No,No,None,Theft,None,None,None,Unknown,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Safety and Security,No,1424
Nigeria,9/16/15,6,FCT,MUNICIPAL, GARKI,FC_S007,AREA 1 DURUMI,INFORMAL,9.01752,7.46188,Spontaneous,Camp,NULL,Open,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,Yes,Yes,NULL,NULL,No,NULL,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,GWOZA,KIRAWA/JIMINI,ADAMAWA,MUBI NORTH,MAYO BANI,215,936,50,20,100,50,120,50,316,210,12,8,50,70,0,0,20,0,50,50,100,300,0,2/15/14,12/3/15,No,NULL,NULL,NULL,Place of origin,Lack of safety,<25%,<25%,None,None,None,<50%,<25%,<50%,Blankets/Mats,Plastic sheeting,Soap,On-site (<10 mn),>50 %,No,Protected well,Piped water supply,5 - 10 ltr,No,Taste,No,Not so good (Not hygienic),0,Yes,Yes,No,No waste disposal system,6,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Once a month,Cash,No,No,No,Malaria,Cough,Malnutrition,No,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,<25%,Collecting firewood,8,No,No,Yes,Yes,No,Military,None,None,None,Child physical & emotional abuse,Not enough assistance for all entitled,0,0,No,No,No,No,No,Poor,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Site Management,Distribution,No,1411
Nigeria,9/18/15,6,KADUNA,KAGARKO,IDDAH,KD_S001,TAFA CAMP(IDDAH),INFORMAL,9.33587,7.26824,Spontaneous,Camp,4/4/13,Open,Unknown,NULL,Yes,36000,Private Building,Host family house,Yes,Yes,NULL,NULL,Yes,Government,,,Yes,Yes,No,No,No,Yes,No,No,Yes,PLATEAU,BOKKOS,BUTURA,BORNO,DIKWA,BOBOSHE,170,667,17,15,60,59,63,73,125,163,45,47,7,43,0,0,92,3,2,2,1,0,0,4/4/13,2/26/14,No,KADUNA,KAGARKO,IDDAH,Nearest village,Lack of safety,None,None,None,>75%,None,None,None,None,Blankets/Mats,Kitchen sets,Mosquito nets,Off-site (>10 mn),Not operational,No,Surface water,Unprotected well,Unknown,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,Yes,No,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,Malaria,Fever,Malaria,No,No,Off-site (<3 km),None,No,On-site,<1 km,<25%,Pastoralism,12,Yes,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Other relief assistance,No,1409
Nigeria,9/17/15,6,KADUNA,KAGARKO,JERE NORTH,KD_S002,UNGWAN RIMI CAMP,INFORMAL,9.57776,7.42735,Spontaneous,Camp,1/4/14,Open,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,Yes,Yes,NULL,NULL,Yes,Individual/Private,,,No,No,No,No,No,No,No,No,No,BORNO,BAMA,NULL,YOBE,GUJBA,NULL,235,962,39,42,84,87,113,116,115,165,95,106,22,98,0,0,201,3,4,7,7,8,0,1/4/14,NULL,No,BORNO,BAMA,NULL,Place of origin,Lack of safety,<25%,<50%,<50%,<25%,<25%,<25%,<25%,<25%,Kitchen sets,Mosquito nets,Hygiene kits,Off-site (>10 mn),Not operational,No,Surface water,Surface water,Unknown,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,Malaria,Fever,Malnutrition,No,No,Off-site (>3 km),None,No,Off-site,>10 km,<25%,Daily labourer,12,No,Yes,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Distribution,No,1404
Nigeria,9/18/15,6,KADUNA,KAGARKO,JERE SOUTH,KD_S003,"SECONDARY SCHOOL, JERE CAMP",INFORMAL,9.563317,7.429917,Spontaneous,Collective Settlement/Centre,10/14/10,Open,Unknown,NULL,Yes,NULL,Public/Government,Government building,No,N/A,NULL,NULL,No,NULL,,,No,No,No,No,Yes,Yes,No,Yes,No,KADUNA,JABA,FADA,KADUNA,KACHIA,KATARI,200,805,20,21,25,35,18,33,170,480,1,2,97,42,0,0,3,3,2,4,3,4,1,10/14/10,4/4/12,No,KADUNA,JABA,FADA,Place of origin,House damaged/destroyed,<50%,None,None,<50%,None,<25%,None,<25%,Hygiene kits,Mosquito nets,Hygiene kits,Off-site (>10 mn),Not operational,No,Unprotected well,Unprotected well,5 - 10 ltr,No,Taste,Yes,No answer,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,Malaria,Malnutrition,Fever,No,No,Off-site (>3 km),None,Yes,On-site,<1 km,<25%,Pastoralism,0,No,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Distribution,No,1403
Nigeria,9/18/15,6,KADUNA,KAGARKO,KAGARKO SOUTH,KD_S004,DAN MORI FARM,INFORMAL,9.48277,7.69305,Spontaneous,Collective Settlement/Centre,4/4/11,Open,Unknown,NULL,Yes,600,Private Building,Host family house,Yes,Yes,NULL,NULL,No,NULL,,,No,No,No,No,Yes,Yes,No,No,No,KADUNA,JABA,NULL,KADUNA,ZANGON KATAF,NULL,38,231,10,7,7,7,18,26,60,87,4,5,41,16,0,0,9,4,3,2,3,1,2,4/4/11,NULL,No,KADUNA,JABA,NULL,Place of origin,House damaged/destroyed,<50%,None,None,<75%,<25%,<25%,<25%,<25%,Mosquito nets,Soap,Bucket/Jerry Can,Off-site (>10 mn),>50 %,No,Surface water,Surface water,Unknown,No,Odor/smell,Yes,Unknown,0,No,No,No,Unknown,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Host community donation,No,No,No,Malaria,Fever,Skin disease,No,No,Off-site (>3 km),None,No,Off-site,<1 km,None,Agro-pastoralism,3,No,Yes,No,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,Yes,Yes,Unknown,Good,Good,No lighting,No,N/A,NULL,Radio/news,Distribution,No,1405
Nigeria,9/18/15,6,KADUNA,KAGARKO,KAGARKO NORTH,KD_S005,KAGARKO SOUTH CAMP,INFORMAL,9.51419,7.69495,Spontaneous,Transitional Centre,2/4/11,Open,Unknown,NULL,Yes,30000,Public/Government,Host family house,Yes,No,NULL,NULL,No,NULL,,,No,No,No,No,Yes,Yes,No,No,Yes,KADUNA,JABA,NULL,NULL,NULL,NULL,586,5770,95,90,217,634,729,814,1753,1376,30,32,44,185,0,0,62,3,2,2,0,0,2,2/4/11,2/6/14,Yes,KADUNA,JABA,NULL,Place of origin,House damaged/destroyed,<50%,None,None,<50%,None,None,None,<25%,Kitchen sets,Soap,Other,Off-site (<10 mn),Not operational,No,Surface water,Surface water,5 - 10 ltr,No,Taste,Yes,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,Yes,No,Malaria,Fever,Malnutrition,Yes,No,Off-site (<3 km),None,No,Off-site,<5 km,<25%,Pastoralism,210,No,No,Yes,No,No,None,None,None,None,None,Unknown,0,0,No,No,No,No,Yes,Good,Good,No lighting,No,N/A,NULL,Radio/news,Other relief assistance,No,1406
Nigeria,9/21/15,6,NASARAWA,LAFIA,SHABU/KWANDERE,NW_S001,SHINGE CAMP,INFORMAL,8.50775,8.496355,Spontaneous,Camp,6/8/15,Open,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,Yes,Yes,NULL,NULL,No,NULL,,,No,No,No,No,No,No,No,Yes,No,PLATEAU,SHENDAM,YELWA,NULL,NULL,NULL,300,3354,6,3,10,20,816,382,825,1242,40,10,108,10,2,5,50,NULL,NULL,NULL,5,4,10,6/9/15,2/11/15,No,NASARAWA,LAFIA,SHABU/KWANDERE,Place of origin,Lack of safety,None,None,>75%,<25%,<25%,None,<25%,<75%,Blankets/Mats,Kitchen sets,Hygiene kits,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,Unknown,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Skin disease,No,No,None,None,Yes,On-site,<2 km,<75%,Farming,0,No,No,No,Yes,Yes,Community Leaders,Theft,None,None,None,Unknown,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Safety and Security,No,1421
Nigeria,9/1/15,6,NASARAWA,LAFIA,SHABU/KWANDERE,NW_S002,ALMAJIRI SCHOOL,INFORMAL,8.56302,8.565168,Spontaneous,Collective Settlement/Centre,NULL,Open,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,,,No,Unknown,No,No,Yes,No,No,No,No,TARABA,WUKARI,AKWANA,TARABA,WUKARI,PUJE,325,1700,40,67,190,195,193,227,219,213,175,181,17,107,3,0,356,3,15,45,10,14,0,6/16/14,8/25/15,No,NASARAWA,LAFIA,SHABU/KWANDERE,"None, stay here",Lack of safety,None,None,None,>75%,None,None,None,Unknown,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,<5 ltr,Yes,None,No,Not so good (Not hygienic),8,Yes,Yes,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Host community donation,Yes,Yes,Yes,Malaria,Skin disease,Diarrhea,No,No,Off-site (>3 km),Government,No,Off-site,>10 km,None,Daily labourer,1,No,No,No,No,No,None,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Mobile phone,Safety and Security,No,1415
Nigeria,9/21/15,6,NASARAWA,KARU,ASO / KODAPE,NW_S004,JHEUN KANWA,INFORMAL,8.981247406,7.675162261,Spontaneous,Collective Settlement/Centre,NULL,Open,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,NULL,NULL,No,NULL,,,No,No,No,No,Yes,Yes,No,No,No,BORNO,GWOZA,DURE / WALA / WARABE,ADAMAWA,MICHIKA,MICHIKA  I,87,453,10,8,15,20,20,35,153,184,4,4,6,18,0,0,8,0,0,7,0,2,0,NULL,NULL,Yes,BORNO,GWOZA,DURE / WALA / WARABE,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,>75%,Blankets/Mats,Bucket/Jerry Can,Hygiene kits,Off-site (>10 mn),<50 %,No,Piped water supply,Piped water supply,<5 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,Unknown,Garbage pit,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Skin disease,No,Yes,Off-site (>3 km),Local clinic,No,Unknown,Unknown,None,Farming,10,Yes,No,Yes,No,Unknown,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Excellent,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Shelter,No,1420
Nigeria,9/21/15,6,NASARAWA,KARU,KARSHI I,NW_S005,INTERFAITH 2,INFORMAL,9.17024,7.67694,Spontaneous,Camp,6/12/14,Open,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,NULL,NULL,No,NULL,,,Yes,No,No,Yes,Yes,Yes,No,No,No,BORNO,GWOZA,GAVVA / AGAPALWA,ADAMAWA,MICHIKA,NULL,9,54,3,2,2,7,8,11,9,12,0,0,0,5,0,0,0,0,0,0,0,0,0,10/24/14,NULL,No,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,>75%,Blankets/Mats,Bucket/Jerry Can,Hygiene kits,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",No,Irregular,Cash,No,No,No,Malaria,Fever,Malaria,No,No,Off-site (<3 km),Local clinic,No,Unknown,Unknown,Unknown,Farming,2,Yes,No,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Excellent,Good,No lighting,No,N/A,NULL,Mobile phone,Safety and Security,No,1423
Nigeria,9/18/15,6,NASARAWA,KARU,KARU,NW_S006,KUGBARU,INFORMAL,9.17024,7.67694,Spontaneous,Collective Settlement/Centre,11/3/14,Open,Unknown,NULL,Yes,NULL,Private Building,Host family house,Yes,Yes,NULL,NULL,No,NULL,,,Yes,No answer,Yes,Yes,No,Yes,No,No,No,BORNO,GWOZA,NULL,ADAMAWA,MICHIKA,NULL,237,945,15,12,8,16,115,109,268,375,12,15,19,27,0,0,27,0,0,0,0,0,0,11/3/14,8/9/14,No,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,>75%,Blankets/Mats,Hygiene kits,Kitchen sets,On-site (>10 mn),>50 %,No,Surface water,Piped water supply,Unknown,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Unknown,No,"Yes, off site",No,Irregular,Cultivated,No,No,No,Fever,Malaria,Diarrhea,No,Yes,On-site (<3 km),Government,Yes,Off-site,<2 km,<75%,Farming,5,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Education,Mobile phone,Safety and Security,No,1417
