country,round,survey_date,site_region,site_province,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_child,food_sup_lac,,,,health_medicine,,,health_medicine,health_center,,,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_tradition,,,,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,11,07/30/2016,BORNO,BIU,KENKEN,BO_S015,ZONAL EDUCATIONAL CENTRE,INFORMAL,12.1792,10.6165,Spontaneous,Camp,,12/18/2015,Unknown,,Yes,,Public/Government,Tents,Yes,Yes,,,Yes,Local NGO,NRC,8067640070,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,BORNO,BIU,BURATAI,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,314,1550,18,23,41,132,151,283,364,301,665,166,341,507,21,33,54,41,117,0,0,54,9,0,0,79,0,0,12/18/2015,06/23/2016,Yes,BORNO,BIU,BURATAI,Place of origin,Lack of safety,None,>75%,<25%,None,<25%,<25%,None,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,No,Hand pumps,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),12,Yes,Yes,Yes,Garbage pit,0,Yes,Yes,No,No,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,Unknown,Unknown,No,No,Malnutrition,Malaria,Fever,No,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<25%,Farming,28,Yes,Yes,Yes,Yes,Yes,Local Authorities,Friction anmong site residents,Domestic violence,None,None,Fighting between recipients at distribution points,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,N/A,Site Management,Situation in areas of origin,No,1917
Nigeria,11,08/17/2016,BORNO,DAMBOA,DAMBOA,BO_S090,CENTRAL PRIMARY SCHOOL DAMBOA,INFORMAL,12.75673,11.16132,Spontaneous,Collective Settlement/Centre,,9/2/2014,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,Yes,Armed Forces,ARMED FORCES,708059102,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,DAMBOA,AJIGN (A),BORNO,KONDUGA,DAWA EAST / MALARI / KANGAMARI,1157,4522,62,101,163,207,361,568,499,721,1220,973,1216,2189,155,227,382,31,541,3,0,382,28,0,19,0,0,0,2/9/2016,8/15/2016,Yes,BORNO,DAMBOA,AJIGN (A),Place of origin,Lack of safety,<25%,<25%,None,<75%,None,<25%,None,<50%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,<5 ltr,Yes,None,No,Non usable,4,Yes,Yes,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Malnutrition,Malaria,Fever,No,Yes,On-site (<3 km),INGO,Yes,On-site,<1 km,<25%,Farming,0,No,No,Yes,Yes,No,Military,None,None,Unknown,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Families/Friends,Safety and Security,No,1955
Nigeria,11,08/17/2016,BORNO,DAMBOA,DAMBOA,BO_S089,GENERAL HOSPITAL DAMBOA,INFORMAL,12.76259,11.16594,Spontaneous,Collective Settlement/Centre,,2/8/2016,Unknown,,Yes,,Public/Government,Government building,No,No,,,No,,,NA,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,BORNO,DAMBOA,DAMBOA,BORNO,KONDUGA,DAWA EAST / MALARI / KANGAMARI,2886,15704,364,503,867,1256,1468,2724,1940,2810,4750,2881,3321,6202,469,692,1161,1113,1041,12,0,1161,706,1209,300,0,0,0,2/8/2016,8/16/2016,Yes,BORNO,DAMBOA,DAMBOA,Place of origin,Lack of safety,<25%,<25%,<25%,<75%,<25%,None,None,<75%,Mosquito nets,Blankets/Mats,Bucket/Jerry Can,On-site (<10 mn),<50 %,Unknown,Piped water supply,Piped water supply,<5 ltr,Yes,None,No,Non usable,6,Yes,Yes,Unknown,Unknown,0,Unknown,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Distribution,No,No,No,No,No,No,Malnutrition,Malaria,Cough,No,No,None,None,Yes,On-site,<1 km,<25%,Farming,0,No,No,Yes,Yes,Yes,Military,Friction anmong site residents,Unknown,Unknown,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,N/A,Authorities,Other relief assistance,No,1956
Nigeria,11,10/8/2016,BORNO,GWOZA,GWOZA TOWN GADAMAYO,BO_S088,CENTRAL PRI SCH GWOZA,FORMAL,13.69894,11.08534,Spontaneous,Collective Settlement/Centre,,,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,No,,,NA,Yes,No,Yes,Yes,No,Yes,Yes,No,No,BORNO,GWOZA,GAVVA / AGAPALWA,BORNO,GWOZA,GUDUF NAGADIYO,118,400,38,56,94,24,62,86,23,31,54,78,58,136,12,18,30,12,108,0,4,30,0,0,0,14,14,0,,,No,BORNO,GWOZA,GAVVA / AGAPALWA,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,<25%,<25%,Blankets/Mats,Mosquito nets,Soap,On-site (<10 mn),Not operational,No,Spring,Spring,>15 ltr,No,Odor/smell,Yes,Good (Hygienic),3,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Once a month,Distribution,Yes,No,No,No,No,No,Cough,Diarrhea,Malaria,Yes,Yes,On-site (<3 km),Government,No,Unknown,Unknown,None,Farming,300,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Families/Friends,Situation in areas of origin,No,1954
Nigeria,11,10/8/2016,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,BO_S073,20 HOUSING UNIT,INFORMAL,13.68755,11.08862,Spontaneous,Collective Settlement/Centre,,,Unknown,,Yes,,Public/Government,Government building,No,N/A,,,No,,,,No,No,No,No,Yes,No,No,No,No,BORNO,GWOZA,GWOZA TOWN GADAMAYO,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,42,290,25,17,42,18,23,41,39,26,65,56,63,119,9,14,23,12,62,0,2,23,0,0,0,11,0,0,,,Yes,BORNO,GWOZA,GWOZA TOWN GADAMAYO,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,<25%,<25%,Blankets/Mats,Soap,Kitchen sets,Off-site (<10 mn),Unkown,No,Spring,Spring,Unknown,No,Odor/smell,Yes,Not so good (Not hygienic),6,No,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Diarrhea,Fever,Malaria,No,Yes,Off-site (>3 km),Government,No,None,Unknown,None,Fishing,25,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Unknown,No lighting,No,N/A,N/A,Families/Friends,Situation in areas of origin,No,1929
Nigeria,11,07/20/2016,BORNO,JERE,BALE GALTIMARI,BO_S035,AJIJARI,INFORMAL,13.181522,11.795343,Spontaneous,Collective Settlement/Centre,,08/14/2014,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,,No,No,Yes,No,Yes,Yes,No,Yes,No,BORNO,BAMA,KASUGULA,BORNO,JERE,ALAU,10,50,0,0,0,4,9,13,11,8,19,10,8,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,08/14/2014,11/5/2014,Yes,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,None,None,None,<75%,None,<75%,<75%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),6,Yes,Yes,Yes,Burning,0,Yes,Unknown,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Fever,No,No,None,None,No,Unknown,Unknown,None,Petty trade,4,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Situation in areas of origin,No,1886
Nigeria,11,07/19/2016,BORNO,JERE,BALE GALTIMARI,BO_S004,BALE GALTIMARI PRI SCHOOL,INFORMAL,13.1729,11.8052,Spontaneous,Collective Settlement/Centre,,1/9/2014,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,No,None,NA,,No,No,Yes,No,Yes,Yes,Yes,Yes,No,BORNO,BAMA,KASUGULA,BORNO,KONDUGA,,113,506,6,8,14,92,60,152,61,132,193,33,63,96,30,21,51,15,32,1,0,51,43,18,0,0,18,0,1/9/2014,10/6/2016,Yes,BORNO,BAMA,KASUGULA,Place of origin,House damaged/destroyed,None,None,None,>75%,None,<50%,<50%,<50%,Blankets/Mats,Mosquito nets,Hygiene kits,On-site (<10 mn),<50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),18,Yes,Yes,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,No,No,None,None,Yes,On-site,<1 km,<50%,Petty trade,18,No,Yes,No,Yes,No,Military,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Situation in areas of origin,No,1876
Nigeria,11,07/20/2016,BORNO,JERE,BALE GALTIMARI,BO_S001,FORI PRIMARY SCHOOL,INFORMAL,13.1769,11.7995,Spontaneous,Collective Settlement/Centre,,10/19/2014,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,No,,,,No,No,Yes,No,Yes,No,Yes,Yes,No,BORNO,BAMA,KASUGULA,BORNO,BAMA,KASUGULA,20,145,2,5,7,14,20,34,20,32,52,23,28,51,1,0,1,4,13,0,0,1,2,3,19,0,0,0,09/14/2014,11/2/2016,Yes,BORNO,,,Place of origin,Lack of safety,None,None,<25%,>75%,<25%,<25%,<25%,<25%,Blankets/Mats,Mosquito nets,Soap,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),12,Yes,Yes,No,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Diarrhea,Malaria,Fever,Yes,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,<50%,Petty trade,20,No,Yes,No,Yes,No,Police,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,N/A,Radio/news,Situation in areas of origin,No,1884
Nigeria,11,07/18/2016,BORNO,JERE,BALE GALTIMARI,BO_S045,GALTIMARI/FORI,INFORMAL,13.176715,11.806433,Spontaneous,Collective Settlement/Centre,,8/8/2014,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,No,,,,No,No,Yes,No,Yes,Yes,No,Yes,Yes,BORNO,MONGUNO,MONGUNO,BORNO,KUKAWA,KAUWA,7,62,2,4,6,4,9,13,10,11,21,11,9,20,1,1,2,2,9,0,0,2,0,0,0,0,0,0,8/8/2014,11/5/2015,Yes,BORNO,MONGUNO,MONGUNO,Place of origin,Lack of safety,None,None,None,>75%,None,<75%,<50%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),7,Yes,Yes,Yes,Burning,1,No,Yes,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Skin disease,No,No,None,None,Yes,On-site,<1 km,<50%,Petty trade,3,Yes,Yes,No,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Situation in areas of origin,No,1881
Nigeria,11,07/15/2016,BORNO,JERE,BALE GALTIMARI,BO_S069,GOMBOLE SITE,INFORMAL,13.16498,11.80307,Spontaneous,Camp,,12/6/2015,Unknown,,Yes,,Private Building,Host family house,Yes,Yes,,,No,,,NA,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,BORNO,KUKAWA,KUKAWA,BORNO,BAMA,KASUGULA,9,61,1,2,3,12,8,20,14,8,22,3,10,13,3,0,3,1,10,1,0,3,0,0,0,4,2,0,12/6/2015,10/9/2015,No,BORNO,KUKAWA,KUKAWA,Place of origin,Accessibility,None,None,None,>75%,None,None,>75%,None,Kitchen sets,Blankets/Mats,Soap,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Garbage pit,1,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Fever,No,No,None,None,Yes,On-site,<1 km,>75%,Petty trade,3,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Safety and Security,Yes,1926
Nigeria,11,07/19/2016,BORNO,JERE,DUSUMAN,BO_S018,FARM CENTRE,FORMAL,13.2154,11.8631,Spontaneous,Collective Settlement/Centre,,10/3/2015,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,Yes,Government,SEMA/NEMA,7062570440,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MAFA,MA'AFA,BORNO,JERE,DUSUMAN,2742,13713,236,170,406,603,1392,1995,1989,3618,5607,1591,3380,4971,319,415,734,806,1104,10,5,734,49,82,217,105,50,31,10/3/2015,,Yes,BORNO,MAFA,MA'AFA,Place of origin,Lack of food,<25%,<25%,<25%,<75%,None,<75%,<25%,<75%,Kitchen sets,Blankets/Mats,Hygiene kits,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),200,Yes,Yes,Yes,Garbage pit,20,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,No,Yes,Yes,Yes,Yes,Malaria,Malnutrition,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<25%,Petty trade,300,No,Yes,Yes,Yes,Yes,Military,Theft,None,None,None,Fighting between recipients at distribution points,2,1,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Distribution,No,1883
Nigeria,11,07/20/2016,BORNO,JERE,DUSUMAN,BO_S049,MUNA DA'ALTI 1,INFORMAL,13.25371,11.86966,Spontaneous,Camp,,08/14/2015,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,No,,,,No,No,No,No,No,No,No,No,Yes,BORNO,MAFA,MUJIGINE,BORNO,MAFA,LOSKURI,8,50,1,2,3,6,4,10,8,5,13,9,12,21,2,1,3,2,4,0,0,3,0,3,0,2,0,0,08/14/2015,,No,BORNO,MAFA,MUJIGINE,Place of origin,Lack of safety,None,None,>75%,None,None,None,None,None,Plastic sheeting,Blankets/Mats,Hygiene kits,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),4,No,No,No,Burning,1,No,Yes,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Diarrhea,Malaria,Fever,No,No,None,None,No,None,Unknown,None,Farming,0,Yes,No,Yes,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Safety and Security,No,1920
Nigeria,11,07/19/2016,BORNO,JERE,DUSUMAN,BO_S051,MUNA DA'ALTI 3,INFORMAL,13.253,11.86898,Spontaneous,Camp,,08/14/2015,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,MAFA,MUJIGINE,BORNO,MAFA,LOSKURI,12,100,6,4,10,8,10,18,14,11,25,20,25,45,0,2,2,4,13,0,0,2,0,0,0,8,4,0,12/1/2016,05/29/2016,No,BORNO,MAFA,MUJIGINE,Place of origin,Lack of safety,None,None,>75%,None,None,None,None,None,Plastic sheeting,Hygiene kits,Kitchen sets,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,1,No,Yes,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Cough,Diarrhea,No,No,None,None,No,None,Unknown,None,Farming,0,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Safety and Security,No,1919
Nigeria,11,07/20/2016,BORNO,JERE,DUSUMAN,BO_S052,MUNA DA'ALTI 4,INFORMAL,13.25238,11.86785,Spontaneous,Camp,,01/15/2016,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,No,,,,Yes,Yes,No,No,No,No,No,Yes,Yes,BORNO,MAFA,MUJIGINE,BORNO,JERE,DUSUMAN,342,2394,43,33,76,153,236,389,327,311,638,564,589,1153,58,80,138,60,205,8,5,138,0,0,15,35,0,0,01/15/2016,06/21/2016,Yes,BORNO,MAFA,MUJIGINE,Place of origin,Lack of safety,<25%,None,>75%,None,None,<50%,None,<50%,Plastic sheeting,Mosquito nets,Blankets/Mats,Off-site (>10 mn),Not operational,Yes,Lake/dam,Lake/dam,>15 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),21,No,No,No,Burning,3,Yes,Yes,No,Yes,Yes,No,No,No,Never,Cultivated,No,No,No,No,No,No,Malaria,Fever,Malnutrition,No,No,None,None,No,Off-site,<2 km,<25%,Farming,15,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Families/Friends,Safety and Security,No,1918
Nigeria,11,07/19/2016,BORNO,JERE,DUSUMAN,BO_S050,MUNA DALTI 2,INFORMAL,13.25309,11.86919,Spontaneous,Camp,,08/14/2015,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,No,,,,Yes,No,No,No,No,No,No,No,No,BORNO,JERE,DUSUMAN,BORNO,MAFA,TAMSU NGAMDUA,25,201,4,3,7,31,15,46,29,43,72,31,39,70,5,1,6,10,17,0,0,6,0,0,0,2,1,0,08/14/2015,10/1/2016,Yes,BORNO,JERE,DUSUMAN,Place of origin,Lack of safety,None,None,>75%,None,None,None,None,None,Kitchen sets,Hygiene kits,Blankets/Mats,Off-site (>10 mn),>50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),3,Unknown,Yes,Yes,Burning,1,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Fever,Malnutrition,Cough,No,No,Off-site (>3 km),NGO,No,Off-site,Unknown,None,Farming,5,Yes,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Excellent,No lighting,No,N/A,N/A,Radio/news,Safety and Security,No,1913
Nigeria,11,07/19/2016,BORNO,JERE,DUSUMAN,BO_S047,MUNA GARAGE EL BADAWE,FORMAL,13.2516,11.2516,Spontaneous,Collective Settlement/Centre,,10/8/2014,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,Yes,INGO,UNICEF,08023183730Q,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,BORNO,MAFA,MA'AFA,BORNO,MAFA,MA'AFA,2013,15913,845,1047,1892,1628,1735,3363,2046,2158,4204,2529,3170,5699,338,417,755,464,2386,91,27,755,82,50,105,361,76,54,10/8/2014,2/7/2016,Yes,BORNO,MAFA,MA'AFA,Place of origin,Lack of safety,None,None,<75%,None,None,None,None,<50%,Mosquito nets,Hygiene kits,Kitchen sets,On-site (<10 mn),<50 %,No,Unprotected well,Water truck,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),30,No,No,No,Burning,0,Yes,Yes,Yes,Yes,Yes,No,"Yes, off site",Yes,Irregular,Distribution,Yes,No,Yes,Yes,No,No,Diarrhea,Malnutrition,Malaria,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,<1 km,None,Farming,200,Yes,Yes,Yes,Yes,Yes,Military,Friction anmong site residents,Domestic violence,None,None,Fighting between recipients at distribution points,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Safety and Security,No,1888
Nigeria,11,07/20/2016,BORNO,JERE,DUSUMAN,BO_S033,MUNA PRIMARY,INFORMAL,13.24045,11.8657,Spontaneous,Collective Settlement/Centre,,10/6/2014,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,No,,,,Yes,No,Yes,No,Yes,No,Yes,No,Yes,BORNO,MARTE,MUSUNE,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,59,352,21,17,38,39,31,70,49,41,90,63,69,132,8,14,22,11,53,7,0,22,0,0,0,3,0,0,10/6/2014,05/30/2016,No,BORNO,MARTE,MUSUNE,Place of origin,Lack of safety,None,<50%,<25%,<50%,None,<50%,None,<50%,Hygiene kits,Blankets/Mats,Mosquito nets,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),15,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Diarrhea,Malnutrition,No,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<50%,Petty trade,18,Yes,Yes,No,No,No,None,None,None,None,None,Fighting between recipients at distribution points,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Distribution,No,1877
Nigeria,11,07/19/2016,BORNO,JERE,MAIMUSARI,BO_S020,GONI KACHALLARI PW,FORMAL,13.2094,11.8579,Spontaneous,Camp,,8/8/2015,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,Yes,Government,N/A,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MAFA,MA'AFA,BORNO,JERE,DUSUMAN,355,1777,60,71,131,175,190,365,331,360,691,200,301,501,45,44,89,125,270,4,3,89,23,35,150,135,26,6,5/8/2015,01/14/2016,No,BORNO,MAFA,MA'AFA,Place of origin,Accessibility,<25%,<25%,<25%,>75%,None,<25%,None,<75%,Blankets/Mats,Plastic sheeting,Mosquito nets,On-site (<10 mn),Not operational,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),48,Yes,Yes,Yes,Garbage pit,0,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,Yes,No,Yes,Yes,Yes,Yes,Malaria,Malnutrition,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<50%,Petty trade,170,Yes,Yes,No,Yes,Yes,Military,Friction anmong site residents,Domestic violence,Unknown,None,Fighting between recipients at distribution points,1,1,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,N/A,Radio/news,Situation in areas of origin,No,1911
Nigeria,11,07/18/2016,BORNO,JERE,MAIRI,BO_S036,BAKIN KOGI CAMP,INFORMAL,13.1818,11.80911,Spontaneous,Collective Settlement/Centre,,08/14/2014,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,BAMA,,BORNO,MONGUNO,MONGUNO,48,189,1,4,5,12,18,30,35,28,63,37,49,86,2,3,5,3,5,0,1,5,0,0,4,3,8,8,08/14/2014,01/15/2016,No,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,Place of origin,Accessibility,<25%,None,None,>75%,None,<75%,<50%,<25%,Plastic sheeting,Blankets/Mats,Mosquito nets,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),14,No,No,No,No waste disposal system,0,Yes,Unknown,No,No,No,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Skin disease,Malaria,Fever,No,No,None,None,Yes,Off-site,<2 km,<50%,Petty trade,22,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,N/A,Local Leader,Distribution,Yes,1892
Nigeria,11,07/18/2016,BORNO,JERE,MAIRI,BO_S056,ORJI KALU HOUSE,INFORMAL,13.18976,11.81609,Spontaneous,Collective Settlement/Centre,,1/9/2014,Unknown,,Yes,,Private Building,Host family house,Yes,Yes,,,No,,,,No,No,Yes,No,Yes,No,Yes,No,Yes,BORNO,BAMA,KASUGULA,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,33,144,1,2,3,14,19,33,26,24,50,20,36,56,0,2,2,3,13,0,0,2,10,0,5,15,2,0,1/9/2014,5/6/2016,No,BORNO,BAMA,KASUGULA,Place of origin,Lack of food,None,<25%,<50%,<75%,None,None,None,None,Blankets/Mats,Mosquito nets,Soap,On-site (<10 mn),>50 %,No,Hand pumps,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,None,No,No,No,No,No,No,Malaria,Malnutrition,Skin disease,No,Yes,On-site (<3 km),Government,Yes,Off-site,<1 km,<25%,Daily labourer,28,No,No,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Excellent,No lighting,No,N/A,N/A,Local Leader,Other relief assistance,No,1894
