country,round,site_id,survey_date,site_region,site_province,site_district,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,,,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_tradition,,,,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,10,BO_S024,5/25/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,GARBA BUZU QRT,INFORMAL,13.11132,11.85064,Spontaneous,Collective Settlement/Centre,,11/12/2014,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MAFA,MAFA,BORNO,BAMA,KASUGULA,523,4149,196,221,417,313,273,586,499,525,1024,987,1105,2092,14,16,30,257,508,0,0,30,0,52,0,0,0,0,7/12/2013,1/5/2016,No,BORNO,MAFA,MAFA,Place of origin,Lack of safety,None,None,<25%,>75%,None,<50%,None,<50%,Blankets/Mats,Soap,Kitchen sets,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),30,No,No,Yes,Burning,0,No,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,Diarrhea,Fever,Malaria,Yes,Yes,Off-site (<3 km),INGO,Yes,On-site,<1 km,<50%,Farming,203,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,,Families/Friends,Access to services,No,1770
Nigeria,10,BO_S025,5/23/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,SABONGARI BUZU CAMP,INFORMAL,13.10888,11.84758,Spontaneous,Collective Settlement/Centre,,6/10/2014,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,,No,Yes,Yes,No,Yes,No,No,No,No,BORNO,MAFA,LOSKURI,BORNO,KONDUGA,KAWURI,71,773,87,65,152,71,98,169,69,78,147,107,168,275,17,13,30,61,202,30,1,30,0,0,0,0,0,0,11/5/2014,11/4/2016,Yes,BORNO,MAFA,,Place of origin,Lack of safety,<25%,<50%,<25%,<75%,None,>75%,<50%,<50%,Plastic sheeting,Kitchen sets,Blankets/Mats,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),14,Yes,Yes,Yes,Burning,0,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, off site",Yes,Irregular,Cash,No,No,No,Diarrhea,Malaria,Cough,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<2 km,<50%,Fishing,0,No,Yes,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,,Local Leader,Distribution,No,1767
Nigeria,10,BO_S026,5/25/2016,BORNO,ASKIRA / UBA,UBA,GOVERNMENT LODGE UBA,INFORMAL,13.21514,10.40012,Pre Identified/For Relocation,Collective Settlement/Centre,,6/3/2015,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,Unknown,,,,Yes,Unknown,Yes,No,Yes,Yes,Yes,No,Yes,BORNO,ASKIRA / UBA,MUSSA,BORNO,ASKIRA / UBA,MUSSA,12,49,2,2,4,3,7,10,12,10,22,4,4,8,2,3,5,2,4,1,0,5,1,2,0,0,0,0,3/6/2015,11/18/2015,Yes,BORNO,ASKIRA / UBA,MUSSA,Place of origin,Lack of safety,<50%,None,<75%,None,None,>75%,None,None,Blankets/Mats,Blankets/Mats,Kitchen sets,On-site (<10 mn),>50 %,No,Water truck,Water truck,Unknown,Yes,None,No,Not so good (Not hygienic),6,Unknown,Unknown,Unknown,Garbage pit,0,Unknown,Yes but no soap/water inside,Unknown,Unknown,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,Malaria,Skin disease,Fever,No,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Farming,5,Unknown,Unknown,No,Yes,No,Military,None,Unknown,Unknown,None,Unknown,0,0,Unknown,Yes,No,No,No,Good,Good,No lighting,Unknown,N/A,,Site Management,Situation in areas of origin,No,1752
Nigeria,10,BO_S027,5/25/2016,BORNO,ASKIRA / UBA,LASSA,CENTRAL PRI SCH,INFORMAL,13.15363,10.50933,Pre Identified/For Relocation,Collective Settlement/Centre,,9/10/2013,Unknown,,Yes,,Public/Government,School,No,N/A,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,ASKIRA / UBA,,BORNO,ASKIRA / UBA,NGOHI,114,684,66,56,122,81,77,158,83,80,163,96,94,190,28,23,51,50,132,0,0,51,0,0,0,28,24,0,1/14/2016,,Yes,BORNO,ASKIRA / UBA,,Place of origin,Lack of safety,None,None,<75%,<50%,None,<50%,None,<50%,Mosquito nets,Blankets/Mats,Bucket/Jerry Can,Off-site (<10 mn),<50 %,Unknown,Water truck,Water truck,Unknown,Yes,None,No,Not so good (Not hygienic),3,No,No,No,Garbage pit,0,Unknown,Yes,Unknown,Unknown,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,Unknown,Unknown,Unknown,Malaria,Skin disease,Fever,No,Unknown,None,Unknown,No,Unknown,Unknown,None,Farming,17,Unknown,Unknown,Yes,No,No,None,None,None,None,None,None,0,0,No,No,Unknown,No,Unknown,Good,Good,No lighting,No,N/A,,Local Leader,Situation in areas of origin,No,1787
Nigeria,10,BO_S028,5/24/2016,BORNO,KAGA,BENISHEIKH,GSS BENISHEIKH,INFORMAL,12.47653,11.80058,Spontaneous,Collective Settlement/Centre,,12/14/2015,Unknown,,Yes,,Public/Government,School,Yes,Yes,,,Yes,Government,,,Yes,No,Yes,Yes,No,No,Yes,No,No,BORNO,KAGA,DONGO,BORNO,KAGA,DONGO,690,3449,45,38,83,800,1016,1816,331,286,617,388,505,893,28,12,40,138,213,48,5,40,6,6,150,44,106,1,11/7/2014,11/22/2014,No,BORNO,KAGA,DONGO,Place of origin,Lack of safety,None,<25%,<25%,>75%,None,<25%,<25%,<25%,Plastic sheeting,Blankets/Mats,Mosquito nets,On-site (<10 mn),<50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Good (Hygienic),200,No,No,Yes,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,None,Malaria,Skin disease,No,Unknown,Off-site (<3 km),Government,Yes,On-site,<2 km,None,Agro-pastoralism,0,No,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Excellent,No lighting,Yes,Nigeria,Better living conditions,Mobile phone,Other relief assistance,Yes,1766
Nigeria,10,BO_S029,5/24/2016,BORNO,KAGA,BENISHEIKH,LOW COST / SDP,INFORMAL,12.49568,11.8032,Spontaneous,Collective Settlement/Centre,,02/23/2015,Unknown,,Yes,,#REF!,Individual house,Yes,Yes,,,No,,,,No,No,No,No,Yes,No,Yes,No,No,BORNO,KAGA,,BORNO,KAGA,,291,1460,61,55,116,310,360,670,173,261,434,99,131,230,5,5,10,115,420,12,0,10,1,0,11,5,5,0,02/23/2015,9/3/2016,Yes,BORNO,KAGA,BENISHEIKH,Place of origin,Lack of safety,None,<25%,<25%,>75%,<25%,<50%,>75%,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),58,No,No,Yes,Burning,3,Yes,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cultivated,No,No,No,RTI,Malaria,Diarrhea,No,Yes,On-site (<3 km),Government,No,Off-site,<2 km,None,Agro-pastoralism,71,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Better living conditions,Mobile phone,Situation in areas of origin,Yes,1765
Nigeria,10,BO_S032,5/7/2016,BORNO,BIU,KENKEN,VTC CAMP ''B'',FORMAL,12.19588,10.60645,Spontaneous,Camp,,06/14/2014,Unknown,,Yes,,Public/Government,Tents,Yes,Yes,,,Yes,Local NGO,NRC,7039759242,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,BORNO,DAMBOA,DAMBOA,283,1688,18,13,31,128,230,358,172,244,416,343,461,804,49,30,79,83,206,0,0,79,12,0,4,146,102,0,06/14/2014,05/27/2016,Yes,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,Place of origin,Lack of safety,None,>75%,<25%,None,<25%,<25%,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,No,Hand pumps,Piped water supply,<5 ltr,Yes,None,No,Not so good (Not hygienic),10,Yes,Yes,Yes,Garbage pit,0,Yes,Yes,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Malaria,Malnutrition,Fever,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<25%,Petty trade,25,Yes,Yes,No,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Radio/news,Situation in areas of origin,No,1756
Nigeria,10,BO_S033,5/24/2016,BORNO,JERE,DUSUMAN,MUNA PRIMARY,INFORMAL,13.24045,11.8657,Spontaneous,Collective Settlement/Centre,,6/10/2014,Unknown,,Yes,,Private Building,Self-made tents,Yes,Yes,,,No,,,,No,Unknown,No,No,Yes,No,No,No,Yes,BORNO,MARTE,MUSUNE,BORNO,MAFA,MAFA,51,363,33,39,72,37,31,68,36,43,79,61,72,133,4,7,11,21,92,16,0,11,0,0,0,10,0,0,6/10/2014,,Yes,BORNO,MARTE,MUSUNE,Place of origin,Lack of safety,None,None,<75%,<75%,None,<50%,None,None,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (>10 mn),<50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),15,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Fever,Diarrhea,No,Yes,On-site (<3 km),Mobile Clinic,Yes,Off-site,<5 km,<50%,Farming,17,Yes,Yes,No,No,No,None,None,None,None,None,None,0,1,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio/news,Safety and Security,No,1758
Nigeria,10,BO_S034,5/25/2016,BORNO,JERE,MAIRI,UNI GUEST MAIN,INFORMAL,13.18624,11.81152,Spontaneous,Collective Settlement/Centre,,01/14/2014,Unknown,,Yes,,Private Building,Individual house,Yes,No,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,KONDUGA,KONDUGA,,,,53,194,21,27,48,23,19,42,21,31,52,21,26,47,3,2,5,11,48,8,0,5,0,0,0,30,19,0,01/20/2014,,No,BORNO,KONDUGA,KONDUGA,Place of origin,Lack of safety,None,None,None,>75%,<50%,<75%,<75%,<25%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (<10 mn),<50 %,No,None,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Other,No,No,No,Malaria,Malnutrition,Fever,No,No,None,None,Yes,Off-site,<2 km,<25%,Collecting firewood,8,No,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Shelter,Yes,1794
Nigeria,10,BO_S035,5/27/2016,BORNO,JERE,BALE GALTIMARI,AJIJARI,INFORMAL,13.18152,11.79534,Spontaneous,Collective Settlement/Centre,,08/14/2014,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,,No,No,No,No,No,No,No,No,No,BORNO,KONDUGA,KONDUGA,BORNO,KONDUGA,,17,81,2,4,6,9,11,20,12,13,25,12,14,26,1,3,4,3,13,0,0,4,0,0,0,0,0,0,08/14/2014,,Yes,BORNO,KONDUGA,,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,None,Kitchen sets,Blankets/Mats,Soap,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),8,Yes,Yes,Yes,Burning,0,No,None,No,No,No,No,"Yes, off site",No,Irregular,Cash,No,No,No,Malaria,Diarrhea,Cough,No,No,None,None,No,Unknown,Unknown,None,Agro-pastoralism,0,No,No,No,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Safety and Security,No,1759
Nigeria,10,BO_S036,5/27/2016,BORNO,JERE,MAIRI,BAKIN KOGI CAMP,INFORMAL,13.18119,11.80831,Spontaneous,Collective Settlement/Centre,,08/14/2014,Unknown,,Yes,,Private Building,Individual house,Yes,Yes,,,No,,,8161557422,No,No,Yes,No,No,No,No,No,No,BORNO,BAMA,BUDUWA / BULA CHIRABE,BORNO,MONGUNO,MONGUNO,37,168,7,9,16,24,33,57,23,20,43,24,23,47,4,1,5,4,16,3,2,5,0,0,0,4,4,8,08/14/2014,01/15/2016,Yes,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,Place of origin,House damaged/destroyed,None,None,None,>75%,None,>75%,>75%,<25%,Kitchen sets,Plastic sheeting,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),14,No,No,No,Garbage pit,6,No,Yes but no soap/water inside,No,Yes,No,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Malaria,Skin disease,Malnutrition,No,No,None,None,Yes,Off-site,<2 km,>75%,Farming,0,No,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Safety and Security,No,1793
Nigeria,10,BO_S037,5/24/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,KUSHERI I,INFORMAL,13.12583,11.47268,Spontaneous,Collective Settlement/Centre,,,Unknown,,Yes,,Public/Government,Self-made tents,Yes,Yes,,,Yes,Government,,,No,Yes,No,Yes,No,No,No,No,No,BORNO,KONDUGA,KAWURI,BORNO,KONDUGA,KONDUGA,45,182,9,13,22,21,24,45,8,9,17,43,47,90,3,5,8,5,30,1,0,8,0,0,4,2,0,0,9/8/2014,,No,BORNO,KONDUGA,KAWURI,Place of origin,House damaged/destroyed,<25%,None,>75%,None,None,None,None,>75%,Plastic sheeting,Kitchen sets,Blankets/Mats,off-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),8,No,No,Yes,Burning,3,No,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,None,No,No,No,Malnutrition,Skin disease,Malaria,No,Yes,On-site (<3 km),INGO,No,Unknown,Unknown,None,Pastoralism,6,No,Yes,No,No,No,None,None,None,None,None,None,0,0,Yes,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,,Radio/news,Safety and Security,No,1781
Nigeria,10,BO_S038,5/25/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,KUSHERI II,INFORMAL,13.12583,11.47268,Spontaneous,Collective Settlement/Centre,,4/2/2014,Unknown,,Yes,,Private Building,Tents,Yes,No,,,Yes,Individual/Private,,,No,Yes,Yes,No,Yes,No,No,Unknown,Yes,BORNO,KONDUGA,,BORNO,KONDUGA,,29,136,6,7,13,11,14,25,12,18,30,28,35,63,2,3,5,3,16,0,0,5,0,0,0,0,0,0,04/15/2015,,No,BORNO,KUKAWA,,Place of origin,Lack of safety,<25%,>75%,<25%,None,None,<25%,None,None,Kitchen sets,Bucket/Jerry Can,Soap,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,Yes,Yes,Yes,Burning,3,No,Yes,Yes,Yes,Yes,No,"Yes, off site",No,Irregular,Distribution,No,No,No,Fever,Malnutrition,Cough,No,No,None,None,No,Off-site,<1 km,None,Farming,4,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,,Local Leader,Safety and Security,No,1785
Nigeria,10,BO_S039,5/25/2016,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,WULARI DUJIMA,INFORMAL,13.14016,11.84951,Spontaneous,Collective Settlement/Centre,,,Unknown,,Yes,,Private Building,Individual house,No,N/A,,,No,,,,Yes,No,No,No,Yes,Yes,Yes,No,Yes,BORNO,GWOZA,,BORNO,BAMA,,20,114,9,7,16,9,10,19,18,15,33,18,23,41,2,3,5,11,21,4,1,5,0,0,0,0,0,0,4/2/2014,2/6/2016,Yes,BORNO,GWOZA,ASHIGASHIYA,Place of origin,Lack of safety,<25%,None,<25%,>75%,None,<50%,<25%,<25%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (<10 mn),>50 %,No,Protected well,Protected well,>15 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,0,Yes,Yes,No,No,Yes,No,"Yes, on site",No,Irregular,Cash,No,No,No,Fever,Cough,Malnutrition,No,No,Off-site (>3 km),None,No,None,Unknown,None,Farming,6,Yes,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1778
Nigeria,10,BO_S040,5/25/2016,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,DCC SHUWARI,INFORMAL,13.11736,11.84407,Spontaneous,Collective Settlement/Centre,,7/4/2014,Unknown,,Yes,,Private Building,Tents,Yes,Yes,,,No,,,,Yes,Yes,No,No,No,Yes,Yes,No,No,BORNO,GWOZA,JOHODE/CHIKIDE/KUGHUM,ADAMAWA,HONG,HONG,96,384,21,18,39,35,44,79,63,50,113,62,75,137,7,9,16,22,48,1,2,16,0,50,4,6,0,0,7/4/2014,4/5/2016,Yes,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,Place of origin,Lack of safety,<75%,<50%,<25%,<50%,None,>75%,None,>75%,Kitchen sets,Blankets/Mats,Soap,On-site (<10 mn),1,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),3,Yes,Yes,No,Burning,1,No,Yes,Yes,Yes,Yes,No,"Yes, on site",No,Irregular,Distribution,Yes,Yes,Yes,Fever,Cough,Malaria,Yes,Yes,Off-site (>3 km),INGO,Yes,Off-site,<1 km,<25%,Farming,10,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,1,1,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Shelter,No,1774
Nigeria,10,BO_S041,5/26/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,SULEIMANTI,INFORMAL,13.13512,11.79839,Spontaneous,Collective Settlement/Centre,,#REF!,Unknown,,Yes,,Public/Government,Self-made tents,Yes,No,,,Yes,Individual/Private,,,No,No,No,No,No,Yes,No,No,No,BORNO,KONDUGA,MASBA / DALWA WEST,BORNO,DAMBOA,DAMBOA,67,780,25,39,64,115,118,233,36,45,81,187,203,390,2,10,12,35,84,1,5,12,0,0,10,10,0,0,09/14/2016,05/20/2016,Yes,BORNO,KONDUGA,MASBA / DALWA WEST,Place of origin,Lack of safety,<25%,<25%,>75%,None,None,<50%,None,<50%,Plastic sheeting,Kitchen sets,Soap,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,0,Yes,Yes,No,No,No,No,"Yes, on site",No,Irregular,Distribution,No,No,No,Cough,Skin disease,Malaria,No,No,On-site (<3 km),None,No,None,Unknown,None,Petty trade,20,Yes,No,No,No,No,None,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1784
Nigeria,10,BO_S042,5/26/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,FED. LOWCOST CHEZCOAN,INFORMAL,13.11668,11.86623,Spontaneous,Collective Settlement/Centre,,12/3/2014,Unknown,,Yes,,Public/Government,Government building,Yes,Yes,,,No,,,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,BORNO,KUKAWA,BAGA,BORNO,MOBBAR,DAMASAK,104,328,6,8,14,31,34,65,41,47,88,67,73,140,12,9,21,18,29,0,0,21,0,0,10,0,0,0,4/11/2014,4/11/2016,Yes,BORNO,KUKAWA,,Place of origin,Lack of safety,<25%,None,None,>75%,None,<50%,None,<75%,Soap,Mosquito nets,Blankets/Mats,Off-site (<10 mn),1,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Good (Hygienic),0,Yes,Yes,Yes,Burning,1,No,Yes but no soap/water inside,No,Yes,No,No,"Yes, off site",Yes,Irregular,Cash,Yes,Yes,Yes,Cough,Malnutrition,Fever,No,Yes,Off-site (<3 km),Local clinic,Yes,On-site,<2 km,<25%,Farming,0,No,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Situation in areas of origin,No,1769
Nigeria,10,BO_S043,5/25/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,LIVING FAITH CHURCH,INFORMAL,13.10077,11.83704,Spontaneous,Collective Settlement/Centre,,6/9/2014,Unknown,,Yes,,Private Building,Individual house,Yes,No,,,Yes,Religious entity,,,No,No,No,No,No,No,No,No,No,BORNO,GWOZA,PULKA/BOKKO,BORNO,KONDUGA,KONDUGA,14,57,3,2,5,4,3,7,9,6,15,14,11,25,2,3,5,2,5,0,1,5,0,2,4,1,1,0,8/6/2015,04/27/2016,Yes,BORNO,GWOZA,PULKA/BOKKO,Place of origin,House damaged/destroyed,None,None,None,>75%,None,None,None,None,Soap,Kitchen sets,Blankets/Mats,Off-site (<10 mn),Not operational,Unknown,Lake/dam,Lake/dam,5 - 10 ltr,Yes,None,No,Good (Hygienic),5,Yes,Yes,No,Burning,3,No,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Other,No,No,No,Cough,Malaria,Skin disease,No,No,None,None,No,None,Unknown,None,Petty trade,0,No,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Poor,No lighting,No,N/A,,Mobile phone,Safety and Security,No,1772
Nigeria,10,BO_S044,5/6/2016,BORNO,KONDUGA,AUNO / CHABBOL,GIDA TALATIN,INFORMAL,13.4258,11.48581,Spontaneous,Collective Settlement/Centre,,5/1/2015,Unknown,,Yes,,Private Building,Individual house,No,N/A,,,No,,,,Yes,No,No,No,Yes,No,Yes,No,No,BORNO,KUKAWA,BAGA,BORNO,KONDUGA,KAWURI,26,203,4,6,10,35,48,83,28,35,63,22,24,46,0,1,1,13,28,1,0,1,0,0,4,3,2,0,08/25/2014,01/25/2016,No,BORNO,KUKAWA,BAGA,Place of origin,Lack of safety,None,<25%,None,>75%,None,<50%,<75%,<50%,Kitchen sets,Blankets/Mats,Mosquito nets,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Good (Hygienic),18,No,No,Yes,Burning,2,No,Yes,No,Yes,No,No,No,No,Never,None,No,No,No,RTI,Malaria,Diarrhea,No,No,Off-site (>3 km),Government,No,Off-site,<2 km,None,Daily labourer,27,Yes,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Excellent,Excellent,No lighting,Yes,Nigeria,Better living conditions,Mobile phone,Other relief assistance,Yes,1748
Nigeria,10,BO_S045,5/27/2016,BORNO,JERE,BALE GALTIMARI,GALTIMARI/FORI,INFORMAL,13.17672,11.80643,Spontaneous,Collective Settlement/Centre,,#REF!,Unknown,,Yes,,#REF!,School,Yes,Yes,,,No,,,,No,No,Yes,No,No,No,No,Yes,Yes,BORNO,MONGUNO,MONGUNO,BORNO,KUKAWA,KAUWA,5,59,5,8,13,7,11,18,4,6,10,6,9,15,1,2,3,3,9,0,0,3,0,0,0,0,0,0,8/8/2014,,Yes,BORNO,MONGUNO,MONGUNO,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,<25%,Kitchen sets,Blankets/Mats,Soap,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),9,No,No,Yes,Burning,1,No,Yes,No,No,No,No,No,Yes,Never,Other,No,No,No,Malaria,Fever,Cough,No,No,Unknown,None,Yes,On-site,<1 km,<75%,Farming,4,Yes,No,No,No,No,None,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Families/Friends,Safety and Security,No,1763
Nigeria,10,BO_S046,5/26/2016,BORNO,KONDUGA,AUNO / CHABBOL,JAFRA SHAGARI,INFORMAL,13.0918,11.90705,Spontaneous,Collective Settlement/Centre,,6/4/2014,Unknown,,Yes,,Private Building,Tents,Yes,Yes,,,No,,,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,BORNO,GWOZA,NGOSHE,BORNO,GWOZA,,35,171,10,12,22,28,21,49,21,24,45,21,29,50,2,3,5,10,38,1,0,5,0,0,0,9,2,0,6/4/2014,05/21/2016,No,BORNO,GWOZA,NGOSHE,Place of origin,Lack of safety,<25%,<25%,None,>75%,None,>75%,None,>75%,Plastic sheeting,Soap,Blankets/Mats,Off-site (>10 mn),Not operational,No,Protected well,Protected well,>15 ltr,No,Odor/smell,Yes,Non usable,0,Yes,Yes,No,Burning,0,Yes,None,No,No,No,No,"Yes, on site",No,Everyday,Distribution,Yes,No,No,Malaria,Cough,Skin disease,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,Unknown,>75%,Farming,2,No,No,Yes,Yes,No,Self organized,None,None,Early/forced marriage,None,None,1,1,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Families/Friends,Safety and Security,No,1751
