country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,,site_date_open,,,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,,,,,,,,,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,,,,,,,,,,,,,,,,,,,,,,,,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,,,,,,,,,,,,,,,,,,,
Nigeria,18,25/06/2017,YB,YOBE,YB10,KARASAWA,YB1005,JAJI  MAJI,HC1021,ANGWA BAKALE,NULL,10.80806,12.89686,Host Communities,Host Communities,Host Communities,NULL,6/8/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,KUKAWA,BAGA,BORNO,BAMA,KUMSHE /NDUGUNO,35,343,11,18,29,19,18,37,22,35,57,75,127,202,7,11,18,27,35,3,18,0,0,0,2,1,1,2,2,1,1,2,41798,NULL,Yes,Two times,BORNO,BAMA,KUMSHE /NDUGUNO,Place of origin,House damaged/destroyed,None,None,<25%,<75%,None,<50%,<25%,<50%,Kitchen sets,Blankets/Mats,Mosquito nets,Off-site (>10 mn),Yes,Tarpaulin,Rope,Thatches,N/A,>50 %,Yes,Yes,Unprotected well,Hand pumps,>15 ltr,Yes,None,No,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Host community donation,Yes,No,No,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<50%,82,15,13,28,17,12,29,15,10,25,Distance to the school (too far),Work at the house,Work in the fields,NULL,Yes,8,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Farming,26,Yes,Yes,Yes,Yes,Yes,Self organized,Crime,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,13570,YB1005-012,Word of Mouth,NULL,Local leader/Community leader,NULL,<50%,Evening,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,24/06/2017,YB,YOBE,YB10,KARASAWA,YB1005,JAJI  MAJI,HC1022,BULAMARI,NULL,10.80849,12.89935,Host Communities,Host Communities,Host Communities,NULL,6/4/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,KUKAWA,BAGA,BORNO,BAMA,GULUMBA / JUKKURI / BATRA,32,294,5,11,16,10,14,24,29,38,67,47,130,177,4,6,10,17,21,1,10,0,0,1,2,2,3,1,1,2,1,0,41794,NULL,Yes,Two times,BORNO,BAMA,GULUMBA / JUKKURI / BATRA,Place of origin,House damaged/destroyed,None,None,<25%,<75%,None,<50%,<25%,<50%,Kitchen sets,Blankets/Mats,Mosquito nets,Off-site (>10 mn),Yes,Tarpaulin,Rope,Thatches,N/A,>50 %,No,Yes,Unprotected well,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,Yes,No,No,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<50%,86,11,8,19,21,14,35,17,15,32,Distance to the school (too far),Work at the house,Work in the fields,NULL,Yes,9,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,28,Yes,No,No,Yes,Yes,Self organized,Crime,None,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Lack of documentation,0,0,No,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,13567,YB1005-011,Word of Mouth,NULL,Local leader/Community leader,NULL,<50%,Evening,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,22/06/2017,YB,YOBE,YB10,KARASAWA,YB1003,GARIN GAWO,HC1023,ANGWA SARKI,NULL,10.70072,12.89027,Host Communities,Host Communities,Host Communities,NULL,6/8/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,KUKAWA,BAGA,BORNO,BAMA,KUMSHE /NDUGUNO,36,286,8,10,18,10,20,30,32,39,71,43,100,143,11,13,24,17,25,2,24,0,0,0,2,1,2,4,0,3,1,3,41798,NULL,Yes,Two times,BORNO,KUKAWA,BAGA,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,None,<50%,<25%,<50%,Hygiene kits,Blankets/Mats,Mosquito nets,Off-site (>10 mn),Yes,Tarpaulin,Rope,Thatches,N/A,>50 %,Yes,Yes,Lake/dam,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,Yes,No,No,No,No,No,Fever,Malaria,Malnutrition,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<1 km,<50%,81,15,13,28,13,11,24,15,14,29,Distance to the school (too far),Work at the house,Work in the fields,NULL,Yes,8,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,25,Yes,Yes,Yes,Yes,Yes,Self organized,Crime,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,13552,YB1003-017,Word of Mouth,NULL,Local leader/Community leader,NULL,<50%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,22/06/2017,YB,YOBE,YB10,KARASAWA,YB1003,GARIN GAWO,HC1024,KASUWA,NULL,10.70084,12.888995,Host Communities,Host Communities,Host Communities,NULL,6/8/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,Yes,Yes,,,No,NULL,,,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,BAMA,KUMSHE /NDUGUNO,BORNO,KUKAWA,BAGA,40,297,7,10,17,11,14,25,33,40,73,51,90,141,17,24,41,18,17,0,41,0,0,2,4,1,41,3,2,2,2,0,41798,NULL,Yes,Two times,BORNO,BAMA,KUMSHE /NDUGUNO,Place of origin,House damaged/destroyed,None,None,<25%,>75%,<75%,None,<50%,None,Kitchen sets,Blankets/Mats,Mosquito nets,Off-site (<10 mn),Yes,Tarpaulin,Rope,Thatches,N/A,>50 %,Yes,No,Unprotected well,Unprotected well,>15 ltr,Yes,None,No,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes,Yes,No,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Fever,Malaria,Malnutrition,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<1 km,<50%,75,12,10,22,16,12,28,15,10,25,Distance to the school (too far),Work at the house,Work in the fields,NULL,Yes,9,Yes,Yes,No damage,Yes,N/A,Yes,N/A,N/A,Farming,35,Yes,Yes,Yes,Yes,Yes,Self organized,Crime,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,13636,YB1004-010,Word of Mouth,NULL,Local leader/Community leader,NULL,<50%,Evening,Information about needs in the community,Through direct Conversation,Registration,Yes,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,22/06/2017,YB,YOBE,YB10,KARASAWA,YB1003,GARIN GAWO,HC1025,USMANTI,NULL,10.70043,12.88828,Host Communities,Host Communities,Host Communities,NULL,6/8/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,BAMA,BUDUWA / BULA CHIRABE,BORNO,KUKAWA,BAGA,31,267,6,6,12,9,7,16,29,42,71,36,100,136,13,19,32,29,12,3,32,0,0,1,2,2,3,4,1,3,1,0,41798,NULL,Yes,Two times,BORNO,BAMA,BUDUWA / BULA CHIRABE,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,None,<50%,<25%,<50%,Blankets/Mats,Kitchen sets,Mosquito nets,Off-site (<10 mn),Yes,Tarpaulin,Rope,Thatches,N/A,>50 %,Yes,Yes,Unprotected well,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,Yes,No,No,No,No,No,Fever,Malaria,Malnutrition,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<1 km,<50%,74,7,9,16,18,12,30,16,12,28,Work at the house,Lack of school supplies,Fees or costs,NULL,Yes,8,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Petty trade,20,Yes,Yes,Yes,Yes,Yes,Self organized,Crime,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,13550,YB1003-016,Word of Mouth,NULL,Local leader/Community leader,NULL,<50%,Evening,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,23/06/2017,YB,YOBE,YB10,KARASAWA,YB1008,WACHAKAL,HC1026,BARKIN TITI,NULL,10.52753,12.82548,Host Communities,Host Communities,Host Communities,NULL,6/8/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,MOBBAR,DAMASAK,BORNO,KUKAWA,BAGA,16,103,2,3,5,5,5,10,11,13,24,15,31,46,8,10,18,6,7,2,18,0,0,0,1,2,3,2,1,2,0,2,41798,NULL,Yes,Two times,BORNO,MOBBAR,DAMASAK,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,None,<50%,<25%,<50%,Kitchen sets,Blankets/Mats,Mosquito nets,Off-site (<10 mn),Yes,Tarpaulin,Rope,Thatches,N/A,>50 %,Yes,Yes,Unprotected well,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (>3 km),Local clinic,Yes,Off-site,<1 km,<50%,32,5,3,8,8,6,14,5,5,10,Distance to the school (too far),Work at the house,Work in the fields,NULL,Yes,9,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,11,Yes,No,Yes,Yes,Yes,Self organized,Crime,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,13551,YB1008-012,Word of Mouth,NULL,Local leader/Community leader,NULL,<50%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,23/06/2017,YB,YOBE,YB10,KARASAWA,YB1008,WACHAKAL,HC1027,WACHAKAL,NULL,10.52616,12.82398,Host Communities,Host Communities,Host Communities,NULL,6/8/2014,Unknown,NULL,Yes,0,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,KUKAWA,DORO / DUGURI,BORNO,MOBBAR,NULL,21,116,6,8,14,5,5,10,13,11,24,15,35,50,7,11,18,8,14,2,18,0,0,0,1,2,1,3,0,1,1,1,41798,NULL,Yes,Two times,BORNO,KUKAWA,BAGA,Place of origin,House damaged/destroyed,None,None,<25%,>75%,None,<50%,<25%,<50%,Kitchen sets,Blankets/Mats,Mosquito nets,Off-site (<10 mn),Yes,Tarpaulin,Tarpaulin,Rope,NA,>50 %,Yes,Yes,Unprotected well,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Fever,Malnutrition,No,Yes,Off-site (>3 km),Local clinic,Yes,Off-site,<2 km,<50%,31,3,4,7,4,8,12,7,5,12,Distance to the school (too far),Work at the house,Work in the fields,NULL,Yes,9,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,14,Yes,Yes,Yes,Yes,Yes,Self organized,Crime,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,13548,YB1008-011,Word of Mouth,NULL,Local leader/Community leader,NULL,<50%,Evening,Information about needs in the community,Through direct Conversation,Distribution,Yes,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,23/06/2017,YB,YOBE,YB10,KARASAWA,YB1008,WACHAKAL,HC1028,LAWANTI,NULL,10.52954,12.82486,Host Communities,Host Communities,Host Communities,NULL,6/8/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,ABADAM,MALLAMFATORI KESSA,BORNO,BAMA,KUMSHE /NDUGUNO,19,121,7,8,15,14,17,31,15,15,30,14,23,37,3,5,8,6,17,2,8,0,0,0,2,1,2,2,0,3,1,1,41798,NULL,Yes,Two times,BORNO,GWOZA,KIRAWA/JIMINI,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,None,<50%,<25%,<50%,Kitchen sets,Blankets/Mats,Mosquito nets,Off-site (>10 mn),Yes,Tarpaulin,Rope,Tools,N/A,>50 %,Yes,Yes,Unprotected well,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Fever,Malnutrition,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<1 km,<50%,49,10,9,19,6,9,15,9,6,15,Distance to the school (too far),Work in the fields,Work at the house,NULL,Yes,9,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,19,Yes,Yes,Yes,Yes,Yes,Self organized,Crime,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,13593,YB1008-013,Word of Mouth,NULL,Local leader/Community leader,NULL,<50%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,1.Hausa,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,19/06/2017,YB,YOBE,YB10,KARASAWA,YB1006,KARASUWA GALU,HC1029,KAWO,NULL,10.59677,12.91483,Host Communities,Host Communities,Host Communities,NULL,6/8/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Insurgency ,NULL,BORNO,GWOZA,NULL,BORNO,MOBBAR,DAMASAK,64,469,19,21,40,24,41,65,35,61,96,45,148,193,36,39,75,18,63,4,75,0,0,0,2,4,1,3,3,2,0,0,41798,NULL,Yes,Two times,BORNO,MOBBAR,DAMASAK,Place of origin,Lack of safety,None,<25%,<25%,<75%,None,<50%,<25%,<25%,Kitchen sets,Blankets/Mats,Mosquito nets,Off-site (>10 mn),Yes,Tarpaulin,Tools,Timber/wood,NA,>50 %,Yes,Yes,Unprotected well,Hand pumps,>15 ltr,Yes,None,No,Non usable,0,No,No,No,No waste disposal system,0,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,Yes,No,No,No,No,No,Malaria,Fever,Malnutrition,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<50%,72,12,10,22,13,11,24,14,12,26,Work at the house,Work in the fields,Fear of violence,NULL,Yes,9,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,30,Yes,Yes,Yes,Yes,Yes,Self organized,Crime,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,13585,YB1006-007,Word of Mouth,NULL,Local leader/Community leader,NULL,<50%,Evening,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,2. Kanuri,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,24/06/2017,YB,YOBE,YB16,YUNUSARI,YB1606,MAIRARI,HC1030,CHILIMGI,NULL,12.10448,13.09768,Host Communities,Host Communities,Host Communities,NULL,9/11/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,YOBE,YUNUSARI,DEKWA,BORNO,ABADAM,MALLAMFATORI KESSA,19,125,1,2,3,4,6,10,21,22,43,32,37,69,0,0,0,1,4,0,0,0,1,2,0,0,0,0,0,0,0,0,41831,14/07/2015,No,NULL,YOBE,YUNUSARI,DEKWA,Place of origin,Lack of safety,None,None,<25%,>75%,>75%,None,None,<50%,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),Yes,Timber/wood,Roofing sheets,Nails,NONE,>50 %,Yes,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),7,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Once a month,Distribution,Yes,Yes,Yes,Yes,Yes,Yes,Malnutrition,Malaria,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,50,4,2,6,9,10,19,13,12,25,Fees or costs,Work at the house,Work in the fields,NULL,No,NULL,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Farming,6,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,13614,YB1606-031,Radio,NULL,Local leader/Community leader,NULL,<75%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,23/06/2017,YB,YOBE,YB16,YUNUSARI,YB1605,DILALA/KALGI,HC1031,DILALAL,NULL,11.6038,13.11544,Host Communities,Host Communities,Host Communities,NULL,11/1/2015,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,YOBE,YUNUSARI,DEKWA,BORNO,ABADAM,NULL,18,119,3,5,8,4,6,10,20,24,44,26,31,57,0,0,0,4,0,0,0,2,1,3,2,3,0,3,0,1,2,0,42309,42286,No,NULL,YOBE,YUNUSARI,DEKWA,Place of origin,Lack of safety,None,None,<25%,>75%,>75%,None,None,<75%,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),Yes,Timber/wood,Nails,Roofing sheets,NONE,>50 %,Yes,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),6,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Once a month,Distribution,Yes,Yes,Yes,Yes,Yes,No,Malnutrition,Malaria,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<75%,65,5,3,8,11,9,20,25,12,37,Fees or costs,Work at the house,Work in the fields,NULL,Yes,4,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,13622,YB1605-018,Radio,NULL,Local leader/Community leader,NULL,<75%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,2. Kanuri,NULL,NULL
Nigeria,18,23/06/2017,YB,YOBE,YB16,YUNUSARI,YB1605,DILALA/KALGI,HC1032,MALFADARI,NULL,11.60209,13.11498,Host Communities,Host Communities,Host Communities,NULL,11/1/2015,Unknown,NULL,Yes,0,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,YOBE,YUNUSARI,DEKWA,BORNO,KUKAWA,BAGA,14,92,1,1,2,5,7,12,15,19,34,18,25,43,0,1,1,1,5,0,1,0,1,2,0,0,0,0,0,0,0,0,42309,42286,No,NULL,YOBE,YUNUSARI,DEKWA,Place of origin,Lack of safety,None,None,<25%,>75%,>75%,None,None,<75%,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),Yes,Timber/wood,Nails,Roofing sheets,NA,>50 %,Yes,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),6,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Once a month,Distribution,Yes,Yes,Yes,Yes,Yes,No,Malnutrition,Malaria,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<50%,44,6,5,11,8,6,14,9,10,19,Fees or costs,Work at the house,Work in the fields,NULL,Yes,4,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,6,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,13620,YB1605-017,Radio,NULL,Local leader/Community leader,NULL,<50%,Evening,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,2. Kanuri,NULL,NULL
Nigeria,18,23/06/2017,YB,YOBE,YB16,YUNUSARI,YB1605,DILALA/KALGI,HC1033,UMMARI,NULL,11.60209,13.11498,Host Communities,Host Communities,Host Communities,NULL,11/1/2015,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,YOBE,YUNUSARI,DEKWA,BORNO,ABADAM,NULL,12,79,2,3,5,4,7,11,11,15,26,16,21,37,0,0,0,2,8,0,0,0,1,2,1,0,0,1,0,0,0,0,42309,42286,No,NULL,YOBE,YUNUSARI,DEKWA,Place of origin,Lack of safety,None,None,<25%,>75%,>75%,None,None,>75%,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),Yes,Timber/wood,Nails,Roofing sheets,NA,>50 %,Yes,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),5,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Once a month,Distribution,Yes,Yes,Yes,Yes,No,No,Malnutrition,Malaria,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,32,4,2,6,7,6,13,8,5,13,Fees or costs,Work at the house,Work in the fields,NULL,Yes,5,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,7,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,13619,YB1605-016,Radio,NULL,Local leader/Community leader,NULL,<75%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
Nigeria,18,26/06/2017,YB,YOBE,YB16,YUNUSARI,YB1606,MAIRARI,HC1034,BULAMA BUKARTI,NULL,12.11009,13.09941,Host Communities,Host Communities,Host Communities,NULL,9/11/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,ABADAM,MALLAMFATORI KESSA,YOBE,YUNUSARI,DEKWA,9,59,2,1,3,4,6,10,7,10,17,10,19,29,0,0,0,2,5,0,0,1,1,3,0,1,0,0,0,0,0,0,41893,14/07/2015,No,NULL,BORNO,ABADAM,MALLAMFATORI KESSA,Place of origin,Lack of safety,None,None,None,>75%,<75%,None,None,<50%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (<10 mn),Yes,Timber/wood,Nails,Roofing sheets,NA,>50 %,Yes,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),6,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Once a month,Distribution,Yes,Yes,Yes,Yes,Yes,No,Malnutrition,Malaria,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,22,3,2,5,4,3,7,6,4,10,Fees or costs,Work at the house,Work in the fields,NULL,No,0,No,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,4,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,13621,YB1606-033,Radio,NULL,Local leader/Community leader,NULL,<75%,Morning,Information about needs in the community,Through direct Conversation,Distribution,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL,NULL
