country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,12,1/10/2016,BO,BORNO,BO05,BIU,BO0506,KENKEN,BO_S015,GGSS BIU,INFORMAL,12.1796,10.61525,Spontaneous,Camp,NULL,12/12/2015,Unknown,NULL,Yes,NULL,Public/Government,Tents,Yes,Yes,NULL,NULL,Yes,Local NGO,NRC,7039759242,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,BIU,BURATAI,NULL,NULL,NULL,315,1558,19,23,42,132,151,283,364,312,676,159,340,499,22,36,58,40,81,0,0,58,9,0,0,23,13,0,12/18/2015,08/13/2016,Yes,BORNO,BIU,BURATAI,Place of origin,Lack of safety,None,>75%,None,None,<25%,<25%,None,<50%,Kitchen sets,Blankets/Mats,Mosquito nets,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),12,Yes,Yes,Yes,Garbage pit,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malnutrition,Malaria,Fever,No,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,Farming,0,No,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Situation in areas of origin,No,2108
Nigeria,12,09/29/2016,BO,BORNO,BO16,KONDUGA,BO1602,DALORI / WANORI,BO_S016,FEDERAL TRAINING CENTER CAMP,FORMAL,13.22433,11.77867,Spontaneous,Collective Settlement/Centre,NULL,03/15/2015,Unknown,NULL,Yes,NULL,Public/Government,Tents,Yes,Yes,NULL,NULL,Yes,Government,NEMA/SEMA,8029600322,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,KASUGULA,BORNO,KONDUGA,KELUMIRI / NGALBI AMARI / YALE,4910,28972,483,968,1451,1258,2504,3762,3340,6788,10128,3877,7732,11609,664,1358,2022,567,1710,28,8,2022,13,22,2500,211,114,13,03/13/2015,04/15/2016,No,BORNO,BAMA,KASUGULA,Place of origin,House damaged/destroyed,<25%,<75%,<25%,<25%,None,None,None,>75%,Kitchen sets,Soap,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),274,Yes,Yes,Yes,Garbage pit,12,Yes,Yes but no soap/water inside,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Once a week,Distribution,Yes,Yes,Yes,Yes,Yes,Yes,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,Petty trade,246,No,No,No,Yes,No,Military,None,None,None,None,Assistance was physically inadequate for most vulnerable,2,1,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Site Management,Distribution,No,2058
Nigeria,12,09/30/2016,BO,BORNO,BO16,KONDUGA,BO1601,AUNO / CHABBOL,BO_S017,400 HOUSING ESATE GUBIO,FORMAL,13.0787,11.9033,Spontaneous,Collective Settlement/Centre,NULL,09/15/2015,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,No,NULL,NULL,Yes,Government,NEMA,8033208648,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,NGALA,GAMBORU 'B',BORNO,MARTE,MARTE,2345,11723,471,802,1273,2115,2155,4270,1419,1704,3123,1215,1420,2635,210,212,422,481,1331,352,24,422,347,0,271,403,122,201,5/9/2015,5/9/2016,No,BORNO,NGALA,GAMBORU 'B',Place of origin,Lack of safety,None,<50%,None,>75%,None,<75%,<50%,>75%,Hygiene kits,Mosquito nets,Blankets/Mats,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,Yes,Yes,Yes,Burning,175,No,Yes,Yes,Yes,Yes,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,No,Yes,Yes,No,Malaria,Fever,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,Petty trade,200,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,Not enough assistance for all entitled,3,2,Yes,Yes,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Radio/news,Shelter,No,2032
Nigeria,12,09/28/2016,BO,BORNO,BO13,JERE,BO1304,DUSUMAN,BO_S018,FARM CENTRE,INFORMAL,13.21455,11.86189,Spontaneous,Collective Settlement/Centre,NULL,8/3/2015,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Yes,Government,SEMA,7034795366,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MAFA,MA'AFA,BORNO,JERE,DUSUMAN,2443,12215,201,168,369,565,1044,1609,1800,3381,5181,1321,2978,4299,389,368,757,336,387,10,5,757,76,98,171,105,35,31,8/3/2015,07/21/2016,Yes,BORNO,NULL,NULL,Place of origin,Lack of safety,<25%,<25%,<25%,<75%,None,None,<25%,>75%,Kitchen sets,Blankets/Mats,Hygiene kits,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Good (Hygienic),300,Yes,Yes,Yes,Burning,6,Yes,Yes,Yes,Yes,No,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,Yes,Yes,Yes,Yes,Malaria,Diarrhea,Cough,Yes,Yes,On-site (<3 km),NGO,Yes,Off-site,<1 km,<25%,Daily labourer,1600,Yes,Yes,Yes,Yes,Yes,Military,Friction anmong site residents,Domestic violence,None,None,Fighting between recipients at distribution points,0,1,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Distribution,No,2081
Nigeria,12,09/27/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2113,MAISANDARI,BO_S019,CAN CATHOLIC SECRETARIAT,INFORMAL,13.1393,11.7891,Spontaneous,Collective Settlement/Centre,NULL,11/6/2014,Unknown,NULL,Yes,NULL,Public/Government,Community center,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,ADAMAWA,MADAGALI,MADAGALI,BORNO,GWOZA,PULKA/BOKKO,42,218,4,6,10,14,17,31,33,56,89,42,41,83,2,3,5,8,26,0,2,5,1,0,0,5,7,0,08/14/2014,2/9/2016,Yes,ADAMAWA,MADAGALI,MADAGALI,Place of origin,Lack of safety,None,<25%,<25%,>75%,None,<50%,<25%,>75%,Plastic sheeting,Bucket/Jerry Can,Hygiene kits,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),3,No,No,No,Burning,0,No,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,No,No,No,Yes,No,Malaria,Fever,Cough,Yes,Yes,Off-site (<3 km),NGO,Yes,Off-site,<5 km,<75%,Daily labourer,42,Yes,No,No,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Situation in areas of origin,No,2011
Nigeria,12,09/28/2016,BO,BORNO,BO13,JERE,BO1307,MASHAMARI,BO_S020,GONI KACHALLARI PW,INFORMAL,13.20934,11.85751,Spontaneous,Camp,NULL,5/8/2015,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Yes,Government,SEMA,8066774548,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MAFA,MAFA,BORNO,MAFA,MAFA,280,1422,21,26,47,97,105,202,281,301,582,251,270,521,37,33,70,70,115,4,3,70,23,24,110,96,17,6,5/8/2015,10/7/2016,Yes,BORNO,MAFA,MAFA,Place of origin,House damaged/destroyed,None,<25%,<25%,>75%,None,None,None,<75%,Kitchen sets,Blankets/Mats,Hygiene kits,On-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Good (Hygienic),48,Yes,Yes,Yes,No waste disposal system,0,Yes,Yes,Yes,Yes,No,No,"Yes, on site",Yes,Once a month,Distribution,Yes,Yes,Yes,Yes,Yes,Yes,Malaria,Cough,Skin disease,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<50%,Daily labourer,150,Yes,Yes,No,Yes,No,Military,None,None,None,None,Fighting between recipients at distribution points,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Distribution,No,2089
Nigeria,12,09/29/2016,BO,BORNO,BO16,KONDUGA,BO1602,DALORI / WANORI,BO_S021,250 HOUSING ESTATE,FORMAL,13.23832,11.76899,Planned,Collective Settlement/Centre,NULL,1/2/2014,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Yes,Government,NEMA/SEMA ,8091697848,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,BAMA,KASUGULA,BORNO,KONDUGA,KELUMIRI / NGALBI AMARI / YALE,1712,10271,239,491,730,504,1022,1526,854,1694,2548,1427,3532,4959,183,325,508,137,1150,9,7,508,7,36,863,11,23,7,1/2/2014,06/20/2016,No,BORNO,KONDUGA,KELUMIRI / NGALBI AMARI / YALE,Place of origin,House damaged/destroyed,None,<25%,<25%,<75%,<25%,>75%,<25%,<75%,Soap,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),200,Yes,Yes,Yes,Burning,35,No,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Every 2 weeks,Distribution,Yes,Yes,Yes,Yes,Yes,No,Fever,Cough,Malaria,Yes,Yes,On-site (<3 km),INGO,Yes,On-site,<1 km,<75%,Petty trade,172,Yes,No,No,Yes,No,Military,None,None,None,None,Assistance was physically inadequate for most vulnerable,1,1,Yes,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Site Management,Access to services,Yes,2035
Nigeria,12,10/26/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2101,BOLORI  I,BO_S024,GARBA BUZU QRT,INFORMAL,13.1116,11.8508,Spontaneous,Collective Settlement/Centre,NULL,12/11/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,No,Yes,Yes,No,No,Yes,BORNO,MAFA,LOSKURI,BORNO,BAMA,KASUGULA,872,4374,119,87,206,457,437,894,782,880,1662,708,815,1523,52,37,89,74,632,27,34,89,0,57,0,107,12,0,12/7/2014,6/9/2016,No,BORNO,MAFA,LOSKURI,Place of origin,Lack of safety,<25%,<25%,<25%,>75%,None,>75%,<25%,<75%,Hygiene kits,Kitchen sets,Mosquito nets,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),4,Yes,Yes,No,Burning,6,Yes,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,Yes,No,No,Yes,No,No,Malaria,Fever,Diarrhea,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<1 km,>75%,Daily labourer,4,Yes,No,No,Yes,No,Self organized,None,None,None,None,Fighting between recipients at distribution points,0,0,No,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Families/Friends,Safety and Security,No,2084
Nigeria,12,09/26/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2101,BOLORI  I,BO_S025,SABONGARI BUZU CAMP,INFORMAL,13.1089,11.8476,Spontaneous,Collective Settlement/Centre,NULL,6/10/2014,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,Yes,No,NULL,NULL,No,NULL,NA,NULL,No,No,Yes,No,Yes,No,Yes,No,No,BORNO,MAFA,LOSKURI,BORNO,KONDUGA,KONDUGA,157,770,25,32,57,73,97,170,119,127,246,112,122,234,41,22,63,21,84,12,1,63,0,19,0,24,15,0,11/5/2014,NULL,No,BORNO,MAFA,LOSKURI,Place of origin,Lack of food,<25%,<25%,<75%,<50%,None,<50%,None,<50%,Kitchen sets,Blankets/Mats,Soap,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,Yes,Yes,Yes,Burning,20,Yes,Yes,Yes,Yes,Yes,Yes,"Yes, off site",No,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Fever,Diarrhea,No,Yes,On-site (<3 km),NGO,Yes,Off-site,<5 km,<75%,Daily labourer,0,No answer,Yes,No,Yes,No,Self organized,None,None,None,None,Assistance was physically inadequate for most vulnerable,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Authorities,Safety and Security,No,2064
Nigeria,12,09/27/2016,BO,BORNO,BO02,ASKIRA / UBA,BO0206,LASSA,BO_S027,CENTRAL PRI SCH,INFORMAL,13.15368,10.50937,Pre Identified/For Relocation,Collective Settlement/Centre,NULL,9/10/2013,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,No,No,No,No,No,BORNO,ASKIRA / UBA,DILLE / HUYUM,NULL,NULL,NULL,186,971,17,14,31,87,44,131,208,189,397,192,216,408,2,2,4,16,31,0,0,4,0,0,0,9,6,0,9/10/2013,06/27/2016,Yes,BORNO,ASKIRA / UBA,DILLE / HUYUM,Place of origin,Lack of safety,None,None,<75%,<50%,None,<50%,None,<50%,Mosquito nets,Kitchen sets,Blankets/Mats,Off-site (<10 mn),<50 %,No,Lake/dam,Lake/dam,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),2,Yes,Yes,Yes,Garbage pit,1,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,Unknown,Unknown,Unknown,Malaria,Cough,Fever,No,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<50%,Farming,103,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Situation in areas of origin,No,2039
Nigeria,12,09/24/2016,BO,BORNO,BO14,KAGA,BO1402,BENISHEIKH,BO_S028,G.S.S BENISHEIK,FORMAL,12.47642,11.80053,Spontaneous,Collective Settlement/Centre,NULL,12/14/2015,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,Yes,Armed Forces,ST. SGT ABUBAKAR,NA,No,No,Yes,No,Yes,No,Yes,Yes,No,BORNO,KAGA,DONGO,BORNO,KAGA,DOGOMA / JALORI,688,3441,205,315,520,421,508,929,220,257,477,565,710,1275,63,177,240,160,599,58,5,240,0,71,55,46,78,15,11/7/2014,11/22/2014,No,BORNO,KAGA,DONGO,Place of origin,Lack of safety,None,<25%,<25%,>75%,None,<25%,<50%,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),193,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Malnutrition,Diarrhea,No,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,<50%,Farming,1426,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,2021
Nigeria,12,09/24/2016,BO,BORNO,BO14,KAGA,BO1402,BENISHEIKH,BO_S029,LOW COST / SDP,INFORMAL,12.49541,11.8032,Spontaneous,Collective Settlement/Centre,NULL,02/23/2015,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,Yes,No,No,No,No,No,Yes,BORNO,KAGA,NULL,BORNO,KAGA,MARGUBA,298,1490,16,18,34,216,236,452,295,212,507,222,264,486,5,6,11,77,39,12,0,11,1,0,7,26,11,0,02/23/2015,06/20/2016,No,BORNO,KAGA,NULL,Place of origin,Lack of safety,None,<25%,<25%,>75%,None,<50%,<25%,<50%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),18,Yes,Yes,Yes,Burning,3,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cultivated,No,No,No,No,No,No,Malaria,Malnutrition,Diarrhea,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,Farming,0,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,2013
Nigeria,12,1/10/2016,BO,BORNO,BO05,BIU,BO0506,KENKEN,BO_S032,VTC CAMP ''B'',FORMAL,12.1726,10.61631,Spontaneous,Camp,NULL,06/14/2014,Unknown,NULL,Yes,NULL,Public/Government,Tents,Yes,Yes,NULL,NULL,Yes,Local NGO,NRC,806740070,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,DAMBOA,NULL,BORNO,BIU,BURATAI,219,1097,16,27,43,74,90,164,251,258,509,135,203,338,21,22,43,46,73,0,0,43,4,0,0,9,6,0,06/14/2014,09/21/2016,Yes,BORNO,DAMBOA,NULL,Place of origin,Lack of safety,None,>75%,None,None,<25%,<50%,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),10,Yes,Yes,Yes,Garbage pit,0,Yes,Yes but no soap/water inside,No,Yes,No,No,"Yes, on site",Yes,Irregular,Distribution,No,No,No,No,No,No,Malaria,Malnutrition,Fever,No,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<25%,Farming,0,No,No,Yes,Yes,Yes,Local Authorities,Friction anmong site residents,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Situation in areas of origin,No,2107
Nigeria,12,09/24/2016,BO,BORNO,BO13,JERE,BO1304,DUSUMAN,BO_S033,MUNA PRIMARY,INFORMAL,13.24045,11.86644,Spontaneous,Collective Settlement/Centre,NULL,1/9/2014,Unknown,NULL,Yes,NULL,Public/Government,School,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,Yes,No,Yes,Yes,No,No,No,No,No,BORNO,MARTE,MUSUNE,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,80,412,19,17,36,50,42,92,50,43,93,67,74,141,29,21,50,9,49,22,1,50,0,0,0,10,1,0,09/19/2014,08/20/2016,No,BORNO,MARTE,MUSUNE,Place of origin,Lack of safety,None,<50%,<50%,<25%,None,None,None,<25%,Blankets/Mats,Kitchen sets,Mosquito nets,On-site (<10 mn),<50 %,Yes,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),6,No,No,Yes,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Once a month,Cash,No,No,No,No,No,No,Malaria,Diarrhea,Fever,No,No,None,None,No,Off-site,<1 km,None,Daily labourer,35,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,Yes,No,No,No,No,Excellent,Excellent,No lighting,No,N/A,NULL,Radio/news,Distribution,No,2096
Nigeria,12,09/24/2016,BO,BORNO,BO13,JERE,BO1311,MAIRI,BO_S034,UNI GUEST MAIN,INFORMAL,13.18632,11.81152,Spontaneous,Collective Settlement/Centre,NULL,01/14/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,Yes,Yes,Yes,No,Yes,BORNO,KONDUGA,KAWURI,BORNO,KONDUGA,KONDUGA,51,143,7,6,13,19,13,32,14,18,32,30,34,64,1,1,2,3,24,0,0,2,1,3,5,24,12,5,01/14/2014,12/7/2016,No,BORNO,KONDUGA,KAWURI,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,<75%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Fever,Malaria,Malnutrition,No,No,None,None,Yes,Off-site,<2 km,<50%,Daily labourer,23,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Excellent,No lighting,No,N/A,NULL,Local Leader,Other relief assistance,No,2098
Nigeria,12,9/9/2016,BO,BORNO,BO13,JERE,BO1302,BALE GALTIMARI,BO_S035,AJIJARI,INFORMAL,13.18152,11.79534,Spontaneous,Collective Settlement/Centre,NULL,08/14/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,Yes,Yes,No,No,Yes,BORNO,KONDUGA,DAWA EAST / MALARI / KANGAMARI,BORNO,JERE,ALAU,108,400,6,12,18,44,53,97,28,29,57,103,110,213,5,10,15,19,38,3,1,15,0,0,0,0,0,0,08/14/2014,11/7/2016,Yes,BORNO,KONDUGA,NULL,Place of origin,Lack of safety,None,<25%,None,<75%,None,<50%,<25%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),20,Yes,Yes,Yes,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (<3 km),NGO,Yes,Off-site,<1 km,<25%,Petty trade,18,Yes,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Situation in areas of origin,No,2104
Nigeria,12,09/26/2016,BO,BORNO,BO13,JERE,BO1311,MAIRI,BO_S036,BAKIN KOGI CAMP,INFORMAL,13.18189,11.80927,Spontaneous,Collective Settlement/Centre,NULL,08/14/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,Yes,No,No,No,No,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,BORNO,MONGUNO,MONGUNO,48,189,6,7,13,14,26,40,35,43,78,27,26,53,2,3,5,5,15,0,0,5,0,0,0,0,0,0,08/14/2014,09/15/2016,No,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,Place of origin,Lack of safety,<25%,None,None,>75%,None,<50%,<50%,<25%,Blankets/Mats,Mosquito nets,Kitchen sets,Off-site (>10 mn),<50 %,No,Piped water supply,Piped water supply,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Fever,Malaria,Other,No,No,None,None,Yes,Off-site,<1 km,<75%,Petty trade,28,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Other relief assistance,No,2087
Nigeria,12,09/29/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2110,LAMISULA/JABBA MARI,BO_S039,DUJIMA CAMP,INFORMAL,13.14016,11.84951,Spontaneous,Collective Settlement/Centre,NULL,6/7/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,No,NULL,NULL,NULL,No,No,No,No,Yes,No,Yes,No,Yes,BORNO,GWOZA,ASHIGASHIYA,BORNO,GWOZA,ASHIGASHIYA,33,158,12,13,25,8,6,14,23,26,49,34,28,62,3,5,8,7,29,0,0,8,9,0,2,6,1,0,6/7/2014,2/8/2016,No,BORNO,GWOZA,ASHIGASHIYA,Place of origin,Accessibility,<25%,None,<50%,>75%,None,<25%,None,<25%,Blankets/Mats,Kitchen sets,Mosquito nets,Off-site (<10 mn),<50 %,No,Lake/dam,Lake/dam,10 - 15 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),2,No,No,No,No waste disposal system,0,Yes,Yes,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Other,No,No,None,None,Yes,Off-site,<2 km,<25%,Daily labourer,107,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Good,No lighting,No,N/A,NULL,Local Leader,Other relief assistance,No,1990
Nigeria,12,8/9/2016,BO,BORNO,BO21,MAIDUGURI M. C.,BO2102,BOLORI  II,BO_S040,DCC SHUWARI,FORMAL,13.11736,11.84407,Spontaneous,Collective Settlement/Centre,NULL,7/4/2014,Unknown,NULL,Yes,NULL,Private Building,Tents,Yes,Yes,NULL,NULL,Yes,Government,NEMA,8076357925,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,BORNO,GWOZA,NULL,BORNO,ASKIRA / UBA,LASSA,114,494,10,17,27,63,51,114,96,116,212,55,59,114,11,16,27,13,84,0,1,27,0,0,3,22,7,0,7/4/2014,4/8/2016,Yes,BORNO,GWOZA,NULL,Place of origin,Lack of safety,None,>75%,<25%,<25%,None,<50%,<75%,<75%,Kitchen sets,Blankets/Mats,Soap,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Good (Hygienic),17,Yes,Yes,Yes,Garbage pit,2,No,Yes,Yes,Yes,No,No,"Yes, on site",Yes,Irregular,Distribution,Yes,Yes,No,Yes,No,No,Fever,Malaria,Cough,Yes,Yes,Off-site (<3 km),INGO,Yes,Off-site,<1 km,<75%,Farming,6,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,1,1,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Situation in areas of origin,No,2019
