round,country,survey_date,site_id,site_name,site_region,site_provence,site_district,site_latitude,site_longitude,site_location,site_class,site_type,site_shelter,smc_exist,smc_community,sma_exist,sma_name,sma_type,site_status,shelter_rem,site_electricty,water_operational,n_family,n_infants_male,n_infants_female,n_child_male,n_child_female,n_youth_male,n_youth_female,n_adult_male,n_adult_female,n_elder_male,n_elder_female,n_total,n_pregnant,n_lactating,n_physical_dis,n_mental_dis,n_chronic_ill,n_hoh_child,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,idp_leaving,return_area,origin_region,origin_province,origin_district,per_hh_outside,per_hh_tents,per_hh_makeshift,per_hh_indoors,water_location,n_latrine,latrine_gender,bathing_gender,food_freq,food_sup_lac,food_sup_child,food_source,health_issue,health_issue_b,edu_access_i,edu_distance,per_sch,sec_provided,sec_reported,gbv_report,site_lighting,info_main,job_abr,job_farm,job_cattle,job_fishing,job_business
2,Haiti,22/06/17,822-01-S008,Site Latanier,Grande Anse,Dame-Marie,Bariadelle,18.51216,-74.44516,Route simetyÅ_,Spontaneous,Group Sites,Makeshift,No,No,No,Unknown,Unknown,No,shelter,No electricity,No running water,21,0,0,5,7,10,9,24,16,3,2,76,0,0,1,0,0,0,0,1,0,3,1,Yes,Place of Origin,Grande Anse,Dame-Marie,Bariadelle,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,22/06/17,822-03-S001,Ecole Evangelique,Grande Anse,Dame-Marie,Desormeau,,,Sur la route principale de Dame Marie,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Desormeau,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,23/06/17,822-05-S004,Ecole Nationale de lay_,Grande Anse,Dame-Marie,Petite Riviere,18.55627,-74.42621,Dame-Marie,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,101,20,10,40,20,43,44,60,30,20,12,400,0,9,2,2,1,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Petite Riviere,Unknown,Unknown,Unknown,Unknown,Unknown,6,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,23/06/17,,Lycee National de Moron,Grande Anse,Moron,Sources Chaudes,18.55568,-74.27043,Dtoulanj,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/06/17,831-02-S004,Eglise Baptiste Fond-Icaque,Grande Anse,Corail,Duquillon,18.53279,-73.95569,Sur la route de Corail,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Corail,Duquillon,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/06/17,823-02-S001,Chapelle St Augustin,Grande Anse,Corail,Champy (Nan Campeche,,,Sur la route de Corail,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Corail,Champy (Nan Campeche,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,23/06/17,814-00-S006,Eglise Baptiste MEBSH,Grande Anse,Moron,Anote / Tapion,18.55967,-74.25825,Moron,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Anote / Tapion,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,23/06/17,,College Albert Saindoux,Grande Anse,Moron,Anote / Tapion,18.56006,-74.25761,Moron,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Place of Origin,Grande Anse,Moron,Anote / Tapion,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,23/06/17,814-00-S005,Ecole Nationale Mixte de Moron,Grande Anse,Moron,Sources Chaudes,18.56441,-74.25122,Moron,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,23/06/17,711-01-S018,Ecole Nationale Dumassais Estim_,Grande Anse,Jeremie,Marfranc / Grande Ri,18.61008,-74.16657,Ravine blanche,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Marfranc / Grande Ri,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,23/06/17,,Chapelle Notre Dame de Lourdes,Grande Anse,Moron,Sources Chaudes,18.56086,-74.25722,Rue Chavenet,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Generator",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,23/06/17,,Mairie de Moron,Grande Anse,Moron,Sources Chaudes,18.56088,-74.25756,Rue Chavenet,Spontaneous,Group Sites,Town Hall,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,23/06/17,,Ecole Bon Berger,Grande Anse,Moron,Sources Chaudes,18.55981,-74.25877,Rue Cimetiere,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Moron,Sources Chaudes,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/07/17,,Ecole Chretienne,Grande Anse,Jeremie,Fond Rouge De Torbec,18.65968,-74.14037,Sur la route de l'aviation,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,12,0,1,2,3,5,3,8,5,0,2,27,0,1,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Off-site (>20 minutes),3,Yes,No,Unknown,Unknown,Unknown,Food Distribution,Malaria,Malaria,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/08/17,811-09-S012,Kay Ancelet,Grande Anse,Jeremie,Fond Rouge De Torbec,18.65985,-74.12445,Sur la route de l'aviation,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Scarcely","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/07/17,811-09-S037,Ecole Christ Roi MEBSH,Grande Anse,Jeremie,Fond Rouge De Torbec,,,Sur la route de l'aviation,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Reinforced Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/07/17,,College Sainte Brigitte,Grande Anse,Jeremie,Fond Rouge De Torbec,18.6632,-74.1574,Sur la route de l'aviation,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/08/17,,Janvier Mozard,Grande Anse,Jeremie,Fond Rouge De Torbec,,,Sur la route de l'aviation,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,"Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/07/17,,Ecole Notre Dame de L'Assomption,Grande Anse,Jeremie,Fond Rouge De Torbec,,,Sur la route de l'aviation,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/07/17,811-09-S043,College Jean BriÅ_re,Grande Anse,Jeremie,Fond Rouge De Torbec,,,Sur la route de l'aviation,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/09/17,811-09-S049,Restaurant Bec's,Grande Anse,Jeremie,Fond Rouge De Torbec,18.6496887,-74.1291332,Sur la route de l'aviation prolong_,Planned,Group Sites,Restaurant,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Generator",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/09/17,,Eglise K-fou Prens,Grande Anse,Jeremie,Fond Rouge De Torbec,18.6496877,-74.1291342,Sur la route de l'aviation prolong_e,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/12/17,811-08-S013,Ecole Danilou,Grande Anse,Jeremie,Fond Rouge Daiyer,18.64264,-74.12092,Sur la route de l'HHF,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,"Yes, Regularly","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,23/06/17,831-01-S001,Ecole Nationale Nouvel Marfranc,Grande Anse,Jeremie,Marfranc / Grande Ri,18.58515,-74.21072,Sur la route de Marfranc,Spontaneous,Group Sites,School,No,No,Unknown,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Marfranc / Grande Ri,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,27/06/17,815-01-S001,Ecole Maria Gorethie,Grande Anse,Chambellan,Boucan,18.55079,-74.30721,Chambellan,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Chambellan,Boucan,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,27/06/17,815-01-S004,Lycee de chambellan,Grande Anse,Chambellan,Boucan,18.54944,-74.30915,Chambellan,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Chambellan,Boucan,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,27/06/17,815-01-S005,Eglise Aventiste,Grande Anse,Chambellan,Boucan,18.55078,-74.31314,Chambellan,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Chambellan,Boucan,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,27/06/17,811-04-S002,Ecole Nationale Baliverne,Grande Anse,Dame-Marie,Baliverne,18.57101,-74.38746,Dame-Marie,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Baliverne,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,27/06/17,,Ecole Nationale de la Hate,Grande Anse,Dame-Marie,Petite Riviere,18.58309,-74.36813,Dame-Marie,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Petite Riviere,Unknown,Unknown,Unknown,Unknown,Unknown,3,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,27/06/17,822-04-S003,Step by Step Ecole classique,Grande Anse,Dame-Marie,Baliverne,18.58484,-74.41357,Dame-Marie,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Baliverne,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/08/17,811-09-S054,Maison madame Louis Antoine,Grande Anse,Jeremie,Fond Rouge De Torbec,18.6496894,-74.129133,Sur la route de rochasse,Spontaneous,Group Sites,Private House,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Generator","Yes, Water Truck",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge De Torbec,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,27/06/17,822-05-S003,Eglise Catholique de petite riviÅ_re,Grande Anse,Dame-Marie,Petite Riviere,18.59476,-74.41659,Dame-Marie,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,"Yes, Generator",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Dame-Marie,Petite Riviere,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,27/06/17,815-01-S006,Eglise Baptiste chambellan,Grande Anse,Chambellan,Dejean,18.54943,-74.30916,Sur la route de chambellan,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,"Yes, Generator",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Chambellan,Dejean,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,06/01/17,,Lyc_e des Abricots,Grande Anse,Abricots,Balisier,16.4339,-74.29239,Sur la route des Abricots,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Abricots,Balisier,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,27/06/17,815-01-S008,Mairie de chambellan,Grande Anse,Chambellan,Boucan,18.55047,-74.31364,Sur la route de chambellan,Spontaneous,Group Sites,Town Hall,No,Unknown,Unknown,Unknown,Unknown,No,Reinforced Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Chambellan,Boucan,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,27/06/17,815-01-S003,Ecole philantropique,Grande Anse,Chambellan,Boucan,18.55261,-74.29873,Sur la route de chambellan,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Chambellan,Boucan,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,27/06/17,815-01-S002,Ecole Nationale Nouvelle de chambellan,Grande Anse,Chambellan,Dejean,18.55079,-74.30723,Sur la route de chambellan Åç l'entr_e,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Chambellan,Dejean,Unknown,Unknown,Unknown,Unknown,Unknown,4,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,27/06/17,815-01-S007,Eglise Catholique de chambellan,Grande Anse,Chambellan,Dejean,18.55111,-74.313,Sur la route de chambellan Åç l'entr_e,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,"Yes, Generator",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Chambellan,Dejean,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,28/06/17,811-08-S012,College St Louis,Grande Anse,Jeremie,Fond Rouge Daiyer,18.64309,-74.11722,Rochasse,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,"Yes, Regularly","Yes, National Water and Sanitation Company ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Jeremie,Fond Rouge Daiyer,Unknown,Unknown,Unknown,Unknown,Unknown,6,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,29/06/17,812-02-S006,Eglise Catholique Abricots,Grande Anse,Abricots,Balisier,18.65013,-74.30727,A cŒét_ de la place,Spontaneous,Group Sites,Church,No,No,No,Unknown,Unknown,No,Wooden Building,"Yes, Generator",No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Abricots,Balisier,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,29/06/17,,Fondation paradis des Indiens,Grande Anse,Abricots,Danglise,18.65302,-74.30399,A l'entr_e de Cimetiere des Abricots,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Concrete,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Abricots,Danglise,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
2,Haiti,29/06/17,,Ecole Nationale Baptiste,Grande Anse,Abricots,Balisier,18.61538,-74.3008,Abricots,Spontaneous,Group Sites,School,No,No,No,Unknown,Unknown,No,Wooden Building,No electricity,No running water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Place of Origin,Grande Anse,Abricots,Balisier,Unknown,Unknown,Unknown,Unknown,Unknown,2,Unknown,Unknown,Unknown,Unknown,Unknown,Market,None,None,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0%,0%,0%,0%
