country,round,site_region,site_province,site_district,n_family,n_total,site_type,,,,site_id
Nigeria,1,GOMBE,YALMALTU/ DEBA,GWANI / SHINGA / WADE,8,39,HC,2014,1 - Insurgency,BO,
Nigeria,1,GOMBE,YALMALTU/ DEBA,HINNA,8,20,HC,2014,1 - Insurgency,BO,
Nigeria,1,GOMBE,YALMALTU/ DEBA,JAGALI NORTH,12,57,HC,2014,1 - Insurgency,BO,
Nigeria,1,GOMBE,YALMALTU/ DEBA,KURI /LANO / LAMBAM,10,36,HC,2014,1 - Insurgency,BO,
Nigeria,1,GOMBE,YALMALTU/ DEBA,ZAMBUL / KWALI,13,56,HC,2014,1 - Insurgency,BO,
Nigeria,1,TARABA,ARDO - KOLA,JAURO YINU,93,485,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,ARDO - KOLA,JAURO YINU,13,47,C,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,ARDO - KOLA,LAMIDO BORNO,192,830,HC,2014,1 - Insurgency,BO,
Nigeria,1,TARABA,ARDO - KOLA,MAYO RANEWO,137,683,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,ARDO - KOLA,SARKIN DUTSE,88,412,HC,2014,1 - Insurgency,BO,
Nigeria,1,TARABA,ARDO - KOLA,SUNKANI,70,350,HC,2014,1 - Insurgency,TR,
Nigeria,1,TARABA,BALI,BALI  A,48,322,HC,2014,1 - Insurgency,TR,
Nigeria,1,TARABA,BALI,BALI  A,30,130,C,2014,2 - Community Clashes,AD,
Nigeria,1,TARABA,BALI,BALI B,31,265,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,BALI,BALI B,20,100,C,2014,2 - Community Clashes,AD,
Nigeria,1,TARABA,BALI,GANG DOLE,42,299,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,BALI,GANGTIBA,21,208,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,BALI,KAIGAMA,98,635,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,BALI,MAIHULA,59,458,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,DONGA,AKATE,262,913,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,DONGA,ASIBITI,220,830,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,DONGA,GINDIN DUTSE,55,320,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,DONGA,GYATTA AURE,113,563,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,DONGA,BIKADARKO,160,432,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,DONGA,MARARRABA,210,800,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,DONGA,NYITA,45,300,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,GASHAKA,GANGUMI,320,1207,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,GASHAKA,GARBABI,330,1462,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,GASHAKA,GAYAM,280,800,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,GASHAKA,JAMTARI,251,1000,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,GASHAKA,MAYO SELBE,321,1322,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,GASHAKA,SERTI 'A',232,1300,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,GASHAKA,SERTI 'B',246,753,HC,2014,2 - Community Clashes,AD,
Nigeria,1,TARABA,GASSOL,MUTUM BIYU I,80,1750,C,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,GASSOL,MUTUM BIYU I,158,1151,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,GASSOL,MUTUM BIYU II,631,2301,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,GASSOL,NAM NAI,73,876,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,GASSOL,SABON GIDA,253,2860,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,GASSOL,WURYO,512,7321,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,IBI,DAMPAR I,107,500,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,IBI,IBI NWONYO I,180,1600,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,IBI,IBI NWONYO II,120,1400,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,IBI,IBI RIMI UKU I,110,1000,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,IBI,IBI RIMI UKU II,100,939,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,JALINGO,BARADE,372,2860,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,JALINGO,KACHALLA SEMBE,291,1897,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,JALINGO,KONA,882,5727,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,JALINGO,KONA,43,215,C,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,JALINGO,MAJIDADI,4,37,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,JALINGO,SARKIN DAWAKI,1,9,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,JALINGO,SINTALI,49,425,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,JALINGO,TURAKI 'A',53,265,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,JALINGO,TURAKI 'B',200,1000,C,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,JALINGO,TURAKI 'B',316,1580,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,KARIM-LAMIDO,BIKWIN,15,60,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,KARIM-LAMIDO,JEN ARDIDO,26,216,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,KARIM-LAMIDO,"KARIM ""A""",52,371,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,KURMI,ABONG,31,192,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,KURMI,AKWENTO/BOKO,117,586,HC,2013,3 - Natural Disaster,TR,
Nigeria,1,TARABA,KURMI,ASHUKU/ENEME,35,177,HC,2014,3 - Natural Disaster,TR,
Nigeria,1,TARABA,KURMI,BAISSA,174,1092,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,KURMI,BISSAULA,70,349,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,KURMI,DIDAN,24,120,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,KURMI,NDAFORO/GEANDA,32,160,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,LAU,ABBARE I,14,163,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,LAU,ABBERE II,15,111,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,LAU,JIMLARI,5,45,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,LAU,LAU I,19,272,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,LAU,LAU I,1,60,C,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,LAU,MAYO LOPE,6,66,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,TAKUM,BETE,48,168,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,TAKUM,CHANCHANJI,202,1020,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,TAKUM,DUTSE,80,283,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,TAKUM,FETE,45,198,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,TAKUM,GAHWETON,150,1159,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,TAKUM,BIKASHIBILA,561,2529,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,TAKUM,MANYA,78,240,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,TAKUM,ROGO,267,772,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,TAKUM,SHIBONG,321,935,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,TAKUM,TIKARI,219,1059,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,TAKUM,YUKUBEN,35,115,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,USSA,FIKYU,59,389,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,USSA,KWESATI,30,210,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,USSA,LISSAM I,80,250,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,USSA,LISSAM II,200,1220,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,USSA,LUMBU,50,268,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,WUKARI,BANTAJE,154,1832,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,WUKARI,HOSPITAL,1600,3200,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,WUKARI,JIBU,105,1081,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,WUKARI,KENTE,50,917,C,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,WUKARI,KENTE,1138,2983,HC,2013,2 - Community Clashes,TR,
Nigeria,1,TARABA,WUKARI,PUJE,90,1121,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,WUKARI,PUJE,31,74,C,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,WUKARI,TSOKUNDI,250,1450,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,YORRO,PANTISAWA I,8,37,HC,2014,1 - Insurgency,BO,
Nigeria,1,TARABA,YORRO,PUPULE II,6,35,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,YORRO,SUMBU I,11,98,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,ZING,BUBONG,27,250,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,ZING,ZING AI,96,630,HC,2014,1 - Insurgency,AD,
Nigeria,1,TARABA,ZING,ZING AII,6,27,HC,2014,2 - Community Clashes,TR,
Nigeria,1,TARABA,ZING,ZING B,25,261,HC,2014,1 - Insurgency,AD,
Nigeria,1,YOBE,BADE,DAGONA,96,346,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,BADE,GWIO-KURA,132,495,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,BADE,LAWAN AUDU/LAWAN AL - WALI,571,2446,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,BADE,LAWAN FANNAMI,275,1356,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,BADE,LAWAN MUSA,712,5150,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,BADE,SARKIN HAUSAWA,214,1271,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,BADE,USUR/DAWAYO,302,2118,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,BADE,ZANGON MUSA/ZANGO UMARU,571,2446,HC,2013,1 - Insurgency,BO,
Nigeria,1,YOBE,BURSARI,BAYAMARI,35,250,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,BURSARI,DAMNAWA/JULURI,27,84,HC,2013,1 - Insurgency,BO,
Nigeria,1,YOBE,BURSARI,DANANI,24,87,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,BURSARI,DAPCHI,170,350,HC,2012,1 - Insurgency,YB,
Nigeria,1,YOBE,BURSARI,GARUN DOLE / GARIN ALKALI,70,120,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,BURSARI,GUBA,30,98,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,BURSARI,GUJI / METALARI,40,120,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,BURSARI,KALIYARI,60,190,HC,2013,1 - Insurgency,BO,
Nigeria,1,YOBE,BURSARI,KURNAWA,24,95,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,BURSARI,MASABA,70,120,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,DAMATURU,BINDIGARI/FAWARI,1264,6400,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,DAMATURU,DAMATURU CENTRAL,2513,12566,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,DAMATURU,MAISANDARI/WAZIRI IBRAHIM ESTATE,600,4460,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,DAMATURU,MURFA KALAM,400,2100,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,DAMATURU,NAYINAWA,1405,7228,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,DAMATURU,NJIWAJI/GWANGE,936,4714,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FIKA,DAYA/CHANA,28,257,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FIKA,FIKA/ANZE,140,1106,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FIKA,GADAKA/SHEMBIRE,121,680,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FIKA,GUDI / DOZI / GODO WOLI,4,34,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FIKA,JANGA / BOZA / FA. SAWA / T. NAN,27,215,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FIKA,MUBI / FUSAMI / GARIN WAYO,7,36,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FIKA,NGALDA/DUMBULWA,114,1031,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FIKA,SHOYE/GARIN ABA,24,159,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FIKA,TURMI / MALURI,13,89,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FIKA,ZANGAYA/MAZAWAUN,5,43,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FUNE,ABAKIRE / NGENLSHENGELE / SHAMKA,280,1403,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FUNE,ALAGARNO,94,523,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FUNE,DAMAGUM TOWN,783,3918,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FUNE,DAURA/BULANYIWA/DUBBUL/BAUWA,107,541,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FUNE,DOGON KUKA/GISHIWARI/GUNUNU,123,681,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FUNE,GABA TASHA/AIGADA/DUMBULWA,53,266,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FUNE,JAJERE/BANELLEWA/BABBARE,340,1750,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FUNE,KAYERI,84,481,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FUNE,KOLLERE/KAFAJE,162,873,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,FUNE,MASHIO,124,621,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,GEIDAM,ASHEIKRI,775,3906,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,GEIDAM,BALLE/GALLABA/MELERI,516,2994,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,GEIDAM,HAUSARI,1017,5129,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,GEIDAM,KAWURI,630,3187,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,GEIDAM,MA'ANNA/DAGAMBI,197,991,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,GUJBA,BUNIGARI/LAWANTI,50,250,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,50,270,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,GUJBA,DADINGEL,37,173,HC,2013,1 - Insurgency,BO,
Nigeria,1,YOBE,GUJBA,GONIRI,80,400,HC,2013,1 - Insurgency,BO,
Nigeria,1,YOBE,GUJBA,GOTALA/GOTUMBA,130,411,HC,2013,1 - Insurgency,BO,
Nigeria,1,YOBE,GUJBA,GUJBA,178,512,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,GUJBA,MALLAM DUNARI,31,150,HC,2013,1 - Insurgency,BO,
Nigeria,1,YOBE,GUJBA,MUTAI,29,203,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,GUJBA,NGURBUWA,80,282,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,GUJBA,WAGIR,30,200,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,GULANI,BARA,96,200,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,GULANI,BORNO KIJI/TETTEBA,150,400,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,GULANI,BULARAFA,149,294,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,GULANI,BUMSA,85,270,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,GULANI,DOKSHI,120,450,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,GULANI,GABAI,93,259,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,GULANI,GAGURE,100,347,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,GULANI,GARIN TUWO,85,300,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,GULANI,GULANI,150,440,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,GULANI,KUSHIMAGA,70,309,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,GULANI,NJIBULWA,120,651,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,GULANI,RUHU,98,265,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,JAKUSKO,BUDUWA / SAMINAKA,15,125,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,JAKUSKO,DUMBARI,7,20,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,JAKUSKO,JAKUSKO,47,450,HC,2012,1 - Insurgency,BO,
Nigeria,1,YOBE,JAKUSKO,JAWUR/KATAMMA,13,98,HC,2012,1 - Insurgency,YB,
Nigeria,1,YOBE,JAKUSKO,MUGURAM,18,115,HC,2013,1 - Insurgency,AD,
Nigeria,1,YOBE,KARASAWA,BUKARTI,78,268,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,KARASAWA,FAJIGANARI,48,240,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,KARASAWA,GARIN GAWO,40,202,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,KARASAWA,GASMA,28,140,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,KARASAWA,JAJI  MAJI,47,235,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,KARASAWA,KARASUWA GALU,43,148,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,KARASAWA,KARAUSWA GARU GUNA,52,175,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,KARASAWA,WACHAKAL,58,182,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,KARASAWA,WARO,33,100,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,KARASAWA,YAJIRI,23,115,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,POTISKUM,BARE-BARE/BAUYA/LALAI DUMBULWA,305,1550,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,POTISKUM,BOLEWA 'A',276,2500,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,POTISKUM,BOLEWA 'B',335,1700,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,POTISKUM,DANCHUWA/BULA,177,2500,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,POTISKUM,DOGO NINI,415,3703,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,POTISKUM,DOGO TEBO,362,2550,HC,2014,1 - Insurgency,AD,
Nigeria,1,YOBE,POTISKUM,HAUSAWA,397,4386,HC,2014,1 - Insurgency,AD,
Nigeria,1,YOBE,POTISKUM,MAMUDO,354,4200,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,POTISKUM,NGOJIN/ALARABA,367,2900,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,POTISKUM,YERIMARAM/GARIN DAYE/BADEJO/NAHU,393,2400,HC,2014,1 - Insurgency,YB,
Nigeria,1,YOBE,TARMUWA,BABANGIDA,120,1168,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,TARMUWA,JUMBAM,62,621,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,TARMUWA,LANTAIWA,40,220,HC,2013,1 - Insurgency,YB,
Nigeria,1,YOBE,YUNUSARI,MAIRARI,27,150,HC,2014,1 - Insurgency,BO,
Nigeria,1,YOBE,YUNUSARI,NGIRABO,54,270,HC,2014,1 - Insurgency,BO,
