country,round,survey_date,site_region,site_province,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,site_date_open,,site_date_close,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,support_health,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_remark,water_complaint,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,hyg_promotion,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,health_screen,food_sup_lac,food_sup_child,,,,health_medicine,health_center,,,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_tradition,,,,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,
Nigeria,9,3/5/2016,BORNO,KONDUGA,DALORI / WANORI,BO_S021,250 HOUSING ESTATE,FORMAL,13.23819,11.76879,Planned,Collective Settlement/Centre,NULL,2/1/2014,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Yes,Government,SEMA,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,KONDUGA,DAWA EAST / MALARI / KANGAMARI,BORNO,BAMA,KASUGULA,2014,11181,843,692,1535,777,1088,1865,1244,1575,2819,1644,2217,3861,510,591,1101,360,2092,19,14,1101,63,140,899,396,223,24,08/15/2014,9/2/2016,Yes,BORNO,BAMA,KASUGULA,Place of origin,Lack of safety,None,<50%,<25%,<75%,None,>75%,>75%,>75%,Kitchen sets,Bucket/Jerry Can,Soap,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),149,Yes,No,No,Burning,35,No,Yes,No,Yes,No,Yes,"Yes, on site",Yes,Everyday,Distribution,Yes,Yes,Yes,Malaria,Diarrhea,Other,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,>75%,Farming,614,No,Yes,Yes,Yes,Yes,Military,Alcohol/drug-related disturbance,None,Early/forced marriage,None,Not enough assistance for all entitled,1,2,No,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",Yes,Nigeria,Education,Local Leader,Other relief assistance,No,1653
Nigeria,9,3/5/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S024,GARBA BUZU QRT,INFORMAL,13.11113,11.85027,Spontaneous,Collective Settlement/Centre,NULL,12/11/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,No,NULL,NULL,Yes,None,NA,,Yes,Unknown,Yes,No,Yes,Yes,No,No,Yes,BORNO,MAFA,NULL,BORNO,BAMA,NULL,518,4128,189,213,402,313,273,586,499,522,1021,987,1105,2092,11,16,27,156,402,0,0,27,0,42,0,0,0,0,12/7/2014,NULL,No,BORNO,MAFA,NULL,Place of origin,Lack of safety,None,None,<25%,>75%,None,<50%,None,>75%,Blankets/Mats,Other,Soap,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Good (Hygienic),30,No,No,Yes,Burning,0,No,Yes,Yes,Yes,No,Yes,"Yes, on site",Yes,Irregular,Distribution,Yes,No,Yes,Malaria,Fever,None,Yes,Yes,Off-site (<3 km),INGO,Yes,On-site,<1 km,>75%,Farming,203,No,Yes,Yes,Yes,No,Military,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Other relief assistance,No,1651
Nigeria,9,3/6/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S025,SABONGARI BUZU CAMP,INFORMAL,13.10888,11.84758,Spontaneous,Collective Settlement/Centre,NULL,10/6/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,Yes,Yes,No,Yes,No,No,No,No,BORNO,MAFA,NULL,BORNO,KONDUGA,SOJIRI/ NGURO - NGURO,106,753,26,38,64,32,54,86,127,149,276,108,160,268,27,32,59,28,31,5,2,139,12,6,3,10,8,0,5/11/2014,12/1/2016,Yes,BORNO,MAFA,NULL,Place of origin,Lack of safety,None,<25%,<25%,<75%,None,>75%,>75%,None,Kitchen sets,Blankets/Mats,Mosquito nets,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),6,Yes,Yes,Yes,Burning,0,No,Yes,Yes,Yes,Yes,No,"Yes, off site",Yes,Irregular,Distribution,No,No,No,Cough,Diarrhea,Malnutrition,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<2 km,<50%,Farming,0,No,Yes,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,No,1670
Nigeria,9,3/5/2016,BORNO,ASKIRA / UBA,UBA,BO_S026,GOVERNMENT LODGE UBA,INFORMAL,13.21514,10.40012,Pre Identified/For Relocation,Collective Settlement/Centre,NULL,3/6/2015,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,Unknown,NULL,NULL,,No,Unknown,Yes,No,Yes,Yes,Yes,No,Yes,BORNO,ASKIRA / UBA,MUSSA,BORNO,ASKIRA / UBA,DILLE / HUYUM,520,1588,5,5,10,145,185,330,260,302,562,68,98,166,213,307,520,57,135,4,1,520,1,3,0,0,0,0,6/3/2015,11/18/2015,Yes,BORNO,ASKIRA / UBA,MUSSA,Place of origin,Lack of safety,<50%,None,None,<75%,None,<75%,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,No,Water truck,Water truck,Unknown,Yes,None,No,Unknown,6,No,No,No,Garbage pit,0,Unknown,Yes,Yes,Yes,Yes,No,"Yes, on site",Yes,Irregular,Host community donation,Yes,Unknown,Unknown,Malaria,Malnutrition,Fever,No,No,None,NGO,No,Unknown,Unknown,None,Agro-pastoralism,0,No,No,No,Yes,No,Police,None,None,None,Child separated from their care givers (or just child separation),Assistance did not respond to the actual need,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Situation in areas of origin,No,1647
Nigeria,9,3/6/2016,BORNO,ASKIRA / UBA,LASSA,BO_S027,CENTRAL PRI SCH,INFORMAL,13.15363,10.50933,Pre Identified/For Relocation,Collective Settlement/Centre,NULL,10/9/2013,Unknown,NULL,Yes,NULL,Public/Government,School,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Unknown,No,No,No,No,No,No,BORNO,ASKIRA / UBA,NGOHI,BORNO,ASKIRA / UBA,NGOHI,285,1033,31,37,68,120,162,282,106,122,228,172,232,404,28,23,51,98,158,0,0,51,0,1,0,21,16,7,01/14/2016,NULL,Yes,BORNO,ASKIRA / UBA,NGOHI,Place of origin,Lack of safety,None,None,<75%,<50%,None,<50%,None,<50%,Mosquito nets,Blankets/Mats,Bucket/Jerry Can,Off-site (<10 mn),<50 %,Unknown,Water truck,Water truck,Unknown,Yes,None,No,Not so good (Not hygienic),3,No,No,No,Garbage pit,0,Unknown,Yes but no soap/water inside,Unknown,Yes,Yes,No,"Yes, off site",Yes,Irregular,Cultivated,Unknown,Unknown,Unknown,Malaria,Skin disease,Cough,Unknown,No,None,None,No,Unknown,Unknown,None,Agro-pastoralism,0,No,No,Unknown,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Local Leader,Situation in areas of origin,No,1645
Nigeria,9,3/4/2016,BORNO,KAGA,BENISHEIKH,BO_S028,GSS BENISHEIKH,INFORMAL,12.47653,11.80058,Spontaneous,Collective Settlement/Centre,NULL,NULL,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,No,Yes,No,Yes,No,No,BORNO,KAGA,DONGO,BORNO,KAGA,DOGOMA / JALORI,450,1749,56,86,142,133,140,273,263,318,581,272,339,611,56,86,142,90,180,0,0,142,0,50,45,55,55,30,7/11/2014,11/22/2014,No,BORNO,KAGA,DONGO,Place of origin,Lack of safety,None,None,<25%,>75%,None,<25%,<25%,<25%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),<50 %,Yes,Piped water supply,Piped water supply,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Other,No,No,No,Cough,Other,Diarrhea,No,No,Off-site (>3 km),Government,No,None,No answer,None,Collecting firewood,0,Unknown,Yes,Unknown,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Excellent,Excellent,No lighting,No,N/A,NULL,Families/Friends,Safety and Security,No,1663
Nigeria,9,3/4/2016,BORNO,KAGA,BENISHEIKH,BO_S029,LOW COST / SDP,INFORMAL,12.49568,11.8032,Spontaneous,Collective Settlement/Centre,NULL,02/23/2015,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,Yes,No,No,No,Yes,BORNO,KAGA,DOGOMA / JALORI,BORNO,KAGA,AFA/DIG/MAUDORI,512,4023,38,44,82,161,243,404,653,793,1446,956,1085,2041,23,27,50,100,60,2,1,50,0,0,0,10,7,0,02/23/2015,11/11/2015,Yes,BORNO,KAGA,BENISHEIKH,Place of origin,Lack of safety,<25%,None,<25%,>75%,None,<50%,<25%,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),200,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Other,No,No,No,Fever,Cough,Malnutrition,No,Yes,Off-site (>3 km),Government,No,Off-site,<1 km,None,Collecting firewood,450,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,None,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Access to services,Yes,1667
Nigeria,9,3/11/2016,BORNO,KONDUGA,AUNO / CHABBOL,BO_S030,HAJJ CAMP,FORMAL,13.05915,11.84675,Pre Identified/For Relocation,Transitional Centre,NULL,01/17/2016,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,No,NULL,NULL,,No,No,Yes,Yes,Yes,Yes,No,No,No,BORNO,DIKWA,DIKWA,BORNO,KALA BALGE,KALA,16,27,2,1,3,1,1,2,4,2,6,4,11,15,1,0,1,1,4,0,0,2,0,0,0,3,1,0,01/15/2015,01/17/2016,No,BORNO,DIKWA,DIKWA,Place of origin,Lack of safety,<25%,None,None,>75%,None,None,None,<50%,Bucket/Jerry Can,Soap,Blankets/Mats,On-site (<10 mn),<50 %,No,Piped water supply,Piped water supply,5 - 10 ltr,No,Taste,Yes,Non usable,6,No,No,No,No waste disposal system,0,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Host community donation,No,No,No,Fever,Cough,Other,No,No,On-site (<3 km),Government,No,Off-site,<5 km,None,None,0,No,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Poor,Good,No lighting,No,N/A,NULL,Radio/news,Distribution,No,1649
Nigeria,9,3/13/2016,BORNO,BIU,KENKEN,BO_S032,VTC CAMP ''B'',FORMAL,12.19588,10.60645,Spontaneous,Camp,NULL,06/14/2014,Unknown,NULL,Yes,NULL,Public/Government,Tents,Yes,Yes,NULL,NULL,Yes,Local NGO,NRC BIU,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,BORNO,DAMBOA,DAMBOA,YOBE,GUJBA,BUNIYADI NORTH / SOUTH,869,7666,86,92,178,590,1343,1933,983,1361,2344,1371,1613,2984,102,125,227,231,291,2,0,227,210,102,5,196,38,11,06/14/2014,11/4/2016,Yes,BORNO,DAMBOA,DAMBOA,Place of origin,Lack of safety,None,>75%,None,None,<25%,<25%,None,<50%,Blankets/Mats,Bucket/Jerry Can,Soap,On-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),14,Yes,Yes,Yes,Burning,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Everyday,Distribution,No,No,No,Malnutrition,Cough,Fever,Yes,Yes,On-site (<3 km),NGO,Yes,On-site,<1 km,<25%,Petty trade,25,Yes,Yes,No,Yes,Yes,Military,Friction anmong site residents,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Local Leader,Safety and Security,No,1672
Nigeria,9,3/9/2016,BORNO,JERE,DUSUMAN,BO_S033,MUNA PRIMARY,INFORMAL,13.24045,11.8657,Spontaneous,Collective Settlement/Centre,NULL,10/6/2014,Unknown,NULL,Yes,NULL,Private Building,Self-made tents,Yes,Yes,NULL,NULL,No,NULL,NULL,,No,No,No,No,No,No,No,No,No,BORNO,MAFA,MAFA,BORNO,MARTE,NJINE,49,343,23,34,57,41,27,68,36,43,79,56,72,128,4,7,11,24,57,15,0,11,0,0,0,10,0,0,10/6/2014,NULL,Yes,BORNO,NULL,NULL,Place of origin,Lack of safety,None,None,>75%,<50%,None,>75%,None,<50%,Hygiene kits,Kitchen sets,Plastic sheeting,Off-site (>10 mn),>50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),15,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,Fever,Other,Cough,No,Yes,Off-site (<3 km),Unknown,Yes,Off-site,<5 km,<50%,Farming,24,Yes,Yes,No,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,1,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Safety and Security,No,1676
Nigeria,9,3/9/2016,BORNO,JERE,MAIRI,BO_S034,UNI GUEST MAIN,INFORMAL,13.18632,11.81152,Spontaneous,Collective Settlement/Centre,NULL,01/14/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,No,Yes,No,Yes,No,No,No,No,BORNO,KONDUGA,NULL,BORNO,KONDUGA,NULL,52,145,3,4,7,21,27,48,20,17,37,21,29,50,2,1,3,8,25,8,0,3,0,3,20,30,20,50,01/20/2014,NULL,No,BORNO,KONDUGA,NULL,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (>10 mn),>50 %,Yes,Spring,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,No,Yes,Never,Cash,No,No,No,None,None,None,No,No,None,None,Yes,Off-site,<2 km,None,Agro-pastoralism,0,No,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Local Leader,Distribution,Yes,1679
Nigeria,9,3/9/2016,BORNO,JERE,BALE GALTIMARI,BO_S035,AJIJARI,INFORMAL,13.181522,11.795343,Spontaneous,Collective Settlement/Centre,NULL,08/14/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,No,NULL,NULL,,No,No,No,No,No,No,No,No,No,BORNO,KONDUGA,KONDUGA,BORNO,BAMA,NULL,22,159,5,6,11,23,29,52,22,19,41,23,31,54,0,1,1,13,18,3,0,0,0,0,1,0,0,0,08/14/2014,NULL,Yes,BORNO,KONDUGA,NULL,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,<25%,Kitchen sets,Bucket/Jerry Can,Blankets/Mats,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Good (Hygienic),8,Yes,Yes,Yes,Burning,0,No,Yes but no soap/water inside,No,No,No,No,No,No,Never,Cash,No,No,No,Fever,Cough,Malaria,No,No,None,None,No,Unknown,Unknown,None,Agro-pastoralism,0,No,No,No,No,No,None,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Local Leader,Distribution,Yes,1675
Nigeria,9,3/5/2016,BORNO,JERE,MAIRI,BO_S036,BAKIN KOGI,INFORMAL,13.1818,11.80911,Spontaneous,Collective Settlement/Centre,NULL,08/14/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,No,NULL,NULL,,No,No answer,Yes,No,No,No,No,No,No,BORNO,BAMA,NULL,BORNO,BAMA,NULL,37,168,7,9,16,24,33,57,23,20,43,24,23,47,4,1,5,4,16,3,2,5,0,0,3,4,4,8,08/14/2014,NULL,Yes,BORNO,BAMA,NULL,Place of origin,Lack of safety,None,None,None,>75%,None,<25%,None,None,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,No,Yes,Never,Cash,No,No,No,Malaria,Cough,Fever,No,No,None,None,Yes,Off-site,<1 km,None,Agro-pastoralism,0,No,No,No,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Local Leader,Distribution,Yes,1681
Nigeria,9,3/6/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S037,KUSHERI I,INFORMAL,13.125833,11.47268,Spontaneous,Collective Settlement/Centre,NULL,NULL,Unknown,NULL,Yes,NULL,Public/Government,Self-made tents,No,N/A,NULL,NULL,No,NULL,NULL,,No,No,Yes,No,No,No,No,No,No,BORNO,KONDUGA,KAWURI,BORNO,KONDUGA,DAWA EAST / MALARI / KANGAMARI,45,125,9,13,22,22,24,46,8,9,17,15,17,32,3,5,8,9,32,0,0,5,0,0,5,2,0,0,8/7/2014,NULL,No,BORNO,KONDUGA,KAWURI,Place of origin,Lack of safety,<25%,None,>75%,None,None,None,None,<75%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (<10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),8,No,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,None,No,No,No,Malnutrition,Fever,Malaria,No,No,Off-site (>3 km),None,No,None,Unknown,None,Agro-pastoralism,5,No,Yes,No,No,No,None,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,No,1678
Nigeria,9,3/9/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S038,KUSHERI II,INFORMAL,13.125833,11.47268,Spontaneous,Collective Settlement/Centre,NULL,2/4/2014,Unknown,NULL,Yes,NULL,Private Building,Tents,No,N/A,NULL,NULL,Yes,Individual/Private,N/A,,No,Yes,Yes,No,Yes,No,No,No,Yes,BORNO,KONDUGA,NYALERI/SANDIA/YEJIWA,BORNO,KONDUGA,NULL,27,130,6,7,13,11,14,25,10,18,28,26,33,59,2,3,5,2,16,0,0,5,0,0,6,5,0,0,04/15/2015,NULL,No,BORNO,KONDUGA,NYALERI/SANDIA/YEJIWA,Place of origin,Lack of safety,<25%,>75%,<25%,None,None,<25%,None,None,Blankets/Mats,Soap,Kitchen sets,On-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),2,Yes,Yes,Yes,Burning,0,No,Yes,Yes,Yes,Yes,No,"Yes, off site",No,Irregular,Distribution,No,No,No,Malnutrition,Fever,Skin disease,No,No,Off-site (>3 km),None,No,Off-site,<1 km,None,Farming,4,Yes,No,Yes,No,No,None,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Local Leader,Safety and Security,No,1687
Nigeria,9,3/8/2016,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,BO_S039,WULAKI DUJIMA,INFORMAL,13.14016,11.84951,Spontaneous,Collective Settlement/Centre,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,No,No,No,No,No,Yes,No,No,BORNO,GWOZA,ASHIGASHIYA,BORNO,GWOZA,NGOSHE,20,114,9,7,16,9,10,19,18,15,33,18,23,41,2,3,5,7,16,4,1,5,0,3,1,2,0,1,2/4/2014,2/2/2016,Yes,BORNO,GWOZA,ASHIGASHIYA,Place of origin,Lack of safety,<25%,None,None,>75%,None,<75%,None,<50%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,Off-site (<10 mn),>50 %,No,Protected well,Protected well,>15 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Cash,No,No,No,Malaria,Cough,Fever,No,No,Off-site (<3 km),None,No,None,Unknown,None,Farming,0,Yes,No,No,Yes,No,Self organized,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Radio/news,Safety and Security,Yes,1665
Nigeria,9,3/8/2016,BORNO,MAIDUGURI M. C.,LAMISULA/JABBA MARI,BO_S040,SHUWARI,INFORMAL,13.11736,11.84407,Spontaneous,Collective Settlement/Centre,NULL,4/7/2014,Unknown,NULL,Yes,NULL,Private Building,Tents,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,BORNO,GWOZA,JOHODE/CHIKIDE/KUGHUM,ADAMAWA,HONG,HONG,96,384,21,18,39,35,44,79,63,50,113,62,75,137,7,9,16,19,48,1,2,15,0,2,23,6,0,4,4/7/2014,1/4/2016,Yes,BORNO,GWOZA,JOHODE/CHIKIDE/KUGHUM,Place of origin,Lack of safety,<25%,>75%,<25%,<50%,None,>75%,None,>75%,Kitchen sets,Bucket/Jerry Can,Hygiene kits,On-site (<10 mn),>50 %,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),3,Yes,Yes,Yes,Burning,0,Yes,Yes,Yes,Yes,No,No,"Yes, on site",No,Irregular,Distribution,Yes,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (>3 km),INGO,Yes,Off-site,<1 km,<75%,Farming,5,Yes,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Site Management,Safety and Security,Yes,1683
Nigeria,9,3/9/2016,BORNO,MAIDUGURI M. C.,MAISANDARI,BO_S041,SULEIMANTI,INFORMAL,13.13512,11.79839,Spontaneous,Collective Settlement/Centre,NULL,09/14/2014,Unknown,NULL,"No, no physical access",NULL,Public/Government,Self-made tents,No,N/A,NULL,NULL,Yes,Individual/Private,MODU GARTAR,,No,No,No,No,No,No,No,No,Yes,BORNO,KONDUGA,MASBA / DALWA WEST,BORNO,KONDUGA,KONDUGA,60,780,25,39,64,115,118,233,36,45,81,187,203,390,2,10,12,30,84,3,4,12,0,0,12,15,0,0,09/14/2014,NULL,No,BORNO,KONDUGA,KONDUGA,Place of origin,Lack of safety,<25%,<25%,>75%,None,None,<50%,None,<50%,Blankets/Mats,Kitchen sets,Soap,Off-site (>10 mn),<50 %,No,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),12,No,Yes,Yes,Burning,0,Unknown,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Cash,No,No,No,Fever,Malnutrition,Skin disease,No,No,None,None,No,None,Unknown,None,Petty trade,10,Yes,No,No,No,No,None,None,None,None,None,None,0,0,No,No,Yes,Yes,Yes,Good,Good,No lighting,No,N/A,NULL,Local Leader,Situation in areas of origin,No,1685
Nigeria,9,3/11/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S042,FED. LOWCOST CHEZCOAN,INFORMAL,13.11668,11.866231,Spontaneous,Collective Settlement/Centre,NULL,3/12/2014,Unknown,NULL,Yes,NULL,Public/Government,Government building,Yes,Yes,NULL,NULL,No,NULL,NULL,,Yes,Yes,No,No,Yes,No,No,Yes,Yes,BORNO,KUKAWA,BAGA,BORNO,MOBBAR,DAMASAK,102,303,2,3,5,31,34,65,41,47,88,67,73,140,2,3,5,8,17,0,0,5,20,7,0,4,5,0,4/11/2014,11/4/2016,No,BORNO,KUKAWA,BAGA,Place of origin,Lack of safety,None,<25%,None,>75%,None,>75%,<75%,>75%,Blankets/Mats,Soap,Kitchen sets,Off-site (<10 mn),>50 %,Yes,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes,No,Yes,Yes,No,"Yes, off site",Yes,Irregular,Cash,Yes,No,Yes,Malaria,Cough,Fever,No,Yes,Off-site (<3 km),None,Yes,On-site,<2 km,<25%,Petty trade,1,Yes,Yes,No,Yes,No,Self organized,None,None,None,None,Non-affected groups are given humanitarian assistance,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,NULL,Families/Friends,Access to services,No,1682
Nigeria,9,3/8/2016,BORNO,MAIDUGURI M. C.,BOLORI  I,BO_S043,LIVING FAITH CHURCH,INFORMAL,13.10048,11.83176,Spontaneous,Collective Settlement/Centre,NULL,9/8/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,NULL,NULL,No,NULL,NULL,,No,No,No,No,No,No,No,No,Yes,BORNO,GWOZA,NULL,BORNO,GWOZA,NULL,10,72,3,2,5,4,3,7,9,6,15,11,29,40,2,3,5,2,7,0,1,5,0,2,0,1,0,1,NULL,NULL,Yes,BORNO,GWOZA,NULL,Place of origin,Lack of safety,None,None,None,>75%,None,None,None,None,Kitchen sets,Blankets/Mats,Bucket/Jerry Can,Off-site (<10 mn),>50 %,No,Hand pumps,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Cash,No,No,No,Fever,Malaria,Cough,No,No,None,None,No,None,Unknown,None,Agro-pastoralism,0,No,No,No answer,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,Yes,Nigeria,Better living conditions,Local Leader,Distribution,Yes,1690
