country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,,site_date_open,,,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,,,,,,,,,,,,,,,,,,,,,,,,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,,,,,,
Nigeria,16,4/4/2017,BA,BAUCHI,BA08,GANJUWA,BA0804,KARIYA,HC0884,ANGUWAR TULU,NULL,9.75242,10.87002,Host Communities,Host Communities,Host Communities,,11/11/2014,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,,YOBE,NGURU,KANURI,BORNO,JERE,DALA LAWANTI,28,154,7,5,12,18,24,42,34,19,53,13,15,28,8,11,19,3,12,0,19,0,0,0,2,1,0,0,0,0,0,0,11/11/2014,1/8/2015,No,,YOBE,NGURU,KANURI,Place of origin,No livelihood,None,None,>75%,<75%,<50%,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,Kitchen sets,On-site (<10 mn),<50 %,No,Yes,Unprotected well,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),22,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,74,10,11,21,13,15,28,13,12,25,Fees or costs,Lack of school supplies,Work at the house,,Yes,1,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Daily labourer,21,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,Assistance was physically inadequate for most vulnerable,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,,Radio,,Local leader/Community leader,,<25%,Evening,Feedback (positive or negative) about the services in the  site,Other relief assistance,No
Nigeria,16,4/7/2017,BA,BAUCHI,BA08,GANJUWA,BA0810,NASARAWA SOUTH,HC0885,SABUNWA JALINGO,NULL,10.15052,10.56224,Host Communities,Host Communities,Host Communities,,11/12/2014,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,,BORNO,KUKAWA,BAGA,BORNO,DAMBOA,KAFA / MAFI,3,19,0,0,0,1,1,2,2,5,7,5,4,9,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,11/12/2014,12/8/2015,No,,BORNO,KUKAWA,BAGA,Place of origin,No livelihood,None,None,>75%,<75%,<50%,None,<50%,Blankets/Mats,Kitchen sets,Mosquito nets,Mosquito nets,On-site (<10 mn),<50 %,No,Yes,Unprotected well,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,9,1,1,2,3,1,4,2,1,3,Fees or costs,Lack of school supplies,Work at the house,,No,0,No,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,3,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,Assistance was physically inadequate for most vulnerable,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,,Radio,,Aid worker,,<25%,Evening,Feedback (positive or negative) about the services in the  site,Other relief assistance,No
Nigeria,16,4/11/2017,BA,BAUCHI,BA08,GANJUWA,BA0808,MIYA  WEST,HC0886,SARKIN MIYA,NULL,9.83111,10.87125,Host Communities,Host Communities,Host Communities,,9/14/2014,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,,ADAMAWA,GOMBI,GOMBI NORTH,PLATEAU,BARIKIN LADI,BARAKIN LADI,28,157,0,0,0,20,18,38,31,32,63,32,22,54,1,1,2,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,9/14/2014,11/30/2016,No,,ADAMAWA,GOMBI,GOMBI NORTH,Place of origin,No livelihood,None,None,>75%,<50%,<50%,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,Kitchen sets,On-site (<10 mn),<50 %,No,Yes,Unprotected well,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),17,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<75%,82,9,10,19,18,15,33,15,15,30,Fees or costs,Lack of school supplies,Work at the house,,Yes,2,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,9,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,Assistance was physically inadequate for most vulnerable,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Radio,,Local leader/Community leader,,<25%,Evening,Feedback (positive or negative) about the services in the  site,Other relief assistance,No
Nigeria,16,4/9/2017,BA,BAUCHI,BA08,GANJUWA,BA0801,GANJUWA,HC0887,GUNGURA/SORO,NULL,10.3019,10.77989,Host Communities,Host Communities,Host Communities,,10/15/2014,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,,YOBE,NGURU,BULABULIN,YOBE,NGURU,HAUSARI,20,121,1,4,5,15,18,33,9,29,38,24,12,36,9,0,9,5,9,0,9,0,0,0,0,0,0,0,0,0,0,0,10/15/2014,4/29/2015,No,,YOBE,NGURU,HAUSARI,Place of origin,No livelihood,None,None,>75%,<75%,<75%,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,Kitchen sets,On-site (<10 mn),>50 %,No,Yes,Unprotected well,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),18,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Host community donation,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<25%,53,5,6,11,8,9,17,11,10,21,Fees or costs,Lack of school supplies,Work at the house,,Yes,3,No,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,11,Yes,Yes,No,Yes,No,Police,None,None,None,None,Not enough assistance for all entitled,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,,Telephone voice call,,"Friends, neighbors and family",,<25%,Evening,Information about needs in the community,Other relief assistance,No
Nigeria,16,4/8/2017,BA,BAUCHI,BA05,DARAZO,BA0504,KONKIYAL,HC0888,UNG .FADA,NULL,10.4598,11.14935,Host Communities,Host Communities,Host Communities,,2/22/2014,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,,BORNO,KUKAWA,BAGA,BORNO,KUKAWA,KAUWA,5,39,2,1,3,1,1,2,4,4,8,9,15,24,1,1,2,0,3,0,2,0,0,0,0,0,0,0,0,0,,0,2/22/2014,9/11/2014,Yes,Two times,BORNO,KUKAWA,BAGA,Place of origin,Lack of safety,None,<25%,>75%,<25%,<50%,None,<50%,Bucket/Jerry Can,Mosquito nets,Kitchen sets,Kitchen sets,On-site (<10 mn),>50 %,Yes,Yes,Unprotected well,Protected well,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,No,Yes,"Yes, on site",Yes,Everyday,Cash,No,No,No,No,No,Unknown,Malaria,Fever,Fever,Yes,Yes,On-site (>3 km),Government,Yes,On-site,<2 km,<50%,10,1,1,2,1,2,3,3,2,5,Fees or costs,Distance to the school (too far),Lack of teachers,,Yes,2,No,Yes,Slightly damaged,No,Yes,N/A,N/A,N/A,Farming,1,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,Non-affected groups are given humanitarian assistance,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Radio,,Religious leader,,<50%,Evening,Information about needs in the community,Other relief assistance,No
Nigeria,16,4/8/2017,BA,BAUCHI,BA05,DARAZO,BA0504,KONKIYAL,HC0889,UNG. AREWA,NULL,10.4601,11.14955,Host Communities,Host Communities,Host Communities,,8/24/2014,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,,BORNO,KUKAWA,KUKAWA,BORNO,KUKAWA,BAGA,5,62,1,1,2,10,10,20,6,10,16,9,15,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,8/24/2014,11/11/2014,Yes,Two times,BORNO,KUKAWA,KUKAWA,Place of origin,House damaged/destroyed,None,None,>75%,<25%,<25%,None,<25%,Blankets/Mats,Soap,Kitchen sets,Kitchen sets,On-site (<10 mn),<50 %,No,Yes,Unprotected well,Protected well,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,Garbage pit,0,No,Yes but no soap/water inside,No,No,No,Yes,"Yes, on site",Yes,Everyday,Cash,No,No,No,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,On-site (>3 km),Local clinic,Yes,On-site,<5 km,<25%,26,5,5,10,3,3,6,5,3,8,Fees or costs,Lack of school supplies,Distance to the school (too far),,Yes,3,Yes,Yes,Slightly damaged,No,Yes,N/A,N/A,N/A,Farming,2,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,Non-affected groups are given humanitarian assistance,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Radio,,Religious leader,,<25%,Evening,Information about needs in the community,Situation in areas of origin,Yes
Nigeria,16,4/7/2017,BA,BAUCHI,BA05,DARAZO,BA0511,PAPA,HC0890,UNG. FADA,NULL,10.38399,11.20921,Host Communities,Host Communities,Host Communities,,9/11/2014,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Insurgency ,,YOBE,DAMATURU,DAMATURU CENTRAL,YOBE,DAMATURU,,2,16,0,1,1,2,1,3,1,2,3,4,5,9,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,9/11/2014,12/12/2014,No,,YOBE,DAMATURU,DAMATURU CENTRAL,Place of origin,Lack of safety,None,None,>75%,<50%,<75%,<50%,<50%,Kitchen sets,Mosquito nets,Hygiene kits,Hygiene kits,On-site (<10 mn),<50 %,Yes,No,Unprotected well,Unprotected well,5 - 10 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),2,No,No,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,Yes,Yes,Yes,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Cough,Yes,Yes,On-site (<3 km),Government,Yes,Off-site,<2 km,<50%,5,1,1,2,1,0,1,1,1,2,School is damaged or destroyed,Distance to the school (too far),Work at the house,,No,,No,No,Destroyed or not usable,No,Yes,N/A,N/A,N/A,Farming,1,Yes,Yes,Yes,Yes,Yes,Community Leaders,Alcohol/drug-related disturbance,Domestic violence,Early/forced marriage,Children involved in WFCL (forced labor/forced begging),Non-affected groups are given humanitarian assistance,0,0,No,No,No,No,No,Excellent,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Radio,,"Friends, neighbors and family",,<50%,Morning,Information about needs in the community,Other relief assistance,Yes
Nigeria,16,4/7/2017,BA,BAUCHI,BA05,DARAZO,BA0511,PAPA,HC0891,UNG BARDE,NULL,10.84222,11.2079,Host Communities,Host Communities,Host Communities,,10/19/2014,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Insurgency ,,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,2,21,1,0,1,1,2,3,3,3,6,4,5,9,1,1,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,10/19/2014,12/20/2014,No,,BORNO,BAMA,SHEHURI / HAUSARI / MAIRI,Place of origin,House damaged/destroyed,None,None,>75%,<25%,>75%,None,<25%,Kitchen sets,Mosquito nets,Soap,Soap,On-site (<10 mn),>50 %,Yes,No,Hand pumps,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,Garbage pit,1,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Skin disease,Fever,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,<25%,8,1,1,2,1,1,2,2,2,4,Fees or costs,Lack of school supplies,Distance to the school (too far),,No,0,No,Yes,Slightly damaged,No,Yes,N/A,N/A,N/A,Petty trade,2,Yes,Yes,No,Yes,No,Community Leaders,None,None,None,None,Assistance did not respond to the actual need,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,,Radio,,Local leader/Community leader,,>75%,Evening,Information about needs in the community,Other relief assistance,No
Nigeria,16,4/11/2017,BA,BAUCHI,BA05,DARAZO,BA0502,TAUYA,HC0892,GANJIGINA,NULL,10.53689,10.77123,Host Communities,Host Communities,Host Communities,,1/29/2015,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,,BORNO,DAMBOA,,BORNO,DAMBOA,DAMBOA,7,32,0,0,0,2,0,2,4,4,8,10,12,22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/29/2015,4/9/2015,No,,BAUCHI,DARAZO,DARAZO,Nearest village,Lack of safety,None,None,>75%,<25%,<25%,None,<25%,Blankets/Mats,Kitchen sets,Hygiene kits,Hygiene kits,On-site (<10 mn),<50 %,Yes,Yes,Unprotected well,Hand pumps,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),1,No,No,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Skin disease,Malaria,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<50%,10,0,2,2,2,2,4,2,2,4,Fees or costs,School is damaged or destroyed,Distance to the school (too far),,No,0,Yes,Yes,Slightly damaged,No,Yes,N/A,N/A,N/A,Farming,2,Yes,Yes,Yes,Yes,No,Community Leaders,None,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Non-affected groups are given humanitarian assistance,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Better living conditions,Radio,,Religious leader,,<75%,Evening,Information about needs in the community,Shelter,No
Nigeria,16,4/8/2017,BA,BAUCHI,BA05,DARAZO,BA0502,TAUYA,HC0893,GANJIGANA,NULL,10.5366,10.771,Host Communities,Host Communities,Host Communities,,10/23/2014,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,,ADAMAWA,MUBI SOUTH,,ADAMAWA,MUBI SOUTH,,27,92,4,2,6,4,4,8,5,3,8,23,41,64,4,2,6,0,11,0,6,0,0,0,0,0,0,2,0,1,0,0,10/14/2014,12/11/2014,No,,ADAMAWA,MUBI SOUTH,,Place of origin,Lack of safety,None,None,>75%,<50%,<50%,<25%,<75%,Blankets/Mats,Kitchen sets,Mosquito nets,Mosquito nets,On-site (<10 mn),<50 %,No,Yes,Unprotected well,Hand pumps,5 - 10 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),4,No,No,No,Garbage pit,4,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Everyday,Cash,Yes,No,No,No,No,No,Malaria,Skin disease,Cough,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<50%,11,1,2,3,2,2,4,1,3,4,Fees or costs,Lack of school supplies,Distance to the school (too far),,No,0,No,Yes,Destroyed or not usable,No,Yes,N/A,N/A,N/A,Farming,2,Yes,Yes,Yes,Yes,Yes,Local Authorities,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Assistance did not respond to the actual need,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",Yes,Nigeria,Marriage,Radio,,Local leader/Community leader,,<50%,Morning,Information about your  experience,Safety and Security,No
Nigeria,16,4/18/2017,BO,BORNO,BO06,CHIBOK,BO0607,KUBURMBULA,HC0894,KUBURMBULA,NULL,12.92553,10.8779,Host Communities,Host Communities,Host Communities,,,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,No,No,Yes,No,Yes,No,Yes,No,Yes,Insurgency ,,BORNO,CHIBOK,KUBURMBULA,BORNO,DAMBOA,KAFA / MAFI,217,1085,33,32,65,62,155,217,156,191,347,158,210,368,35,53,88,50,97,0,88,0,0,0,10,15,0,0,0,0,0,0,8/16/2016,3/7/2017,No,,BORNO,CHIBOK,KUBURMBULA,Place of origin,House damaged/destroyed,None,<25%,>75%,None,<25%,None,<50%,Kitchen sets,Blankets/Mats,Mosquito nets,Mosquito nets,On-site (<10 mn),>50 %,No,No,Unprotected well,Unprotected well,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,Yes,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Cough,No,Yes,Off-site (<3 km),Government,No,None,Unknown,None,477,74,56,130,112,89,201,89,57,146,Fees or costs,Lack of school supplies,Distance to the school (too far),,Yes,15,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Telephone voice call,,"Friends, neighbors and family",,<25%,Morning,Information about needs in the community,Situation in areas of origin,No
Nigeria,16,4/18/2017,BO,BORNO,BO06,CHIBOK,BO0607,KUBURMBULA,HC0895,KUBURMBULA W,NULL,12.92301,10.8807,Host Communities,Host Communities,Host Communities,,,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Insurgency ,,BORNO,CHIBOK,KUBURMBULA,BORNO,DAMBOA,,401,2006,58,62,120,170,231,401,305,337,642,320,362,682,73,88,161,7,220,0,161,0,0,0,0,0,0,0,0,0,0,0,,,Yes,Two times,BORNO,CHIBOK,KUBURMBULA,Place of origin,Accessibility,None,<50%,>75%,None,<25%,None,<50%,Mosquito nets,Soap,Kitchen sets,Kitchen sets,On-site (<10 mn),>50 %,No,No,Unprotected well,Unprotected well,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Cultivated,No,No,No,No,Yes,No,Cough,Fever,Malaria,Yes,Yes,Off-site (>3 km),Government,Yes,On-site,<2 km,<50%,883,154,87,241,277,98,375,122,147,269,Fees or costs,Lack of school supplies,Distance to the school (too far),,Yes,7,Yes,No,No damage,No,Yes,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,Yes,No,Military,None,None,Other forms of exploitation (forced labor/forced begging),None,None,0,0,No,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Telephone voice call,,"Friends, neighbors and family",,<50%,Morning,Information about needs in the community,Situation in areas of origin,No
Nigeria,16,4/18/2017,BO,BORNO,BO06,CHIBOK,BO0607,KUBURMBULA,HC0896,MIFE A,NULL,12.94988,10.77691,Host Communities,Host Communities,Host Communities,,,Unknown,,Yes,,Public/Government,Host family house,No,No,,,No,,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Insurgency ,,BORNO,DAMBOA,GUMSURI/MISAKURBUDU,BORNO,DAMBOA,,219,1094,31,34,65,78,184,262,110,240,350,121,250,371,14,32,46,21,110,0,46,0,0,0,0,0,0,0,0,0,0,0,,,No,,BORNO,CHIBOK,KUBURMBULA,Place of origin,Accessibility,None,<25%,>75%,None,None,<25%,<50%,Kitchen sets,Blankets/Mats,Mosquito nets,Mosquito nets,On-site (<10 mn),<50 %,No,No,Unprotected well,Unprotected well,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,No,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Cultivated,No,No,No,No,No,No,Cough,Diarrhea,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<50%,507,101,56,157,150,53,203,90,57,147,Fees or costs,Lack of school supplies,Distance to the school (too far),,Yes,10,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<50%,Evening,Information about needs in the community,Distribution,No
Nigeria,16,4/18/2017,BO,BORNO,BO06,CHIBOK,BO0604,GATAMARWA,HC0897,PAYA YESS0,NULL,12.82418,10.74749,Host Communities,Host Communities,Host Communities,,,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Insurgency ,,BORNO,CHIBOK,GATAMARWA,BORNO,DAMBOA,MULGWAI / KOPCHI,63,316,8,11,19,31,42,73,30,65,95,44,60,104,11,14,25,9,33,0,25,0,0,0,11,15,0,0,0,0,0,0,,,No,,BORNO,CHIBOK,GATAMARWA,Place of origin,Accessibility,None,<25%,>75%,None,<25%,None,<50%,Blankets/Mats,Mosquito nets,Kitchen sets,Kitchen sets,On-site (<10 mn),>50 %,No,No,Unprotected well,Unprotected well,<5 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",No,Irregular,Cultivated,No,No,No,No,No,No,Fever,Malaria,Cough,Yes,Yes,Mobile clinic,Government,No,None,Unknown,None,139,24,20,44,30,25,55,25,15,40,Fees or costs,Lack of school supplies,Distance to the school (too far),,Yes,12,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Daily labourer,0,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<25%,Morning,Information about needs in the community,How to get information,No
Nigeria,16,4/18/2017,BO,BORNO,BO06,CHIBOK,BO0604,GATAMARWA,HC0898,GATAMWARMA,NULL,12.98184,10.70561,Host Communities,Host Communities,Host Communities,,,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,No,No,Yes,No,Yes,No,Yes,No,Yes,Insurgency ,,BORNO,CHIBOK,GATAMARWA,BORNO,DAMBOA,,14,72,1,3,4,7,9,16,9,13,22,10,14,24,2,4,6,6,8,0,6,0,0,0,0,0,0,0,0,0,0,0,,,No,,BORNO,CHIBOK,GATAMARWA,Place of origin,Lack of safety,None,<25%,<75%,None,<25%,None,<50%,Mosquito nets,Blankets/Mats,Kitchen sets,Kitchen sets,On-site (<10 mn),>50 %,No,Yes,Unprotected well,Hand pumps,<5 ltr,No,Taste,Yes,Not so good (Not hygienic),0,Yes,No,No,Garbage pit,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Cultivated,No,No,No,No,No,No,Cough,Fever,Malaria,Yes,Yes,Off-site (<3 km),Government,No,None,Unknown,None,32,6,4,10,5,7,12,5,4,9,Fees or costs,Lack of school supplies,Distance to the school (too far),,Yes,4,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,Yes,No,Military,None,None,None,None,None,0,0,Yes,No,No,No,No,Good,Good,No lighting,No,N/A,,Radio,,"Friends, neighbors and family",,<25%,Afternoon,Information about needs in the community,Distribution,No
Nigeria,16,4/18/2017,BO,BORNO,BO06,CHIBOK,BO0610,SHIKARKIR,HC0899,PAYA-MAPU,NULL,12.75176,10.84574,Host Communities,Host Communities,Host Communities,,5/20/2016,Unknown,,Yes,,Private Building,Host family house,No,No,,,No,,,,No,No,Yes,No,Yes,No,Yes,No,Yes,Insurgency ,,BORNO,CHIBOK,KORONGILIM,BORNO,DAMBOA,,30,148,4,5,9,15,21,36,16,31,47,21,29,50,2,4,6,20,37,0,6,0,0,0,0,0,0,0,0,0,0,0,5/20/2016,1/21/2017,No,,BORNO,CHIBOK,KORONGILIM,Place of origin,Lack of safety,None,<25%,>75%,None,<25%,None,<50%,Kitchen sets,Bucket/Jerry Can,Blankets/Mats,Blankets/Mats,On-site (<10 mn),>50 %,No,No,Unprotected well,Unprotected well,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,No,No,Never,Cultivated,No,No,No,No,No,No,Fever,Malaria,Diarrhea,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<10 km,<25%,68,15,6,21,18,9,27,12,4,16,Fees or costs,Lack of school supplies,Distance to the school (too far),,Yes,4,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,0,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,Yes,Yes,No,No,No,Good,Good,No lighting,No,N/A,,Telephone voice call,,"Friends, neighbors and family",,<25%,Morning,Information about needs in the community,Safety and Security,No
