country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,site_longitude,site_latitude,site_class,site_type,,,site_date_open,,,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,,,,,
Nigeria,15,2/2/2017,BA,BAUCHI,BA09,GIADE,BA0902,SABON SARA,HC1003,ABUNARI,10.27291,11.48338,Host Communities,Host Communities,Host Communities,NULL,04/30/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,TARABA,WUKARI,HOSPITAL,TARABA,WUKARI,JIBU,5,44,1,0,1,3,4,7,11,5,16,11,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,04/30/2014,10/9/2014,No,TARABA,WUKARI,HOSPITAL,Place of origin,Lack of safety,None,None,None,>75%,<50%,<75%,None,<50%,Hygiene kits,Blankets/Mats,Plastic sheeting,On-site (<10 mn),100%,Yes,Unprotected well,Unprotected well,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),5,No,No,No,Burning,2,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Skin disease,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,<75%,Farming,3,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Other relief assistance,No,7290
Nigeria,15,2/6/2017,BA,BAUCHI,BA09,GIADE,BA0909,ZABI,HC1004,ZABI,10.29081,11.49818,Host Communities,Host Communities,Host Communities,NULL,05/30/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,MAIDUGURI M. C.,BOLORI  I,BORNO,MAIDUGURI M. C.,BOLORI  I,7,74,4,4,8,7,10,17,15,12,27,9,9,18,3,1,4,1,8,0,0,4,0,0,0,0,0,0,05/30/2014,1/6/2014,No,BORNO,MAIDUGURI M. C.,BOLORI  I,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<50%,None,<75%,Hygiene kits,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),>50 %,No,Unprotected well,Unprotected well,10 - 15 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),5,No,No,No,Burning,3,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Skin disease,Malnutrition,Fever,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,<50%,Farming,2,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Other relief assistance,No,7300
Nigeria,15,2/6/2017,BA,BAUCHI,BA09,GIADE,BA0909,ZABI,HC1005,KIMARI,10.33665,11.5002,Host Communities,Host Communities,Host Communities,NULL,02/20/2015,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,YOBE,POTISKUM,MAMUDO,YOBE,POTISKUM,DOGO TEBO,2,15,1,0,1,1,2,3,2,1,3,3,4,7,1,0,1,0,1,0,0,1,0,0,0,0,0,0,02/20/2015,NULL,No,YOBE,POTISKUM,MAMUDO,Place of origin,Lack of safety,None,None,None,>75%,<25%,<75%,None,>75%,Hygiene kits,Blankets/Mats,Kitchen sets,On-site (<10 mn),100%,Yes,Unprotected well,Unprotected well,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),2,No,No,No,Burning,1,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Skin disease,Cough,Diarrhea,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,<75%,Farming,1,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Other relief assistance,No,7314
Nigeria,15,1/30/2017,BA,BAUCHI,BA09,GIADE,BA0901,CHINKANI,HC1006,ANG CHIROMA,10.27342,11.35683,Host Communities,Host Communities,Host Communities,NULL,1/3/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,Yes,Local NGO,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,BORNO,JERE,GOMARI,BORNO,JERE,OLD MAIDUGURI,12,73,1,3,4,8,9,17,15,9,24,12,15,27,1,0,1,1,5,0,0,1,0,0,0,0,0,0,1/3/2014,5/5/2014,No,BORNO,JERE,GOMARI,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<75%,<25%,<75%,Kitchen sets,Blankets/Mats,Plastic sheeting,On-site (<10 mn),100%,Yes,Unprotected well,Unprotected well,>15 ltr,No,Taste,Yes,Not so good (Not hygienic),12,No,No,No,Burning,5,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Malnutrition,Malaria,Diarrhea,Yes,Yes,On-site (<3 km),Local clinic,Yes,On-site,<1 km,<50%,Farming,2,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Other relief assistance,No,7322
Nigeria,15,1/30/2017,BA,BAUCHI,BA09,GIADE,BA0901,CHINKANI,HC1007,MADILMO,10.26719,11.34801,Host Communities,Host Communities,Host Communities,NULL,5/3/2014,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,Yes,Local NGO,,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,ADAMAWA,MUBI SOUTH,NULL,ADAMAWA,MUBI NORTH,NULL,6,19,0,1,1,1,2,3,2,1,3,6,6,12,0,0,0,0,2,0,0,0,0,0,0,0,1,0,03/25/2014,06/20/2014,No,ADAMAWA,MUBI SOUTH,NULL,Place of origin,Lack of safety,None,None,None,>75%,<25%,<50%,<75%,<50%,Hygiene kits,Kitchen sets,Mosquito nets,On-site (<10 mn),100%,Yes,Unprotected well,Unprotected well,>15 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),6,No,No,No,Burning,2,No,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Malnutrition,Malaria,Skin disease,Yes,Yes,Off-site (<3 km),Local clinic,Yes,On-site,<1 km,<25%,Farming,3,Yes,Yes,Yes,Yes,No,Local Authorities,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Distribution,No,7333
Nigeria,15,2/6/2017,BA,BAUCHI,BA10,ITAS/GADAU,BA1002,MASHEMA,HC1008,MASHEMA,9.94322,11.78267,Host Communities,Host Communities,Host Communities,NULL,01/15/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,Yes,BORNO,KUKAWA,BAGA,BORNO,KUKAWA,BAGA,25,128,4,4,8,10,14,24,22,28,50,19,20,39,4,3,7,4,15,0,0,7,1,0,8,0,4,0,01/15/2014,8/2/2016,No,BORNO,NULL,NULL,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<50%,None,<75%,Mosquito nets,Blankets/Mats,Plastic sheeting,Off-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,2,No,Yes but no soap/water inside,Yes,Yes,No,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Malnutrition,Fever,Malaria,Yes,Yes,Off-site (>3 km),Government,Yes,Off-site,<2 km,>75%,Farming,0,Yes,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Child separated from their care givers (or just child separation),Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",Yes,Nigeria,Better living conditions,Mobile phone,Situation in areas of origin,No,7343
Nigeria,15,2/6/2017,BA,BAUCHI,BA10,ITAS/GADAU,BA1002,MASHEMA,HC1009,MAJIYA,9.90129,11.83155,Host Communities,Host Communities,Host Communities,NULL,01/16/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,Yes,BORNO,KUKAWA,BAGA,BORNO,KUKAWA,BAGA,12,67,1,3,4,5,4,9,12,14,26,15,10,25,2,1,3,4,8,0,0,3,0,0,2,0,4,0,04/16/2014,10/2/2016,No,BORNO,KUKAWA,BAGA,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<50%,None,<75%,Blankets/Mats,Mosquito nets,Plastic sheeting,Off-site (<10 mn),>50 %,Yes,Protected well,Hand pumps,5 - 10 ltr,Yes,None,No,Non usable,0,No,No,No,Garbage pit,2,No,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, off site",No,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<1 km,>75%,Farming,2,Yes,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",Yes,Nigeria,Better living conditions,Mobile phone,Situation in areas of origin,No,7356
Nigeria,15,2/8/2017,BA,BAUCHI,BA10,ITAS/GADAU,BA1010,ZUBUKI,HC1010,ZUBUKI,10.04912,11.83531,Host Communities,Host Communities,Host Communities,NULL,9/1/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,No,BORNO,KUKAWA,KAUWA,BORNO,KUKAWA,KAUWA,29,141,3,6,9,8,7,15,27,25,52,30,29,59,3,3,6,6,10,0,0,6,0,0,7,2,4,0,9/1/2014,02/15/2016,No,BORNO,KUKAWA,KAUWA,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<50%,None,<75%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,Off-site (<10 mn),>50 %,Yes,Lake/dam,Lake/dam,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,2,No,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, off site",No,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<2 km,>75%,Farming,0,No,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,7374
Nigeria,15,2/8/2017,BA,BAUCHI,BA10,ITAS/GADAU,BA1010,ZUBUKI,HC1011,GARIN MALLAM,10.05368,11.94781,Host Communities,Host Communities,Host Communities,NULL,10/1/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,No,BORNO,KUKAWA,BAGA,BORNO,KUKAWA,BAGA,15,75,4,6,10,6,8,14,12,10,22,10,14,24,2,3,5,4,11,0,0,5,0,0,2,1,3,0,10/1/2014,01/17/2016,No,BORNO,KUKAWA,BAGA,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<75%,<25%,<50%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,Off-site (<10 mn),>50 %,Yes,Unprotected well,Hand pumps,5 - 10 ltr,Yes,None,No,Non usable,0,No,No,No,Burning,2,No,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, off site",No,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<5 km,>75%,Farming,0,No,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Local Leader,Situation in areas of origin,No,7341
Nigeria,15,2/1/2017,BA,BAUCHI,BA10,ITAS/GADAU,BA1001,ITAS,HC1012,ITAS,9.96402,11.8543,Host Communities,Host Communities,Host Communities,NULL,01/18/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,Yes,BORNO,KUKAWA,KAUWA,BORNO,KUKAWA,KAUWA,32,145,8,6,14,11,10,21,23,26,49,27,25,52,4,5,9,5,12,1,0,9,0,2,1,3,2,0,01/18/2014,12/2/2016,No,BORNO,KUKAWA,KAUWA,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<50%,None,<75%,Blankets/Mats,Bucket/Jerry Can,Mosquito nets,Off-site (<10 mn),>50 %,Yes,Protected well,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,4,No,Yes but no soap/water inside,Yes,Yes,No,No,"Yes, off site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<1 km,>75%,Farming,2,Yes,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,7353
Nigeria,15,2/2/2017,BA,BAUCHI,BA10,ITAS/GADAU,BA1009,KASHURI,HC1013,KASHURI,10.21315,11.79552,Host Communities,Host Communities,Host Communities,NULL,01/18/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,No,YOBE,GUJBA,GUJBA,YOBE,GUJBA,GUJBA,28,138,4,5,9,11,9,20,26,20,46,24,31,55,4,4,8,7,12,3,0,8,0,1,10,2,5,0,01/18/2014,12/2/2016,No,YOBE,GUJBA,GUJBA,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<75%,None,<75%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,Off-site (<10 mn),>50 %,Yes,Unprotected well,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,1,No,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, off site",No,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<1 km,>75%,Farming,0,No,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Child physical & emotional abuse,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Situation in areas of origin,No,7360
Nigeria,15,2/5/2017,BA,BAUCHI,BA10,ITAS/GADAU,BA1008,GADAU,HC1014,GADAU,10.16387,11.83653,Host Communities,Host Communities,Host Communities,NULL,4/1/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,No,BORNO,KUKAWA,KAUWA,BORNO,KUKAWA,KAUWA,28,126,5,4,9,4,3,7,24,26,50,26,28,54,2,4,6,3,10,0,0,6,2,0,10,1,4,0,4/1/2014,10/2/2016,No,BORNO,KUKAWA,KAUWA,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<50%,None,<50%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,Off-site (<10 mn),>50 %,Yes,Unprotected well,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,3,No,Yes but no soap/water inside,Yes,Yes,No,No,"Yes, off site",No,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<2 km,>75%,Farming,0,No,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,7369
Nigeria,15,2/5/2017,BA,BAUCHI,BA10,ITAS/GADAU,BA1008,GADAU,HC1015,MALENDIGE ,10.21343,11.95922,Host Communities,Host Communities,Host Communities,NULL,8/1/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,Yes,BORNO,KUKAWA,KAUWA,NULL,NULL,NULL,7,31,2,2,4,3,4,7,4,5,9,3,5,8,1,2,3,2,4,0,0,3,0,0,0,0,2,0,8/1/2014,8/2/2016,No,BORNO,KUKAWA,KAUWA,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<50%,None,<75%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,Off-site (<10 mn),>50 %,Yes,Unprotected well,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,2,No,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, off site",No,Irregular,Cultivated,No,No,No,No,No,No,Malnutrition,Fever,Malaria,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<2 km,>75%,Farming,0,Yes,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,7371
Nigeria,15,2/8/2017,BA,BAUCHI,BA10,ITAS/GADAU,BA1003,GWARAI,HC1016,GWARAI ,9.90256,11.81597,Host Communities,Host Communities,Host Communities,NULL,3/1/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,No,BORNO,KUKAWA,BAGA,NULL,NULL,NULL,20,106,5,6,11,10,12,22,15,17,32,16,17,33,4,4,8,4,12,0,0,8,1,0,8,2,5,0,3/1/2014,10/2/2016,No,BORNO,KUKAWA,BAGA,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<75%,None,<75%,Blankets/Mats,Plastic sheeting,Mosquito nets,Off-site (<10 mn),>50 %,Yes,Unprotected well,Protected well,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),2,No,No,No,Burning,2,No,Yes but no soap/water inside,Yes,Yes,No,No,"Yes, off site",No,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<2 km,>75%,Farming,0,No,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,7380
Nigeria,15,2/8/2017,BA,BAUCHI,BA10,ITAS/GADAU,BA1003,GWARAI,HC1017,KILAGANA ,9.89437,11.74344,Host Communities,Host Communities,Host Communities,NULL,5/1/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,No,BORNO,KUKAWA,BAGA,NULL,NULL,NULL,9,37,1,0,1,2,4,6,7,5,12,6,8,14,2,2,4,1,4,0,0,4,0,0,2,0,1,0,5/1/2014,12/2/2016,No,BORNO,KUKAWA,BAGA,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<50%,None,<75%,Mosquito nets,Bucket/Jerry Can,Blankets/Mats,Off-site (<10 mn),>50 %,Yes,Protected well,Hand pumps,5 - 10 ltr,Yes,None,No,Non usable,0,No,No,No,Burning,2,No,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, off site",No,Irregular,Cultivated,No,No,No,No,No,No,Malnutrition,Fever,Malaria,Yes,Yes,Off-site (<3 km),Local clinic,Yes,Off-site,<2 km,>75%,Farming,0,No,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",Yes,Nigeria,Better living conditions,Families/Friends,Situation in areas of origin,No,7388
Nigeria,15,1/30/2017,BA,BAUCHI,BA10,ITAS/GADAU,BA1007,BAMBAL,HC1018,BAMBAL,9.73763,11.74609,Host Communities,Host Communities,Host Communities,NULL,2/3/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,No,No,BORNO,KUKAWA,BAGA,BORNO,KUKAWA,BAGA,33,141,7,7,14,10,12,22,22,28,50,25,22,47,4,4,8,3,16,0,0,8,2,1,3,0,4,0,2/3/2014,9/1/2016,No,BORNO,KUKAWA,BAGA,Place of origin,House damaged/destroyed,None,None,None,>75%,<50%,<50%,None,<75%,Blankets/Mats,Bucket/Jerry Can,Mosquito nets,Off-site (<10 mn),>50 %,Yes,Hand pumps,Hand pumps,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Garbage pit,2,No,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, off site",No,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Government,Yes,Off-site,<5 km,>75%,Farming,0,No,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio/news,Situation in areas of origin,No,7379
Nigeria,15,2/7/2017,BA,BAUCHI,BA10,ITAS/GADAU,BA1005,BUZAWA,HC1019,GALADIMAWA,9.71654,11.75988,Host Communities,Host Communities,Host Communities,NULL,06/20/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,Yes,Yes,BORNO,KUKAWA,BAGA,BORNO,KUKAWA,BAGA,7,32,2,1,3,3,3,6,6,4,10,5,6,11,1,1,2,2,4,0,0,2,0,0,1,0,2,0,06/20/2014,01/22/2016,No,BORNO,KUKAWA,BAGA,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<50%,None,<50%,Mosquito nets,Bucket/Jerry Can,Blankets/Mats,Off-site (<10 mn),>50 %,Yes,Unprotected well,Hand pumps,5 - 10 ltr,Yes,None,No,Not so good (Not hygienic),1,No,No,No,Burning,1,No,Yes but no soap/water inside,Yes,Yes,Yes,No,"Yes, off site",No,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Malnutrition,Yes,Yes,Off-site (<3 km),Government,Yes,On-site,<2 km,>75%,Fishing,2,Yes,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",Yes,Nigeria,Better living conditions,Families/Friends,Situation in areas of origin,No,7386
Nigeria,15,2/7/2017,BA,BAUCHI,BA10,ITAS/GADAU,BA1005,BUZAWA,HC1020,BUZAWA,9.70391,11.76833,Host Communities,Host Communities,Host Communities,NULL,06/29/2014,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,No,No,Yes,No,Yes,Yes,Yes,BORNO,KUKAWA,BAGA,BORNO,KUKAWA,BAGA,21,119,8,6,14,10,12,22,22,20,42,17,18,35,4,2,6,3,16,0,0,6,0,0,12,1,4,0,06/29/2014,5/2/2016,No,BORNO,KUKAWA,BAGA,Place of origin,House damaged/destroyed,None,None,None,>75%,<75%,<75%,None,<75%,Blankets/Mats,Bucket/Jerry Can,Mosquito nets,Off-site (<10 mn),>50 %,Yes,Unprotected well,Hand pumps,5 - 10 ltr,Yes,None,No,Non usable,0,No,No,No,Burning,0,No,Yes but no soap/water inside,Yes,No,Yes,No,"Yes, off site",No,Irregular,Distribution,No,No,No,No,No,No,Malnutrition,Fever,Malaria,Yes,Yes,Off-site (<3 km),Government,Yes,On-site,<2 km,>75%,Farming,8,Yes,Yes,Yes,Yes,Yes,Self organized,Alcohol/drug-related disturbance,Domestic violence,Other forms of exploitation (forced labor/forced begging),Children involved in WFCL (forced labor/forced begging),Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Mobile phone,Situation in areas of origin,No,7390
