country,round,survey_date,,site_region,,site_province,,site_district,site_id,site_name,,site_longitude,site_latitude,site_class,site_type,,,site_date_open,,,site_access,site_area,site_owner,site_shelter,smc_exist,smc_community,,,sma_exist,sma_type,,,regist_activity,,support_wash,health_support,support_shelter,support_food,support_protect,support_edu,support_live,,,,,,,,,n_family,n_total,n_infants_male,n_infants_female,n_infants,n_child_male,n_child_female,n_child,n_youth_male,n_youth_female,n_youth,n_adult_male,n_adult_female,n_adult,n_elder_male,n_elder_female,n_elder,n_pregnant,n_lactating,n_pwd,,n_child_unacc,n_child_sep,n_orphan,n_hoh_female,n_hoh_male,n_hoh_child,,,,,,,,,,,,,,,per_hh_no_shelter,per_hh_tents,per_hh_makeshift,per_hh_indoors,per_hh_electricity,per_hh_safe_cooking,per_hh_private,per_hh_nets,nfi_a,nfi_b,nfi_c,water_location,water_operational,,,water_source_np,water_source_p,water_avg,water_potable,water_problem,water_remark,latrine_cond,n_latrine,latrine_gender,bathing_gender,latrine_lock,hyg_waste,n_garbage,garbage_problem,hyg_station,hyg_evidence,,hyg_open_def,hyg_drainage,food_access,food_market,food_freq,food_source,,food_sup_child,food_sup_lac,,,,,,,health_medicine,health_center,health_location,health_provider,edu_access,edu_location,edu_distance,per_sch,,,,,,,,,,,,,,,,,,,,,,,,,,n_hh_income,job_access,,,sec_provided,,sec_provider,sec_issue,sec_gbv,,sec_child_issue,,n_space_child,n_space_female,,,unsafe_female,unsafe_male,unsafe_child,,,site_lighting,job_abr,job_abr_in,job_abr_prom,,,,,,,,,,,,,,,,,,
Nigeria,17,5/15/2017,TR,TARABA,TR07,JALINGO,TR0706,MAYO GOI,HC0728,NTA,NULL,11.37382,8.90032,Host Communities,Host Communities,Host Communities,NULL,15/06/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,Yes,Yes,,,No,NULL,,,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Insurgency ,NULL,TARABA,WUKARI,RAFIN KADA,TARABA,WUKARI,PUJE,45,225,5,9,14,12,25,37,32,40,72,40,52,92,6,4,10,25,14,NULL,10,NULL,1,2,4,10,NULL,1,NULL,2,NULL,NULL,41805,42232,No,NULL,TARABA,WUKARI,BANTAJE,Place of origin,House damaged/destroyed,None,None,None,>75%,>75%,<75%,<75%,<25%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),>50 %,No,No,Hand pumps,Hand pumps,Unknown,No,Odor/smell,Yes,Not so good (Not hygienic),0,No,No,No,Garbage pit,11,No,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Cash,No,No,No,No,No,No,Fever,Diarrhea,Malnutrition,No,Yes,Off-site (<3 km),Government,Yes,On-site,<2 km,>75%,94,12,10,22,20,15,35,20,17,37,Fees or costs,Lack of school supplies,Fear of violence,NULL,Yes,4,No,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,32,Yes,No,Yes,Yes,No,Community Leaders,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Telephone voice call,NULL,Religious leader,NULL,>75%,Evening,Information about needs in the community,Other relief assistance,No,1.Hausa,NULL,9. English,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/15/2017,BO,BORNO,BO05,BIU,BO0504,GARUBULA,HC0714,ZUWA,NULL,12.01973,10.77919,Host Communities,Host Communities,Host Communities,NULL,08/03/15,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,Yes,No,Yes,No,No,No,Yes,Insurgency ,NULL,BORNO,ASKIRA / UBA,UBA,NULL,NULL,NULL,4,35,3,2,5,3,5,8,5,8,13,3,4,7,1,1,2,1,6,0,2,1,2,0,0,0,0,0,0,0,0,0,42046,42713,No,NULL,BORNO,ASKIRA / UBA,UBA,Place of origin,Lack of food,None,None,None,>75%,<25%,<25%,<25%,<25%,Mosquito nets,Bucket/Jerry Can,Blankets/Mats,On-site (<10 mn),>50 %,No,Yes,Unprotected well,Protected well,5 - 10 ltr,No,Odor/smell,Yes,Not so good (Not hygienic),2,No,No,No,No waste disposal system,0,Yes,Yes,No,No,No,No,"Yes, off site",No,Irregular,Cash,No,No,No,No,No,No,Cough,Malaria,Fever,No,Yes,Off-site (>3 km),Local clinic,Yes,Off-site,<5 km,<25%,18,3,2,5,4,3,7,4,2,6,Fees or costs,Fear of violence,Distance to the school (too far),NULL,No,NULL,Yes,Yes,Slightly damaged,No,Yes,N/A,N/A,N/A,Collecting firewood,1,No,Yes,Yes,No,No,None,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Word of Mouth,NULL,"Friends, neighbors and family",NULL,<25%,Evening,Information about needs in the community,Safety and Security,No,6. Marghi,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/15/2017,BO,BORNO,BO21,MAIDUGURI M. C.,BO2104,FEZZAN,HC0755,LAWANTI,NULL,13.84124,11.15657,Host Communities,Host Communities,Host Communities,NULL,NULL,Unknown,NULL,Yes,NULL,Private Building,Host family house,Yes,Yes,,,No,NULL,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,NGALA,GAMBORU 'B',BORNO,MAFA,MA'AFA,14,71,3,5,8,5,7,12,8,11,19,10,15,25,3,4,7,4,6,0,7,0,6,3,10,0,0,0,0,0,0,0,41861,42417,No,NULL,BORNO,NGALA,GAMBORU 'B',Place of origin,Lack of safety,None,None,None,>75%,<75%,<25%,<25%,<50%,Blankets/Mats,Kitchen sets,Hygiene kits,On-site (<10 mn),1,Yes,No,Piped water supply,Piped water supply,>15 ltr,Yes,None,No,Not so good (Not hygienic),0,No,No,Yes,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,Yes,No,No,No,No,No,Malaria,Cough,Fever,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,25,3,4,7,5,6,11,3,4,7,Fees or costs,Work in the fields,Work at the house,NULL,Yes,30,Yes,Yes,No damage,No,N/A,N/A,N/A,N/A,Petty trade,0,No,No,Yes,Yes,No,Local Authorities,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,Yes,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio,NULL,Local leader/Community leader,NULL,<50%,Afternoon,Information about needs in the community,Safety and Security,No,2. Kanuri,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,2. Kanuri,NULL
Nigeria,17,5/14/2017,BO,BORNO,BO05,BIU,BO0503,DUGJA,HC0707,TUM,NULL,12.10874,10.60535,Host Communities,Host Communities,Host Communities,NULL,28/04/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,YOBE,GUJBA,GUJBA,YOBE,GUJBA,BUNIGARI/LAWANTI,28,232,8,10,18,27,35,62,30,34,64,24,46,70,7,11,18,6,25,0,18,3,11,0,13,0,0,0,0,0,0,0,41757,42451,No,NULL,YOBE,GUJBA,GUJBA,Place of origin,House damaged/destroyed,None,None,None,>75%,<25%,<25%,<25%,<50%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (>10 mn),<50 %,Yes,Yes,Unprotected well,Piped water supply,>15 ltr,No,Suspended solids,Yes,Good (Hygienic),19,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Fever,Malaria,Cough,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,>75%,95,18,13,31,22,14,36,12,16,28,Fees or costs,Violence/risks at the school or to/from the school,Work at the house,NULL,Yes,6,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,15,Yes,Yes,Yes,Yes,Yes,Local Authorities,Crime,None,None,Children involved in WFCL (forced labor/forced begging),Assistance was physically inadequate for most vulnerable,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Evening,Information about needs in the community,Situation in areas of origin,No,7. Fulani,NULL,2. Kanuri,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/26/2017,TR,TARABA,TR07,JALINGO,TR0707,SARKIN DAWAKI,HC0725,LAMORDE,NULL,11.38717,8.88289,Host Communities,Host Communities,Host Communities,NULL,21/06/14,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,,,No,NULL,,,No,No,No,No,Yes,No,Yes,Yes,Yes,Communal Clashes,NULL,TARABA,WUKARI,AVYI,TARABA,WUKARI,HOSPITAL,23,125,5,6,11,8,10,18,14,24,38,15,35,50,3,5,8,10,11,0,8,0,0,10,4,0,0,0,NULL,0,0,0,41811,NULL,No,NULL,TARABA,WUKARI,AVYI,Place of origin,House damaged/destroyed,None,None,None,>75%,>75%,>75%,>75%,>75%,Blankets/Mats,Mosquito nets,Bucket/Jerry Can,Off-site (<10 mn),>50 %,No,No,Unprotected well,Unprotected well,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),6,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Malnutrition,No,Yes,Off-site (<3 km),Local clinic,Yes,On-site,<1 km,<75%,48,5,5,10,11,8,19,9,10,19,Fees or costs,Lack of school supplies,Lack of teachers,NULL,No,3,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,15,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Telephone voice call,NULL,Traditional Leader,NULL,<50%,Evening,Information about needs in the community,Safety and Security,No,1.Hausa,NULL,9. English,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/18/2017,TR,TARABA,TR07,JALINGO,TR0710,TURAKI 'B',HC0733,NYAMA SALA,NULL,11.38468,8.89406,Host Communities,Host Communities,Host Communities,NULL,22/07/14,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Communal Clashes,NULL,TARABA,WUKARI,HOSPITAL,TARABA,WUKARI,AVYI,36,180,5,8,13,10,25,35,20,22,42,34,40,74,6,10,16,16,13,0,16,0,0,0,4,0,0,0,0,1,0,0,41802,41811,No,NULL,TARABA,WUKARI,HOSPITAL,Place of origin,House damaged/destroyed,None,None,None,>75%,>75%,>75%,<75%,<25%,Bucket/Jerry Can,Kitchen sets,Blankets/Mats,On-site (<10 mn),>50 %,No,Yes,Unprotected well,Piped water supply,Unknown,Yes,None,No,Not so good (Not hygienic),1,Yes,Yes,Yes,Garbage pit,3,No,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Diarrhea,No,Yes,On-site (>3 km),Government,Yes,On-site,<1 km,<75%,67,14,11,25,10,10,20,12,10,22,Fees or costs,Lack of school supplies,Work at the house,NULL,Yes,2,No,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,25,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,Not enough assistance for all entitled,0,0,Yes,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Radio,NULL,Religious leader,NULL,<50%,Morning,Information about needs in the community,Other relief assistance,No,1.Hausa,NULL,9. English,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/10/2017,TR,TARABA,TR07,JALINGO,TR0705,MAJIDADI,HC0741,KAROFI JUMA'AT MOSQUE,NULL,11.35795,9.88872,Host Communities,Host Communities,Host Communities,NULL,12/06/14,Unknown,NULL,Yes,NULL,Private Building,Individual house,Yes,Yes,,,No,NULL,,,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Communal Clashes,NULL,TARABA,WUKARI,AVYI,TARABA,WUKARI,PUJE,32,160,4,6,10,10,15,25,20,22,42,28,48,76,3,4,7,9,15,0,7,0,0,12,4,0,0,0,0,0,0,0,41802,NULL,No,NULL,TARABA,WUKARI,AVYI,Place of origin,House damaged/destroyed,None,None,None,>75%,>75%,<75%,<75%,<50%,Kitchen sets,Blankets/Mats,Bucket/Jerry Can,On-site (<10 mn),>50 %,No,No,Unprotected well,Unprotected well,10 - 15 ltr,No,Taste,Yes,Not so good (Not hygienic),4,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Fever,Diarrhea,Malnutrition,No,Yes,Off-site (<3 km),Government,Yes,Off-site,<2 km,>75%,72,12,8,20,15,10,25,17,10,27,Fees or costs,Work in the fields,Work at the house,NULL,Yes,4,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,29,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Telephone voice call,NULL,Traditional Leader,NULL,<25%,Evening,Feedback (positive or negative) about the services in the  site,Safety and Security,No,1.Hausa,NULL,9. English,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/10/2017,AD,ADAMAWA,AD02,FUFORE,AD0202,FARANG,HC0573,GASHIGA,NULL,12.9107,9.57651,Host Communities,Host Communities,Host Communities,NULL,19/10/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,Yes,No,,,No,NULL,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,GWOZA,GAVVA / AGAPALWA,ADAMAWA,MICHIKA,VI / BOKA,5,50,0,0,0,1,2,3,12,13,25,8,13,21,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41931,42228,Yes,Two times,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,Place of origin,Lack of safety,None,None,None,<75%,<25%,<25%,<50%,<50%,Blankets/Mats,Bucket/Jerry Can,Mosquito nets,On-site (<10 mn),>50 %,Yes,Yes,Protected well,Hand pumps,<5 ltr,Yes,None,No,Not so good (Not hygienic),4,No,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cultivated,No,No,No,No,No,No,Malaria,Fever,Diarrhea,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,28,2,1,3,6,7,13,7,5,12,Fees or costs,Distance to the school (too far),Work at the house,NULL,Yes,3,No,Yes,No damage,No,N/A,N/A,N/A,N/A,Farming,5,Yes,Yes,Yes,Yes,Yes,Police,Friction anmong site residents,None,None,None,Fighting between recipients at distribution points,1,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio,NULL,Local leader/Community leader,NULL,<50%,Morning,Information about needs in the community,Situation in areas of origin,Yes,1.Hausa,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/12/2017,BO,BORNO,BO12,HAWUL,BO1202,DZAR/ VINADUM/ BIRNI/ DLANDI,HC0811,VINADAM,NULL,12.05463,10.58871,Host Communities,Host Communities,Host Communities,NULL,12/07/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,HAWUL,SHAFFA,ADAMAWA,HONG,DAKSIRI,56,391,14,16,30,46,59,105,51,64,115,54,73,127,9,5,14,12,40,0,14,0,0,0,0,0,0,0,0,0,0,0,41841,42343,No,NULL,BORNO,HAWUL,SHAFFA,Place of origin,Lack of safety,None,None,None,>75%,<50%,<50%,None,None,Blankets/Mats,Mosquito nets,Kitchen sets,On-site (<10 mn),>50 %,No,No,Unprotected well,Unprotected well,10 - 15 ltr,Yes,None,No,Not so good (Not hygienic),46,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,RTI,Malaria,Cough,Yes,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,<75%,178,37,26,63,39,23,62,25,28,53,Fees or costs,Lack of school supplies,Work at the house,NULL,Yes,32,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,37,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio,NULL,Local leader/Community leader,NULL,<25%,Morning,Information about needs in the community,Safety and Security,No,5. Bura,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,5. Bura,NULL
Nigeria,17,5/15/2017,TR,TARABA,TR07,JALINGO,TR0705,MAJIDADI,HC0743,WATER BOARD,NULL,11.34546,8.90042,Host Communities,Host Communities,Host Communities,NULL,11/06/14,Unknown,NULL,Yes,NULL,Private Building,Individual house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Communal Clashes,NULL,TARABA,WUKARI,PUJE,TARABA,WUKARI,AVYI,41,215,5,15,20,25,35,60,38,32,70,25,30,55,2,8,10,16,20,0,10,0,0,12,0,0,0,0,0,0,0,0,41801,42175,No,NULL,TARABA,WUKARI,PUJE,Place of origin,House damaged/destroyed,None,None,None,>75%,>75%,<75%,<75%,>75%,Blankets/Mats,Kitchen sets,Bucket/Jerry Can,On-site (<10 mn),>50 %,No,Yes,Unprotected well,Hand pumps,>15 ltr,Yes,None,No,Not so good (Not hygienic),7,No,No,Yes,Burning,0,No,Yes but no soap/water inside,No,Yes,No,No,"Yes, off site",Yes,Irregular,Cash,No,No,No,No,No,No,Fever,Cough,Malnutrition,No,Yes,On-site (>3 km),Local clinic,Yes,Off-site,<1 km,>75%,97,19,18,37,18,10,28,14,18,32,Fees or costs,Lack of teachers,Lack of school supplies,NULL,Yes,4,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Petty trade,34,Yes,Yes,Yes,Yes,No,Community Leaders,None,None,None,None,Assistance was physically inadequate for most vulnerable,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting and it is adequate",No,N/A,NULL,Telephone voice call,NULL,Aid worker,NULL,<25%,Evening,Information about needs in the community,Other relief assistance,No,1.Hausa,NULL,9. English,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/15/2017,BO,BORNO,BO12,HAWUL,BO1206,KWAJAFFA/HANG,HC0807,CHIRKIDA BABA,NULL,12.4181,10.46761,Host Communities,Host Communities,Host Communities,NULL,24/03/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,HAWUL,SHAFFA,BORNO,HAWUL,HIZHI,1614,10291,155,174,329,587,972,1559,1656,1783,3439,2048,2692,4740,93,131,224,17,345,0,224,0,0,0,0,0,0,12,0,1,0,0,41722,41751,No,NULL,BORNO,HAWUL,SHAFFA,Place of origin,Lack of safety,None,None,None,>75%,<50%,<50%,<25%,<25%,Mosquito nets,Kitchen sets,Blankets/Mats,On-site (<10 mn),>50 %,No,No,Unprotected well,Unprotected well,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),1348,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,No,Yes,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Malaria,Cough,Fever,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<2 km,<50%,4740,764,537,1301,873,728,1601,910,928,1838,Lack of school supplies,Fear of violence,Work at the house,NULL,Yes,53,Yes,Yes,No damage,Yes,Yes,N/A,N/A,N/A,Farming,708,Yes,Yes,Yes,Yes,No,Police,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Telephone voice call,NULL,Local leader/Community leader,NULL,<25%,Morning,Information about needs in the community,Safety and Security,No,5. Bura,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,5. Bura,1
Nigeria,17,5/16/2017,BO,BORNO,BO12,HAWUL,BO1205,KIDA,HC0806,YIMIR SHIKA,NULL,12.24357,10.52685,Host Communities,Host Communities,Host Communities,NULL,15/09/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,HAWUL,KWAJAFFA/HANG,ADAMAWA,HONG,GAYA,41,259,7,9,16,21,29,50,28,36,64,62,55,117,4,8,12,11,0,0,12,0,0,0,0,0,0,0,0,0,0,0,41897,42846,No,NULL,BORNO,HAWUL,KWAJAFFA/HANG,Place of origin,Lack of safety,None,None,None,>75%,<50%,<50%,<25%,<25%,Kitchen sets,Blankets/Mats,Mosquito nets,On-site (<10 mn),<50 %,No,No,Unprotected well,Unprotected well,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),32,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Fever,Cough,Malaria,Yes,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,<50%,98,15,19,34,21,12,33,15,16,31,Fees or costs,Lack of teachers,Work in the fields,NULL,Yes,12,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,29,Yes,Yes,Yes,Yes,No,Police,None,None,None,None,None,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Telephone voice call,NULL,Local leader/Community leader,NULL,<25%,Morning,Information about needs in the community,Situation in areas of origin,Yes,5. Bura,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,5. Bura,NULL
Nigeria,17,5/16/2017,BO,BORNO,BO21,MAIDUGURI M. C.,BO2110,LAMISULA/JABBA MARI,HC0749,WALAR JERUSALEM,NULL,13.13906,11.84389,Host Communities,Host Communities,Host Communities,NULL,14/05/14,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,No,Yes,No,Yes,Yes,No,Insurgency ,NULL,BORNO,GWOZA,PULKA/BOKKO,BORNO,GWOZA,GWOZA WAKANE / BULABULIN,1876,13394,154,166,320,909,2455,3364,2122,2800,4922,1251,3185,4436,177,175,352,529,609,0,352,0,0,0,30,10,0,7,9,20,2,0,41927,42197,No,NULL,BORNO,GWOZA,PULKA/BOKKO,Place of origin,Lack of safety,None,None,None,>75%,<50%,<50%,<25%,<50%,Blankets/Mats,Kitchen sets,Soap,On-site (<10 mn),>50 %,Yes,Yes,Hand pumps,Piped water supply,5 - 10 ltr,No,Taste,Yes,Not so good (Not hygienic),0,No,No,Yes,Burning,0,Yes,Yes but no soap/water inside,No,No,No,No,"Yes, off site",Yes,Irregular,Cash,Yes,Yes,Yes,No,No,No,Malaria,Fever,Cough,Yes,Yes,Off-site (<3 km),Government,Yes,On-site,<1 km,<25%,9357,625,595,1220,2803,1944,4747,1928,1462,3390,Fees or costs,Lack of teachers,Work in the fields,NULL,Yes,0,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,0,No,No,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Information about needs in the community,Distribution,No,1.Hausa,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/14/2017,BO,BORNO,BO05,BIU,BO0504,GARUBULA,HC0715,GARUBULA,NULL,12.01985,10.77923,Host Communities,Host Communities,Host Communities,NULL,12/03/15,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Insurgency ,NULL,YOBE,GUJBA,BUNIGARI/LAWANTI,BORNO,DAMBOA,NULL,10,86,6,8,14,8,13,21,10,11,21,8,12,20,4,6,10,5,14,0,10,0,3,1,0,10,1,0,0,0,0,0,42075,42409,No,NULL,YOBE,GUJBA,BUNIGARI/LAWANTI,Place of origin,Lack of safety,None,None,None,>75%,<25%,<25%,<25%,<25%,Mosquito nets,Blankets/Mats,Bucket/Jerry Can,On-site (<10 mn),<50 %,No,No,Unprotected well,Unprotected well,5 - 10 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),6,No,No,No,No waste disposal system,0,Yes,Yes but no soap/water inside,No,No,Yes,No,"Yes, off site",No,Irregular,Cash,No,No,No,No,No,No,Malaria,Fever,Cough,No,Yes,On-site (>3 km),Local clinic,Yes,Off-site,<10 km,<25%,29,3,5,8,5,4,9,6,6,12,Fees or costs,Fear of violence,Distance to the school (too far),NULL,No,NULL,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,6,Yes,Yes,Yes,Yes,No,Self organized,None,None,None,None,Not enough assistance for all entitled,0,0,No,No,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio,NULL,"Friends, neighbors and family",NULL,<25%,Morning,Feedback (positive or negative) about the services in the  site,Safety and Security,No,5. Bura,NULL,1.Hausa,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
Nigeria,17,5/13/2017,BO,BORNO,BO05,BIU,BO0503,DUGJA,HC0708,TABRA,NULL,12.16111,10.62432,Host Communities,Host Communities,Host Communities,NULL,20/03/15,Unknown,NULL,Yes,NULL,Private Building,Host family house,No,N/A,,,No,NULL,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Insurgency ,NULL,BORNO,DAMBOA,DAMBOA,BORNO,DAMBOA,AJIGN (A),89,744,52,55,107,92,95,187,80,92,172,96,128,224,22,32,54,18,126,1,54,17,11,2,36,41,6,0,0,0,0,0,42083,42574,No,NULL,BORNO,DAMBOA,DAMBOA,Place of origin,Lack of safety,None,None,None,>75%,<25%,<25%,<25%,<50%,Mosquito nets,Blankets/Mats,Kitchen sets,On-site (>10 mn),<50 %,No,Yes,Unprotected well,Hand pumps,>15 ltr,No,Suspended solids,Yes,Not so good (Not hygienic),71,No,No,No,Burning,21,Yes,Yes but no soap/water inside,No,Yes,Yes,No,"Yes, on site",Yes,Irregular,Cash,No,No,No,No,No,No,Cough,Fever,Malaria,No,Yes,On-site (<3 km),Government,Yes,On-site,<1 km,>75%,250,31,47,78,49,36,85,43,44,87,Fees or costs,Work at the house,Work in the fields,NULL,Yes,8,Yes,Yes,No damage,No,Yes,N/A,N/A,N/A,Farming,67,Yes,Yes,Yes,Yes,Yes,Local Authorities,Crime,None,None,Children involved in WFCL (forced labor/forced begging),Assistance was physically inadequate for most vulnerable,0,0,No,Yes,No,No,No,Good,Good,"Yes, there is lighting but it is NOT adequate",No,N/A,NULL,Radio,NULL,Local leader/Community leader,NULL,<25%,Evening,Information about needs in the community,Situation in areas of origin,No,6. Marghi,NULL,2. Kanuri,NULL,1.Hausa,NULL,Yes,1.Hausa,NULL
