country,survey_date,,,round,,,,,site_id,,,,,,,,,site_latitude,site_longitude,,,site_urban,,,,,,,n_family,n_total,n_male,n_female,,n_pregnant_youth,n_pregnant_adult,n_lactating,n_pwpd_m,n_pwpd_w,n_pwmd_m,n_pwmd_w,n_chron_m,n_chron_w,n_ethnicmin_m,n_ethnicmin_w,n_elder_male,n_elder_female,n_elder_m_alone,n_elder_f_alone,n_boy_unacc,n_girl_unacc,n_boy_sep,n_girl_sep,n_orphan_b,n_orphan_g,n_single_mothers,n_single_fathers,n_hoh_boy,n_hoh_girl,,,,,,,,,,,,,,,,,,,water_source_p,,,,,,latrine_gender,,,,,,,,,,,,,,,edu_access,,,,,per_hh_income,,,,sec_provided,,,,,,,,,,,,,,,,,,,,,,,food_access,,,,,,,,,,,,,,,,,travel_info,,,,,
Ecuador,2016-05-17,,Masculino,2,Esmeraldas,MUISNE,DAULE,Agua clara,ESM_038,Albergue agua clara,Daule,Espontaneo,Lote abierto,abierto,2016-04-16,,.,0.418339,-80.001488,,,rural,mies,si,,si,,.,8,42,29,13,.,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,no,pueblo mas cercano,,,,techo improvisado,si,si,si,kits cocina,kits cocina,fuera del sitio mayor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,tanquero,2,2,21,si,no,si,no,si,dos veces por semana,no,no,IRA,,0,si,en el sitio mayor 3 km,dia,gobierno,si,menor a 1 km,menor 75%,pesca,,menor 50%,si,no,si,si,no,,policia,no,,identificacion de MNA,1,,no,si,si,si,bueno,bueno,si,1,"si, pero no adecuada",vivienda temporal agua saneamiento higiene salud comida educacion,si,no,si,si,si,si,no,no,no,,,,,,,,,ninguno,.,lider local,accesso asistencia,no,,,,2016-05-18T14:21:19,63
Ecuador,2016-05-17,,Masculino,2,Esmeraldas,MUISNE,DAULE,Chamanga,ESM_039,Maldonado,Maldonado,Espontaneo,Otro,abierto,2016-04-17,,.,0.433566525,-80.0122882,63.53581531,10,rural,mies,si,.,si,,.,16,55,38,17,.,,1,4,2,1,,,1,,,,5,5,1,,,,2,,1,,3,2,0,0,0,0,0,0,no,lugar de origen,,,,techo improvisado,si,no,no,,kits cocina,fuera del sitio mayor 20 minutos,poma,no,agua embotellada,no,pozo,1,1,55,no,no,no,no,si,dos veces por semana,no,no,IRA,,0,no,fuera del sitio mayor 3 km,dia,gobierno,no,menor a 1 km,menor 50%,pesca,,menor 50%,si,si,si,no,no,,policia,no,,identificacion de MNA,0,0,no,si,si,si,bueno,bueno,si,2,"si, adecuada",bienes no alimentarios salud educacion,no,si,no,si,no,si,no,no,no,distancia diseno seguridad,si,si,no,no,no,si,no,ninguno,.,lider local,seguridad,no,,,,2016-05-18T14:21:17,62
Ecuador,2016-05-17,,Femenino,2,Esmeraldas,MUISNE,BOLIVAR,Bolivar,ESM_040,Entrada de bolivar,Entrada de bolivar,Espontaneo,Lote abierto,abierto,2016-04-16,,.,0.44501448,-80.00825252,122.9571351,10,rural,mies,si,.,si,,.,11,65,30,35,.,0,0,4,1,3,,,,1,0,0,2,3,1,,,,,,,,3,,,,,,,,si,lugar de origen,,,,techo improvisado,no,no,no,,kits cocina,fuera del sitio mayor 20 minutos,barril tanque 200L,no,tanquero,si menos de 15L,tanquero,1,1,65,no,no,si,no,no,una vez por semana,no,no,IRA,diarrea,0,si,fuera del sitio menor 3 km,dia,gobierno,si,entre 2 km y 5 km,menor 50%,pesca,pesca,menor 50%,si,si,si,no,no,,policia,no,,identificacion de MNA,0,0,no,si,si,no,bueno,bueno,si,,"si, pero no adecuada",bienes no alimentarios agua saneamiento higiene salud comida educacion,no,si,si,si,si,si,no,no,no,distancia falta iluminacion seguridad,si,no,no,si,no,si,no,ninguno,.,lider local,seguridad,no,,,,2016-05-18T14:21:16,61
Ecuador,2016-05-18,,Masculino,2,Esmeraldas,MUISNE,MUISNE,MUISNE,ESM_041,BARRIO LAS VEGAS,,Espontaneo,Lote abierto,abierto,2016-04-16,,,0.6275446,-80.0042347,22.70000076,5,rural,ninguno,si,,si,,,8,40,15,25,,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,"Kits de cocina, Mosquiteros, kits de dignidad, Ropa, Kits de herramientas",en el sitio menor 20 minutos,botellon,si menos de 2L,agua embotellada,no,agua embotellada,0,0,no hay letrinas,no,no,no,no,no,nunca,no,no,"Infeccion al estomago, fiebre, dolor de cabeza",diarrea,0,no,fuera del sitio mayor 3 km,24 horas,gobierno,si,entre 2 km y 5 km,menor 25%,comercio informal,,menor 25%,no,no,no,no,no,,ninguno,no,,ninguno,0,0,si,si,si,si,excelente,excelente,no,,no hay,vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida educacion medios de vida,si,si,si,si,si,si,si,no,no,distancia diseno falta iluminacion seguridad,si,si,no,si,no,si,no,ninguno,,radio noticias,Hasta cuando durara la incertidumbre,no,,,,2016-05-19T00:29:41,91
Ecuador,2016-05-18,,Femenino,2,Esmeraldas,MUISNE,MUISNE,Muisney,ESM_042,Pueblo nuevo,Pueblo nuevo,Familias de acogida,Lote abierto,abierto,2016-04-16,,.,0.634811261,-80.0047589,90.81971331,10,rural,mies,si,.,no,Son familias desplazadas,,12,37,15,22,.,1,,,1,2,,,1,,,,1,1,,,,,1,1,,,2,1,,,,,,,si,pueblo mas cercano,,,,techo improvisado,si,no,no,,kits herramientas,fuera del sitio mayor 20 minutos,poma,no,tanquero,si menos de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,no,irregular,no,no,IRA,diarrea,0,no,en el sitio menor 3 km,24 horas,gobierno,no,entre 1 km y 2 km,menor 75%,pesca,,menor 75%,si,no,no,no,no,,comunidad auto organizada,si,Lugares cercanos,busqueda familias,0,0,no,no,si,no,bueno,bueno,no,,"si, pero no adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene comida medios de vida,si,si,si,no,si,no,si,no,no,distancia falta iluminacion seguridad,si,no,no,si,no,si,no,ninguno,,familias amigos,distribuciones,no,,,,2016-05-19T00:24:21,77
Ecuador,2016-05-19,,Masculino,2,Esmeraldas,MUISNE,MUISNE,MUISNE,ESM_044,CAMPAMENTO MUISNE 1,,Campamento,Lote abierto,abierto,2016-05-18,,LOS ITEMS QUE SE ENCUENTRAN CON 0 DE RESPUESTA ES PORQUE AUN NO SE HA REALIZADO EL LEVANTAMIENTO DE DICJA INFORMACION POR MOTIVO QUE EL ALBERGUE HA SIDO ABIERTO/INAGURADO RECIENTEMENTE,0.63665303,-79.98908798,58,5,rural,ffaa,no,LA CAPACIDAD DEL CAMPAMENTO ES PARA 95 FAMILIAS (ESTA PLANIFICADO LLENAR LA CAPACIDAD TOTAL),no,NO ESTA FORMADA LA COMISION POR RECIENTE APERTURA,,27,120,40,80,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,carpas,no,si,si,kits dignidad,ropa,fuera del sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,si mas de 15L,tanquero,22,22,5.454545455,no,no,si,si,si,todos los dias,si,si,IRA,Fiebre,0,si,en el sitio menor 3 km,24 horas,gobierno,no,entre 2 km y 5 km,menor 25%,jornalero,ama de casa,menor 25%,no,no,no,si,no,,militares,no,,reunificacion,0,0,si,si,si,si,bueno,bueno,no,,"si, adecuada",vivienda temporal medios de vida,si,no,no,no,no,no,si,no,no,diseno,no,si,no,no,no,no,no,"si, todos",,radio noticias,accesso asistencia,no,,,,2016-05-19T16:05:07,128
Ecuador,2016-05-18,,Masculino,2,Esmeraldas,MUISNE,MUISNE,,ESM_045,REFUGIO #5,PUEBLO NUEVO,Espontaneo,Lote abierto,abierto,2016-04-16,,,0.6371638,-80.000955,72.90000153,5,urban,ninguno,si,,si,,,4,11,5,6,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,si,kits dignidad,"CARPAS, LONAS, PLASTICO",fuera del sitio mayor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,si mas de 15L,tanquero,2,2,5.5,no,no,si,no,no,cada dos semanas,no,no,IRA,ninguno,0,si,en el sitio menor 3 km,24 horas,gobierno,no,entre 2 km y 5 km,menor 25%,comercio informal,ama de casa,menor 25%,no,no,no,si,no,,policia,no,,ninguno,0,0,si,si,si,si,excelente,excelente,no,,no hay,vivienda temporal bienes no alimentarios agua saneamiento higiene comida medios de vida,si,si,si,no,si,no,si,no,no,distancia diseno falta iluminacion,si,si,no,si,no,no,no,ninguno,,radio noticias,Cuando va a haber otro terremoto,no,,,,2016-05-19T00:29:57,92
Ecuador,2016-05-18,,Masculino,2,Esmeraldas,MUISNE,SAN FRANCISCO,Muiesne,ESM_046,Nuebo amaneser,,Espontaneo,Lote abierto,abierto,2016-04-17,,.,0.63730967,-80.04293325,27,37,rural,ninguno,si,.,si,,.,5,18,8,10,.,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,Cocina,en el sitio menor 20 minutos,barril tanque 200L,si menos de 2L,agua embotellada,si menos de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,no,irregular,no,no,IRA,diarrea,0,no,en el sitio mayor 3 km,dia,gobierno,si,menor a 1 km,mayor 75%,agricultura,,menor 25%,no,no,si,no,si,Verval,policia,no,,ninguno,0,0,no,si,si,si,bueno,deficiente,no,,"si, pero no adecuada",bienes no alimentarios salud comida,no,si,no,si,si,no,no,no,no,falta iluminacion seguridad,no,no,no,si,no,si,no,"si, algunos",.,familias amigos,situacion origen,no,,,,2016-05-19T00:27:37,88
Ecuador,2016-05-18,,Masculino,2,Esmeraldas,MUISNE,SAN FRANCISCO,Muisne,ESM_047,Palma junta,,Espontaneo,Lote abierto,abierto,2016-04-17,,.,0.64331001,-79.95984413,45,12,rural,mies,si,.,si,,.,5,18,11,7,.,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,pueblo mas cercano,,,,techo improvisado,si,si,si,ropa,Carpas,fuera del sitio mayor 20 minutos,botellon,no sabe,agua embotellada,si mas de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,no,cada dos semanas,no,no,IRA,dengue,0,si,en el sitio menor 3 km,dia,gobierno,si,entre 1 km y 2 km,mayor 75%,agricultura,,menor 25%,si,si,si,no,no,,combinado policia militares,no,,ninguno,0,0,no,si,si,si,bueno,bueno,no,,no hay,bienes no alimentarios agua saneamiento higiene salud comida,no,si,si,si,si,no,no,no,no,falta iluminacion,no,no,no,si,no,no,no,"si, algunos",.,radio noticias,seguridad,no,,,,2016-05-19T00:25:03,84
Ecuador,2016-05-18,,Femenino,2,Esmeraldas,MUISNE,SAN FRANCISCO,,ESM_049,El mirador,,Espontaneo,Lote abierto,abierto,2016-04-17,,,0.652179,-80.066032,,,urban,ninguno,si,,si,,Hasta 5 familias en 1 carpa,59,250,110,140,Numeros aproximados,1,3,5,0,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,si,si,ropa,kits cocina,fuera del sitio menor 20 minutos,barril tanque 200L,no,agua embotellada,no,tanquero,2,2,125,si,no,no,no,no,una vez al mes,no,no,IRA,,0,no,fuera del sitio menor 3 km,24 horas,gobierno,si,entre 2 km y 5 km,mayor 75%,pesca,,menor 25%,no,no,no,si,no,,policia,si,letrinas banos,ninguno,0,0,no,no,si,no,bueno,bueno,si,9,no hay,vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida medios de vida,si,si,si,si,si,no,si,no,no,distancia,si,no,no,no,no,no,no,ninguno,,ninguno,distribuciones,no sabe,,,,2016-05-19T00:23:13,79
Ecuador,2016-05-18,,Femenino,2,Esmeraldas,MUISNE,SAN FRANCISCO,,ESM_052,Sector La Cancha refugio 5,,Espontaneo,Centro deportivo,abierto,2016-04-17,,,0.654389,-80.066803,,,urban,ninguno,si,,si,,Hasta cinco familias comparten un solo techo,59,104,56,48,,0,3,14,3,2,0,0,0,0,0,0,11,14,2,1,0,0,0,0,0,2,3,1,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,si,si,Plastico para vivienda,Colchones,desconocido,poma,si menos de 2L,agua embotellada,no,tanquero,2,2,52,no,no,no,no,no,irregular,no,no,diarrea,IRA,0,no,en el sitio menor 3 km,24 horas,gobierno,no,menor a 1 km,mayor 75%,pesca,,menor 25%,no,si,si,no,no,,ninguno,no,,ninguno,1,1,no,si,si,si,excelente,excelente,no,,"si, pero no adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida educacion medios de vida,si,si,si,si,si,si,si,no,no,otro,no,no,no,no,no,no,no hay servicios,ninguno,no hay servicios,lider local,distribuciones,no,,,,2016-05-19T00:23:10,76
Ecuador,2016-05-18,,Masculino,2,Esmeraldas,MUISNE,SAN FRANCISCO,Bunche,ESM_053,Las 3 esquinas,Via al subcentro,Albergue planificado,Parque o plaza,abierto,2016-04-16,,,0.655642,-80.0658361,12.89999962,7,rural,mies,si,.,si,,.,10,25,10,15,.,0,1,1,1,,,1,,,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,ropa,fuera del sitio menor 20 minutos,botellon,si mas de 2L,agua embotellada,no,agua embotellada,0,0,no hay letrinas,no,no,no,no,no,una vez por semana,no,no,IRA,diarrea,0,no,en el sitio menor 3 km,24 horas,gobierno,si,entre 5 km y 10 km,menor 75%,pesca,,menor 25%,si,no,no,si,si,Intento de robo,comunidad auto organizada,no,,identificacion de MNA,1,1,no,si,si,no,bueno,deficiente,no,,"si, adecuada",agua saneamiento higiene salud comida educacion,no,no,si,si,si,si,no,no,no,distancia falta accesso segregado seguridad,si,no,no,no,si,si,no,ninguno,,lider local,accesso asistencia,no,,,,2016-05-19T01:59:38,103
Ecuador,2016-05-18,,Masculino,2,Esmeraldas,MUISNE,SAN FRANCISCO,Resinto el salto,ESM_054,La esperanza,La esperanza,Albergue planificado,Lote abierto,abierto,2016-04-16,,.,0.656127,-79.9199985,88.90000153,4,rural,mies,si,U.,si,,.,15,51,23,28,.,1,0,3,0,0,0,0,0,0,0,0,1,3,,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,si,kits cocina,kits cocina,fuera del sitio mayor 20 minutos,botellon,si mas de 2L,agua embotellada,si mas de 15L,tanquero,0,0,no hay letrinas,no,no,no,no,si,irregular,no,no,IRA,diarrea,0,si,clinica movil,24 horas,gobierno,si,menor a 1 km,menor 50%,jornalero,,menor 25%,no,no,no,si,si,"Robos, asaltos y apunaliados",policia,no,,reunificacion,0,0,no,si,si,no,bueno,deficiente,no,,"si, adecuada",bienes no alimentarios agua saneamiento higiene salud comida,no,si,si,si,si,no,no,no,no,distancia,si,no,no,no,no,no,no,"si, todos",.,lider local,accesso asistencia,no,,,,2016-05-19T01:48:30,100
Ecuador,2016-05-18,,Masculino,2,Esmeraldas,MUISNE,SAN FRANCISCO,Muisne,ESM_055,Luis nicanor,Barrio supcentro,Espontaneo,Lote abierto,abierto,2016-04-17,,.,0.6565194,-80.0647346,20.60000038,4.5,rural,ninguno,si,.,si,,.,12,62,32,30,.,0,0,1,0,,1,1,0,1,0,0,1,3,0,1,0,0,,0,1,0,1,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,Cocina herramienta kits de dicnidad,en el sitio menor 20 minutos,barril tanque 200L,no,Rio,si menos de 15L,Rio,0,0,no hay letrinas,no,no,no,no,no,irregular,no,no,IRA,Alergia,0,si,en el sitio mayor 3 km,dia,gobierno,si,menor a 1 km,mayor 75%,agricultura,,menor 25%,si,no,si,si,si,Saqueo,policia,si,Quebradas carreteras,ninguno,0,0,no,si,si,si,bueno,bueno,no,,"si, pero no adecuada",salud comida educacion,no,no,no,si,si,si,no,no,no,distancia seguridad,si,no,no,no,no,si,no,"si, algunos",.,radio noticias,accesso asistencia,no,,,,2016-05-19T00:30:12,94
Ecuador,2016-05-18,,Femenino,2,Esmeraldas,MUISNE,SAN FRANCISCO,Muisne,ESM_056,Tongora,,Espontaneo,Lote abierto,abierto,2016-04-17,,,0.6609098,-80.0849153,39.79999924,5,rural,ninguno,si,,si,,Siete familias comparte un techo,9,30,15,15,Son numeros aproximados,0,0,0,3,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits cocina,fuera del sitio menor 20 minutos,Rio,no,Rio,no,Rio,0,0,no hay letrinas,no,no,no,no,no,nunca,no,no,ninguno,ninguno,0,no,fuera del sitio mayor 3 km,dia,gobierno,si,menor a 1 km,mayor 75%,pesca,,menor 25%,no,si,si,no,no,,ninguno,no,,ninguno,0,0,no,si,si,si,bueno,bueno,no,,"si, pero no adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida,si,si,si,si,si,no,no,no,no,distancia seguridad,si,no,no,no,no,si,no,ninguno,,ninguno,accesso asistencia,no,,,,2016-05-19T01:59:30,101
Ecuador,2016-05-18,,Masculino,2,Esmeraldas,MUISNE,SAN FRANCISCO,Muisne,ESM_057,Tongora,Recinto tongora,Espontaneo,Lote abierto,abierto,2016-04-17,,.,0.6621274,-80.0856523,38.5,5,rural,ninguno,si,.,si,,.,6,25,10,15,.,0,0,0,1,,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,kits herramientas,en el sitio menor 20 minutos,poma,no,Rio,no,Rio,0,0,no hay letrinas,no,no,no,no,no,irregular,no,no,IRA,diarrea,0,no,ninguno,dia,gobierno,si,menor a 1 km,mayor 75%,agricultura,,menor 25%,si,si,si,no,no,,ninguno,no,,reunificacion,0,0,no,si,si,si,bueno,bueno,si,1,"si, pero no adecuada",vivienda temporal agua saneamiento higiene salud comida medios de vida,si,no,si,si,si,no,si,no,no,seguridad,no,no,no,no,no,si,no,"si, todos",.,radio noticias,seguridad,no,,,,2016-05-19T00:28:51,89
Ecuador,2016-05-18,,Femenino,2,Esmeraldas,MUISNE,SAN FRANCISCO,Muisne,ESM_058,Recinto Carmelita,,Espontaneo,Lote abierto,abierto,2016-04-16,,,0.6640602,-80.0606331,14,4,rural,ninguno,si,,si,,,6,26,9,17,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,si,ropa,Agua,en el sitio menor 20 minutos,poma,no,Hierven el agua entubada,no,Agua entubada,0,0,no hay letrinas,no,no,no,no sabe,no,nunca,no,no,IRA,Mosquitos,0,no,fuera del sitio mayor 3 km,dia,gobierno,si,menor a 1 km,mayor 75%,pesca,,menor 25%,no,no,si,no,no,,ninguno,no,,ninguno,0,0,no,si,si,si,bueno,bueno,si,,"si, pero no adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida medios de vida,si,si,si,si,si,no,si,no,no,distancia seguridad,si,no,no,no,no,si,no,ninguno,,ninguno,accesso asistencia,no,,,,2016-05-19T01:59:37,102
Ecuador,2016-05-18,,Masculino,2,Esmeraldas,MUISNE,SAN FRANCISCO,Muisne,ESM_059,Carmelita,Carmelita,Espontaneo,Lote abierto,abierto,2016-04-16,,,0.6664715,-80.060519,37.79999924,5,rural,ninguno,si,,si,,,10,40,20,20,,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,2,3,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,"Kits de cocina, toldos, colchones, kits de dignidad",en el sitio menor 20 minutos,poma,no,agua embotellada,no,Rio,0,0,no hay letrinas,no,no,no,no,no,todos los dias,no,no,IRA,Dolor a los huesos. Granos en la piel,0,no,fuera del sitio mayor 3 km,dia,gobierno,si,entre 5 km y 10 km,mayor 75%,agricultura,,menor 25%,si,si,si,no,no,,comunidad auto organizada,si,Rio,reunificacion,0,0,no,si,si,si,excelente,excelente,no,,"si, pero no adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida medios de vida,si,si,si,si,si,no,si,no,no,distancia seguridad,si,no,no,no,no,si,no,"si, todos",,radio noticias,seguridad,no,,,,2016-05-19T00:29:28,90
Ecuador,2016-05-18,,Masculino,2,Esmeraldas,MUISNE,SAN FRANCISCO,,ESM_062,La escalinata,La escalinata,Espontaneo,Lote abierto,abierto,2016-04-16,,,0.6533491,-80.0663549,21.70000076,7.5,urban,ninguno,si,,si,,,28,80,45,35,,1,0,2,2,0,0,1,0,1,0,0,5,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,si,lugar de origen,,,,techo improvisado,si,no,no,,ropa,en el sitio menor 20 minutos,barril tanque 200L,si mas de 2L,agua embotellada,no,agua embotellada,0,0,no hay letrinas,no,no,no,no,no,todos los dias,no,no,IRA,diarrea,0,no,fuera del sitio menor 3 km,dia,gobierno,no,mayor a 10 km,menor 25%,jornalero,ama de casa,menor 25%,no,no,no,no,no,,comunidad auto organizada,si,Barranco,reunificacion,0,0,no,no,no,no,bueno,bueno,no,,"si, pero no adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida educacion medios de vida,si,si,si,si,si,si,si,no,no,distancia falta iluminacion seguridad,si,no,no,si,no,si,no,"si, todos",,radio noticias,seguridad,no,,,,2016-05-19T01:59:40,105
Ecuador,2016-05-19,,Masculino,2,Esmeraldas,MUISNE,SAN FRANCISCO,Muisne,ESM_063,La cancha,La cancha,Espontaneo,Centro deportivo,abierto,2016-04-16,,,0.6364196,-80.0420755,31.70000076,7,rural,mies,si,Techo improvisado,si,,,10,30,10,20,,0,0,1,1,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,si,lugar de origen,,,,techo improvisado,si,si,no,,"Carpas., Cocina industrial",en el sitio menor 20 minutos,barril tanque 200L,no,agua embotellada,no,pozo,0,0,no hay letrinas,no,no,no,no,no,todos los dias,no,no,Alergias,IRA,0,si,fuera del sitio mayor 3 km,dia,gobierno,si,mayor a 10 km,menor 50%,jornalero,ama de casa,menor 50%,no,si,si,no,no,,policia,si,Rio,reunificacion,1,0,no,no,no,no,bueno,bueno,no,,"si, pero no adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida educacion,si,si,si,si,si,si,no,no,no,distancia diseno falta iluminacion seguridad,si,si,no,si,no,si,no,"si, todos",,radio noticias,seguridad,no,,,,2016-05-19T13:47:11,126
Ecuador,2016-05-17,,Femenino,2,Esmeraldas,MUISNE,BOLIVAR,Mompiche,ESM_065,El firme via mompiche,El firme,Espontaneo,Lote abierto,abierto,2016-04-17,,.,0.498425228,-79.99685281,118.4728157,10,rural,mies,si,.,si,,.,40,161,82,79,.,3,1,6,1,0,0,0,0,0,0,0,3,,2,,0,0,0,0,0,0,4,1,,0,,1,0,0,si,"ninguno, permanecer mismo lugar",,,,techo improvisado,si,no,si,varios,Mesa.,fuera del sitio menor 20 minutos,barril tanque 200L,si menos de 2L,tanquero,si menos de 15L,tanquero,2,2,80.5,no,no,si,no,no,una vez por semana,no,no,Alergias a la piel,IRA,0,no,fuera del sitio mayor 3 km,dia,gobierno,si,entre 2 km y 5 km,menor 50%,pesca,,menor 50%,si,si,si,no,no,,policia,no,,identificacion de MNA,0,0,no,no,si,no,bueno,bueno,si,,"si, pero no adecuada",vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida educacion,si,si,si,si,si,si,no,no,no,distancia diseno falta iluminacion seguridad,si,si,no,si,no,si,no,ninguno,.,lider local,ninguno,no,,,,2016-05-18T14:21:14,60
Ecuador,2016-05-18,,Femenino,2,Esmeraldas,MUISNE,MUISNE,Muisne,ESM_066,Albergue #3,Albergue#3 pueblo nuevo,Familias de acogida,Lote abierto,abierto,2016-04-17,,.,0.637459752,-80.00091265,118.147192,10,rural,ninguno,no,,si,,,9,45,20,25,,,1,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,si,pueblo mas cercano,,,,techo improvisado,si,no,si,kits cocina,kits herramientas,fuera del sitio mayor 20 minutos,barril tanque 200L,no,tanquero,si menos de 15L,tanquero,1,1,45,no,no,no,no,si,irregular,no,no,diarrea,IRA,0,si,en el sitio menor 3 km,dia,gobierno,no,entre 2 km y 5 km,menor 25%,pesca,,menor 50%,no,no,no,si,no,,policia,no,,busqueda familias,0,0,si,si,si,si,bueno,bueno,no,,"si, adecuada",bienes no alimentarios agua saneamiento higiene comida medios de vida,no,si,si,no,si,no,si,no,no,distancia,si,no,no,no,no,no,no,"si, algunos",,familias amigos,distribuciones,no,,,,2016-05-19T00:24:24,82
Ecuador,2016-05-18,,Femenino,2,Esmeraldas,MUISNE,MUISNE,Muisne,ESM_067,Israel chica,Isarael chica pueblo nuevo,Familias de acogida,Edificio privado,abierto,2016-04-16,,.,0.637038266,-80.0003928,61.95898938,10,rural,Dueno de casa,si,.,no,Familias desplazadas,.,40,150,70,80,,,,1,,,1,,,6,,,3,3,,,,,,,,,3,,1,,,,,,si,pueblo mas cercano,,,,techo improvisado,si,no,si,kits cocina,mosquiteros,fuera del sitio mayor 20 minutos,poma,no,tanquero,si menos de 15L,tanquero,2,2,75,no,no,si,no,si,una vez por semana,no,no,IRA,diarrea,0,no,en el sitio menor 3 km,dia,gobierno,no,entre 1 km y 2 km,menor 25%,pesca,,menor 25%,si,no,no,si,no,,policia,no,,busqueda familias,0,0,no,si,si,si,bueno,bueno,no,,"si, adecuada",vivienda temporal bienes no alimentarios comida medios de vida,si,si,no,no,si,no,si,no,no,distancia,si,no,no,no,no,no,no,ninguno,,familias amigos,distribuciones,no,,,,2016-05-19T00:24:25,83
Ecuador,2016-05-18,,Masculino,2,Esmeraldas,MUISNE,MUISNE,Pueblo nuevo,ESM_068,Refugio Pedernales,Junto a la finca Paul velez,Espontaneo,Lote abierto,abierto,2016-04-19,,,0.6403274,-79.9690163,75.5,9.5,rural,ninguno,si,,si,,,6,27,15,12,,0,1,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,no,pueblo mas cercano,,,,techo improvisado,si,no,no,,Todas las opciones anteriores,fuera del sitio mayor 20 minutos,poma,si mas de 2L,agua embotellada,no,agua embotellada,0,0,no hay letrinas,no,no,no,no,no,todos los dias,no,no,IRA,diarrea,0,no,fuera del sitio mayor 3 km,dia,gobierno,si,mayor a 10 km,menor 25%,jornalero,,menor 50%,no,no,no,si,si,Robo,policia,si,"Barranco, carretera",reunificacion,0,0,no,no,no,no,bueno,bueno,si,2,no hay,vivienda temporal bienes no alimentarios agua saneamiento higiene salud comida medios de vida,si,si,si,si,si,no,si,no,no,distancia diseno seguridad,si,si,no,no,no,si,no,"si, todos",,familias amigos,seguridad,no,,,,2016-05-19T01:59:43,107
